name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Alex Scott,MID,Bournemouth,0.0,0,0,0,0,0.0,77,0.00,0.00,0.00,0.00,185,0,0,0.0,0.0,2024-12-29T15:00:00Z,0,False,9,0,0,0,0,19,0,3105,0,2,2,0.0,0,-37,19,56,47,False,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,184,0,0,0.0,0.0,2024-12-29T15:00:00Z,0,False,8,0,0,0,0,19,0,18110,0,2,0,0.0,0,-182,516,698,42,False,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,182,0,0,0.0,0.0,2025-01-01T17:30:00Z,0,False,4,0,0,0,0,19,0,3758,0,3,1,0.0,0,-27,18,45,48,False,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,183,0,0,0.0,0.0,2024-12-29T15:00:00Z,0,False,17,0,0,0,0,19,0,252,0,1,2,0.0,0,-4,0,4,45,True,0
Ben Brereton Díaz,MID,Southampton,-0.2,0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,183,0,0,0.0,0.0,2024-12-29T15:00:00Z,0,False,7,0,0,0,0,19,0,17062,0,1,2,0.0,0,-397,71,468,49,False,0
Pau Torres,DEF,Aston Villa,1.8,0,0,2,0,0.1,52,0.00,0.00,0.00,0.31,181,1,0,0.7,4.4,2024-12-30T19:45:00Z,19,False,5,0,0,0,0,19,0,146866,1,2,2,2.0,1,-2732,3832,6564,43,True,0
Joel Ward,DEF,Crystal Palace,0.5,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,183,0,0,0.0,0.0,2024-12-29T15:00:00Z,0,False,17,0,0,0,0,19,0,9492,0,1,2,0.0,0,-172,122,294,43,True,0
Will Lankshear,FWD,Spurs,0.7,0,0,0,0,0.0,609,0.00,0.00,0.00,0.00,189,0,0,0.0,0.0,2024-12-29T15:00:00Z,0,False,20,0,0,0,0,19,0,184269,0,2,2,0.0,0,-3902,10430,14332,45,True,0
Hwang Hee-chan,MID,Wolves,2.2,0,0,24,0,3.9,550,0.01,0.07,0.06,1.42,189,2,1,5.0,33.4,2024-12-29T15:00:00Z,77,False,18,0,0,0,0,19,0,28278,1,2,2,13.0,7,1087,1859,772,61,False,0
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0.0,610,0.00,0.00,0.00,0.00,189,0,0,0.0,0.0,2024-12-29T15:00:00Z,0,False,20,0,0,0,0,19,0,22549,0,2,2,0.0,0,-629,34,663,45,True,0
Hákon Valdimarsson,GK,Brentford,-0.3,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,182,0,0,0.0,0.0,2025-01-01T17:30:00Z,0,False,1,0,0,0,0,19,0,415446,0,3,1,0.0,0,50663,61084,10421,39,True,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.00,0.00,0.00,0.00,185,0,0,0.0,0.0,2024-12-29T15:00:00Z,0,False,9,0,0,0,0,19,0,2493,0,2,2,0.0,0,-71,0,71,40,False,0
João Victor Gomes da Silva,MID,Wolves,1.2,0,0,13,0,6.8,553,0.03,0.03,0.00,2.25,189,2,0,2.4,17.0,2024-12-29T15:00:00Z,90,False,18,0,0,0,0,19,0,48285,1,2,2,0.0,2,-5261,1666,6927,49,False,0
Cole Palmer,MID,Chelsea,7.7,0,0,18,0,56.4,182,0.53,0.74,0.21,1.58,186,2,0,9.2,16.6,2024-12-30T19:45:00Z,90,False,10,0,0,0,0,19,0,7603613,1,0,2,19.0,2,245673,268837,23164,114,False,0
Mitoma Kaoru,MID,Brighton,2.0,0,0,3,0,11.6,136,0.05,0.05,0.00,0.29,181,0,0,2.2,2.6,2024-12-30T19:45:00Z,32,False,2,0,0,0,0,19,0,716154,0,2,2,8.0,1,-94883,12012,106895,65,False,0
Boubakary Soumaré,MID,Leicester,0.5,0,0,11,0,5.4,285,0.02,0.02,0.00,1.27,187,2,0,1.6,10.2,2024-12-29T14:30:00Z,90,False,13,0,0,0,0,19,0,46994,1,2,0,0.0,1,2155,5705,3550,44,True,1
Chris Wood,FWD,Nott'm Forest,4.7,1,3,38,1,11.0,447,0.08,0.40,0.32,0.62,184,0,1,8.1,46.2,2024-12-29T15:00:00Z,75,False,8,0,0,0,0,19,0,2608635,1,2,0,24.0,12,-27944,176956,204900,66,False,0
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,184,0,0,0.0,0.0,2024-12-29T15:00:00Z,0,False,8,0,0,0,0,19,0,2355,0,2,0,0.0,0,-27,0,27,45,False,0
Jeffrey Schlupp,MID,Crystal Palace,0.7,0,0,0,0,0.0,214,0.00,0.00,0.00,0.00,183,0,0,0.0,0.0,2024-12-29T15:00:00Z,0,False,17,0,0,0,0,19,0,6831,0,1,2,0.0,0,-112,259,371,47,True,0
Milos Kerkez,DEF,Bournemouth,4.2,0,0,10,0,12.1,70,0.06,0.06,0.00,1.11,185,2,0,2.8,14.2,2024-12-29T15:00:00Z,90,False,9,0,0,0,0,19,0,737406,1,2,2,2.0,1,29043,52932,23889,47,False,0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,181,0,0,0.0,0.0,2024-12-30T19:45:00Z,0,False,2,0,0,0,0,19,0,1372,0,2,2,0.0,0,-21,0,21,45,False,0
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,142,0.00,0.00,0.00,0.00,181,0,0,0.0,0.0,2024-12-30T19:45:00Z,0,False,2,0,0,0,0,19,0,111870,0,2,2,0.0,0,-3457,622,4079,42,False,0
Arijanet Muric,GK,Ipswich,1.7,0,0,0,0,0.0,568,0.00,0.00,0.00,0.00,186,0,0,0.0,0.0,2024-12-30T19:45:00Z,0,False,6,0,0,0,0,19,0,112715,0,0,2,0.0,0,-3944,2318,6262,44,True,0
Harvey Davies,GK,Liverpool,1.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,190,0,0,0.0,0.0,2024-12-29T17:15:00Z,0,False,19,0,0,0,0,19,0,1461,0,5,0,0.0,0,2,86,84,40,False,0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,181,0,0,0.0,0.0,2024-12-30T19:45:00Z,0,False,2,0,0,0,0,19,0,4926,0,2,2,0.0,0,-107,0,107,40,False,0
Ibrahim Sangaré,MID,Nott'm Forest,0.0,0,0,0,0,0.0,442,0.00,0.00,0.00,0.00,184,0,0,0.0,0.0,2024-12-29T15:00:00Z,0,False,8,0,0,0,0,19,0,74801,0,2,0,0.0,0,-1434,1784,3218,43,False,0
