name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Alex Scott,MID,Bournemouth,0.0,0,0,0,0,0.0,77,0.00,0.00,0.00,0.00,101,0,0,0.0,0.0,2024-11-09T15:00:00Z,0,False,4,0,0,0,0,11,0,3842,0,2,3,0.0,0,-326,22,348,48,False,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,107,0,0,0.0,0.0,2024-11-10T14:00:00Z,0,False,15,0,0,0,0,11,0,19788,0,3,1,0.0,0,-481,382,863,43,True,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,103,0,0,0.0,0.0,2024-11-10T16:30:00Z,0,False,6,0,0,0,0,11,0,4021,0,1,1,0.0,0,-100,58,158,48,False,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,104,0,0,0.0,0.0,2024-11-09T15:00:00Z,0,False,9,0,0,0,0,11,0,290,0,2,0,0.0,0,-4,0,4,45,True,0
Ben Brereton Díaz,MID,Southampton,-0.2,0,0,2,0,0.3,584,0.00,0.12,0.12,0.03,110,0,0,0.7,2.0,2024-11-09T15:00:00Z,17,False,20,0,0,0,0,11,0,21171,0,0,2,5.0,1,-1316,254,1570,50,False,0
Pau Torres,DEF,Aston Villa,0.0,0,0,6,0,0.7,52,0.07,0.07,0.00,2.02,105,2,0,2.6,19.0,2024-11-09T20:00:00Z,90,False,12,0,0,0,0,11,0,183018,1,0,2,6.0,1,-16325,2089,18414,45,False,0
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,104,0,0,0.0,0.0,2024-11-09T15:00:00Z,0,False,9,0,0,0,0,11,0,10205,0,2,0,0.0,0,-547,62,609,43,True,0
Will Lankshear,FWD,Spurs,0.5,0,0,0,0,0.0,609,0.00,0.00,0.00,0.00,108,0,0,0.0,0.0,2024-11-10T14:00:00Z,0,False,10,0,0,0,0,11,0,174469,0,2,1,0.0,0,-6801,10394,17195,45,True,0
Hwang Hee-chan,MID,Wolves,0.2,0,0,0,0,0.0,550,0.00,0.00,0.00,0.00,110,0,0,0.0,0.0,2024-11-09T15:00:00Z,0,False,17,0,0,0,0,11,0,27250,0,0,2,0.0,0,-1346,112,1458,61,True,0
Mikey Moore,MID,Spurs,0.3,0,0,0,0,0.0,610,0.00,0.00,0.00,0.00,108,0,0,0.0,0.0,2024-11-10T14:00:00Z,0,False,10,0,0,0,0,11,0,35665,0,2,1,0.0,0,-2955,1033,3988,45,True,0
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,101,0,0,0.0,0.0,2024-11-09T15:00:00Z,0,False,3,0,0,0,0,11,0,340398,0,2,3,0.0,0,-5561,1363,6924,40,True,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.00,0.00,0.00,0.00,101,0,0,0.0,0.0,2024-11-09T15:00:00Z,0,False,4,0,0,0,0,11,0,2999,0,2,3,0.0,0,-61,0,61,40,False,0
João Victor Gomes da Silva,MID,Wolves,5.5,0,0,9,1,4.8,553,0.01,0.06,0.05,0.66,110,0,0,2.2,8.6,2024-11-09T15:00:00Z,90,False,17,0,0,0,0,11,0,23462,1,0,2,9.0,3,10917,11981,1064,49,True,0
Cole Palmer,MID,Chelsea,3.4,0,0,9,0,12.2,182,0.01,0.16,0.15,0.99,103,1,0,4.3,6.8,2024-11-10T16:30:00Z,90,False,1,0,0,0,0,11,0,5684380,1,1,1,24.0,2,-299656,97643,397299,110,True,0
Mitoma Kaoru,MID,Brighton,1.0,0,0,9,0,17.0,136,0.27,0.49,0.22,2.06,102,1,0,5.6,11.6,2024-11-09T17:30:00Z,89,False,13,0,0,0,0,11,0,560367,1,1,2,27.0,2,-50895,15376,66271,65,True,0
Boubakary Soumaré,MID,Leicester,1.0,0,0,13,0,17.1,285,0.01,0.01,0.00,0.70,106,3,0,3.6,19.2,2024-11-10T14:00:00Z,90,False,14,0,0,0,0,11,0,30075,1,0,3,0.0,2,1879,5491,3612,44,False,0
Chris Wood,FWD,Nott'm Forest,7.2,0,0,7,0,25.1,447,0.01,0.01,0.00,1.70,107,3,0,3.7,9.8,2024-11-10T14:00:00Z,90,False,15,0,0,0,0,11,0,2621862,1,3,1,2.0,2,636475,669086,32611,66,True,0
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,107,0,0,0.0,0.0,2024-11-10T14:00:00Z,0,False,15,0,0,0,0,11,0,2620,0,3,1,0.0,0,-61,0,61,45,True,0
Jeffrey Schlupp,MID,Crystal Palace,0.8,0,0,4,0,12.1,214,0.01,0.01,0.00,0.45,104,1,0,1.7,2.4,2024-11-09T15:00:00Z,16,False,9,0,0,0,0,11,0,7719,0,2,0,2.0,1,188,713,525,47,True,0
Milos Kerkez,DEF,Bournemouth,4.3,0,0,7,0,17.7,70,0.10,0.10,0.00,1.48,101,3,0,4.3,19.0,2024-11-09T15:00:00Z,90,False,4,0,0,0,0,11,0,136227,1,2,3,6.0,1,82823,86410,3587,44,False,0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,102,0,0,0.0,0.0,2024-11-09T17:30:00Z,0,False,13,0,0,0,0,11,0,1654,0,1,2,0.0,0,-50,0,50,45,True,0
Jason Steele,GK,Brighton,-1.0,0,0,0,0,0.0,142,0.00,0.00,0.00,0.00,102,0,0,0.0,0.0,2024-11-09T17:30:00Z,0,False,13,0,0,0,0,11,0,137813,0,1,2,0.0,0,-5848,858,6706,43,True,0
Arijanet Muric,GK,Ipswich,1.8,0,0,19,0,0.0,568,0.00,0.00,0.00,1.82,108,1,0,4.0,40.4,2024-11-10T14:00:00Z,90,False,18,0,0,0,0,11,5,117916,1,2,1,0.0,3,-10272,1081,11353,44,False,0
Harvey Davies,GK,Liverpool,1.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,105,0,0,0.0,0.0,2024-11-09T20:00:00Z,0,False,2,0,0,0,0,11,0,510,0,0,2,0.0,0,79,145,66,40,True,0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,102,0,0,0.0,0.0,2024-11-09T17:30:00Z,0,False,13,0,0,0,0,11,0,5749,0,1,2,0.0,0,-147,0,147,40,True,0
Ibrahim Sangaré,MID,Nott'm Forest,0.0,0,0,0,0,0.0,442,0.00,0.00,0.00,0.00,107,0,0,0.0,0.0,2024-11-10T14:00:00Z,0,False,15,0,0,0,0,11,0,107512,0,3,1,0.0,0,-6901,1826,8727,44,True,0
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.00,0.00,0.00,0.00,106,0,0,0.0,0.0,2024-11-10T14:00:00Z,0,False,11,0,0,0,0,11,0,4610,0,0,3,0.0,0,-180,0,180,45,True,0
Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,479,0.00,0.00,0.00,0.00,108,0,0,0.0,0.0,2024-11-10T14:00:00Z,0,False,10,0,0,0,0,11,0,55605,0,2,1,0.0,0,-1021,671,1692,40,True,0
Conor Coady,DEF,Leicester,0.0,0,0,0,0,0.0,288,0.00,0.00,0.00,0.00,106,0,0,0.0,0.0,2024-11-10T14:00:00Z,0,False,14,0,0,0,0,11,0,32448,0,0,3,0.0,0,-568,1177,1745,40,False,0
Wes Foderingham,GK,West Ham,0.0,0,0,0,0,0.0,522,0.00,0.00,0.00,0.00,109,0,0,0.0,0.0,2024-11-09T15:00:00Z,0,False,8,0,0,0,0,11,0,15350,0,0,0,0.0,0,-298,126,424,44,True,0
Armando Broja,FWD,Everton,0.0,0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,109,0,0,0.0,0.0,2024-11-09T15:00:00Z,0,False,19,0,0,0,0,11,0,5661,0,0,0,0.0,0,-6,166,172,54,False,0
Adam Webster,DEF,Brighton,0.0,0,0,0,0,0.0,147,0.00,0.00,0.00,0.00,102,0,0,0.0,0.0,2024-11-09T17:30:00Z,0,False,13,0,0,0,0,11,0,7337,0,1,2,0.0,0,-409,21,430,43,True,0
Thomas Partey,MID,Arsenal,2.5,0,0,11,0,5.7,20,0.02,0.21,0.19,1.28,103,1,0,2.2,9.4,2024-11-10T16:30:00Z,90,False,6,0,0,0,0,11,0,111149,1,1,1,7.0,2,-9816,2465,12281,50,False,0
Harry Wilson,MID,Fulham,6.7,0,0,24,0,0.8,259,0.00,0.45,0.45,0.04,104,0,1,5.6,34.0,2024-11-09T15:00:00Z,8,False,7,0,0,0,0,11,0,22039,0,2,0,21.0,6,9185,10088,903,52,False,0
Kasey McAteer,MID,Leicester,0.7,0,0,2,0,1.0,299,0.00,0.00,0.00,0.04,106,0,0,0.1,0.2,2024-11-10T14:00:00Z,7,False,14,0,0,0,0,11,0,3503,0,0,3,0.0,1,-132,47,179,48,False,0
