id,xP
1,0.0
2,0.0
3,0.0
4,0.4
5,0.0
6,0.4
7,0.8
8,3.5
9,4.5
12,0.8
13,6.8
15,3.8
16,5.4
17,2.8
18,1.5
20,2.8
21,1.2
22,0.0
23,3.4
24,3.2
25,1.2
73,0.5
186,0.8
578,1.2
597,2.5
633,0.0
638,0.5
639,0.5
657,0.0
659,0.5
662,0.5
665,0.5
735,5.5
756,0.5
790,0.5
793,0.5
801,0.5
28,0.3
29,0.7
30,0.0
31,0.0
32,6.0
33,0.0
34,0.0
35,0.0
36,2.7
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,5.3
43,0.0
44,8.7
45,4.3
46,0.0
47,7.7
48,3.3
49,2.0
50,0.0
51,0.0
52,4.7
53,0.0
54,5.0
55,0.0
56,0.0
57,0.0
58,5.3
167,0.0
233,2.3
385,0.0
598,0.0
640,0.0
641,0.0
656,0.0
679,0.0
710,0.0
725,0.7
731,0.0
737,9.3
762,2.0
59,0.0
60,1.3
61,0.0
62,0.3
63,0.0
64,0.5
65,0.0
66,0.0
67,0.0
68,-0.5
69,1.7
70,1.3
71,1.0
72,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,3.7
79,0.0
80,0.0
81,0.3
83,1.7
84,0.0
85,1.0
152,1.7
580,2.0
592,0.3
599,-0.5
617,2.5
680,-0.5
687,-0.5
702,-0.5
707,-0.5
712,-0.5
713,-0.3
722,-0.5
723,-0.5
727,-0.5
728,-0.5
738,5.3
86,0.0
87,0.0
88,5.2
89,3.2
90,0.0
91,6.2
92,0.5
93,0.0
94,0.0
95,1.0
96,0.0
97,0.5
98,1.5
99,4.5
100,0.0
101,3.2
102,0.0
103,0.0
104,0.0
105,0.0
106,8.8
107,0.8
108,0.0
109,0.0
110,6.2
111,2.0
112,0.0
314,0.0
338,3.2
602,0.0
634,0.2
649,0.0
661,0.0
674,0.0
705,0.0
752,10.2
757,4.5
759,0.0
780,0.0
786,0.0
113,1.8
114,0.0
115,3.2
116,0.0
118,0.0
119,0.0
120,-0.2
122,1.8
124,0.0
125,0.0
126,2.5
127,0.0
128,-1.0
129,-1.0
130,0.0
131,-0.5
132,0.0
133,0.0
134,0.0
135,2.8
136,1.7
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,-1.0
143,0.0
144,1.5
145,-0.8
146,2.5
147,1.0
148,3.2
149,2.0
595,4.0
600,4.0
601,0.0
615,-1.0
618,0.0
628,0.0
629,1.2
663,0.0
668,-1.0
681,0.0
685,-1.0
714,0.0
739,10.8
758,-1.0
763,-1.0
791,-1.0
794,-1.0
795,-0.8
150,0.0
151,0.0
153,0.0
154,0.0
155,0.0
157,3.5
158,0.0
159,3.0
161,0.0
162,3.5
163,6.0
164,0.0
165,0.0
166,0.2
168,4.8
169,0.0
170,0.0
171,0.8
172,3.2
173,0.0
174,2.2
175,0.0
176,0.0
177,2.2
178,0.0
179,0.0
180,0.0
181,0.0
182,4.2
