name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Welington Damascena Santos,DEF,Southampton,0.5,0,0,2,0,1.5,718,0.00,0.00,0.00,2.20,378,2,0,1.5,13.0,2025-05-25T15:00:00Z,90,0,0,0,0,0,0,0,False,1,0,0,0,0,38,0,1593,1,2,1,0.0,1,38,127,89,40,True,0
Alex Scott,MID,Bournemouth,0.8,0,0,5,0,0.0,77,0.00,0.04,0.04,0.00,371,0,0,1.0,3.0,2025-05-25T15:00:00Z,1,0,0,0,0,0,0,0,False,11,0,0,0,0,38,0,3297,0,0,2,7.0,1,-37,21,58,47,True,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.5,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,377,0,0,0.0,0.0,2025-05-25T15:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,38,0,15705,0,1,0,0.0,0,-38,107,145,41,True,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,378,0,0,0.0,0.0,2025-05-25T15:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,38,0,3961,0,2,1,0.0,0,108,146,38,48,False,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,374,0,0,0.0,0.0,2025-05-25T15:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,38,0,238,0,1,1,0.0,0,-1,0,1,45,False,0
Ben Brereton Díaz,MID,Southampton,0.0,0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,378,0,0,0.0,0.0,2025-05-25T15:00:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,38,0,14184,0,2,1,0.0,0,-24,0,24,48,True,0
Pau Torres,DEF,Aston Villa,3.5,0,0,-2,0,0.2,52,0.00,0.00,0.00,2.86,375,2,0,1.7,16.8,2025-05-25T15:00:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,38,0,94114,1,0,2,0.0,0,4240,5161,921,42,False,1
Joel Ward,DEF,Crystal Palace,-1.0,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,374,0,0,0.0,0.0,2025-05-25T15:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,38,0,8486,0,1,1,0.0,0,85,151,66,43,False,0
Antonín Kinsky,GK,Spurs,1.2,0,0,0,0,0.0,716,0.00,0.00,0.00,0.00,379,0,0,0.0,0.0,2025-05-25T15:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,38,0,15715,0,4,1,0.0,0,713,1154,441,41,True,0
Will Lankshear,FWD,Spurs,0.0,0,0,0,0,0.0,609,0.00,0.00,0.00,0.00,379,0,0,0.0,0.0,2025-05-25T15:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,38,0,110544,0,4,1,0.0,0,-750,0,750,45,True,0
