name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Alex Scott,MID,Bournemouth,1.3,0,0,4,0,2.4,77,0.01,0.01,0.00,0.26,24,0,0,1.5,12.6,2024-08-31T14:00:00Z,24,False,8,0,0,0,0,3,0,5140,0,3,2,0.0,1,-574,349,923,50,False,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,False,20,0,0,0,0,3,0,26693,0,1,1,0.0,0,-3320,1540,4860,44,True,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2024-08-31T11:30:00Z,0,False,5,0,0,0,0,3,0,4687,0,1,1,0.0,0,-1171,86,1257,49,True,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2024-09-01T12:30:00Z,0,False,6,0,0,0,0,3,0,448,0,1,1,0.0,0,-87,0,87,45,False,0
Ben Brereton Díaz,MID,Southampton,1.2,0,0,7,0,6.7,584,0.03,0.23,0.20,2.78,22,3,0,4.1,0.8,2024-08-31T14:00:00Z,90,False,4,0,0,0,0,3,0,60838,1,1,3,33.0,2,-12441,3403,15844,55,False,0
Pau Torres,DEF,Aston Villa,2.2,0,0,7,0,1.1,52,0.00,0.00,0.00,0.45,26,1,0,1.0,8.8,2024-08-31T14:00:00Z,90,False,11,0,0,0,0,3,0,181453,1,2,1,0.0,2,36738,57871,21133,45,False,0
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2024-09-01T12:30:00Z,0,False,6,0,0,0,0,3,0,12695,0,1,1,0.0,0,-1558,269,1827,45,False,0
Will Lankshear,FWD,Spurs,-0.5,0,0,0,0,0.0,609,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2024-09-01T12:30:00Z,0,False,15,0,0,0,0,3,0,77278,0,1,2,0.0,0,28630,41458,12828,45,False,0
Hwang Hee-chan,MID,Wolves,1.3,0,0,3,0,10.6,550,0.01,0.01,0.00,0.68,29,0,0,1.7,4.4,2024-08-31T14:00:00Z,30,False,16,0,0,0,0,3,0,73088,0,1,1,2.0,1,-12372,5169,17541,64,False,0
Mikey Moore,MID,Spurs,-0.5,0,0,0,0,0.0,610,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2024-09-01T12:30:00Z,0,False,15,0,0,0,0,3,0,20895,0,1,2,0.0,0,1808,6169,4361,45,False,0
Hákon Valdimarsson,GK,Brentford,0.5,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,False,17,0,0,0,0,3,0,419186,0,1,3,0.0,0,16908,39613,22705,40,True,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,False,8,0,0,0,0,3,0,4141,0,3,2,0.0,0,-339,0,339,40,False,0
João Victor Gomes da Silva,MID,Wolves,1.0,0,0,-3,0,3.5,553,0.01,0.07,0.06,0.36,29,1,0,0.8,3.4,2024-08-31T14:00:00Z,59,False,16,0,0,0,0,3,0,12372,1,1,1,1.0,0,-851,956,1807,50,False,1
Cole Palmer,MID,Chelsea,8.3,1,2,29,0,62.2,182,0.70,0.81,0.11,0.44,23,1,0,10.7,30.8,2024-09-01T12:30:00Z,90,False,7,0,0,0,0,3,0,4154208,1,1,1,14.0,6,675715,830573,154858,106,True,1
Mitoma Kaoru,MID,Brighton,4.3,0,0,13,0,27.0,136,0.14,0.18,0.04,2.08,21,1,0,4.5,5.8,2024-08-31T11:30:00Z,84,False,1,0,0,0,0,3,0,672158,1,1,1,12.0,2,175332,291730,116398,66,False,0
Boubakary Soumaré,MID,Leicester,-0.2,0,0,0,0,0.0,285,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,False,2,0,0,0,0,3,0,20154,0,2,1,0.0,0,-1214,2419,3633,45,True,0
Chris Wood,FWD,Nott'm Forest,6.3,0,3,31,0,7.3,447,0.01,0.48,0.47,0.74,29,1,1,13.0,41.2,2024-08-31T14:00:00Z,90,False,20,0,0,0,0,3,0,789654,1,1,1,81.0,9,-19356,112136,131492,61,True,0
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,False,20,0,0,0,0,3,0,4935,0,1,1,0.0,0,-1550,23,1573,45,True,0
Jeffrey Schlupp,MID,Crystal Palace,0.7,0,0,3,0,0.3,214,0.00,0.00,0.00,0.29,23,0,0,0.1,0.4,2024-09-01T12:30:00Z,2,False,6,0,0,0,0,3,0,9507,0,1,1,0.0,1,-346,2030,2376,49,False,0
Milos Kerkez,DEF,Bournemouth,1.3,0,0,3,0,19.6,70,0.06,0.07,0.01,1.71,24,2,0,3.2,8.2,2024-08-31T14:00:00Z,65,False,8,0,0,0,0,3,0,46129,1,3,2,4.0,1,1897,6136,4239,45,False,0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2024-08-31T11:30:00Z,0,False,1,0,0,0,0,3,0,3823,0,1,1,0.0,0,-599,400,999,45,False,0
Jason Steele,GK,Brighton,2.0,0,0,0,0,0.0,142,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2024-08-31T11:30:00Z,0,False,1,0,0,0,0,3,0,243067,0,1,1,0.0,0,83206,131835,48629,45,False,0
Arijanet Muric,GK,Ipswich,0.5,0,0,12,0,0.0,568,0.00,0.00,0.00,0.95,25,1,0,2.9,28.6,2024-08-31T14:00:00Z,90,False,9,0,0,0,0,3,3,35217,1,1,1,0.0,3,-755,3108,3863,44,True,0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2024-08-31T11:30:00Z,0,False,1,0,0,0,0,3,0,9795,0,1,1,0.0,0,2377,4408,2031,40,False,0
Ibrahim Sangaré,MID,Nott'm Forest,1.3,0,0,4,0,11.8,442,0.01,0.01,0.00,0.62,29,1,0,3.0,14.4,2024-08-31T14:00:00Z,57,False,20,0,0,0,0,3,0,268272,1,1,1,4.0,0,26785,68764,41979,45,True,1
