name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Welington Damascena Santos,DEF,Southampton,0.0,0,0,0,0,0.0,718,0.00,0.00,0.00,0.00,219,0,0,0.0,0.0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,22,0,187,0,2,3,0.0,0,22,39,17,40,False,0
Alex Scott,MID,Bournemouth,0.0,0,0,0,0,0.0,77,0.00,0.00,0.00,0.00,218,0,0,0.0,0.0,2025-01-18T12:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,22,0,3011,0,4,1,0.0,0,-38,17,55,47,False,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,219,0,0,0.0,0.0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,22,0,18098,0,2,3,0.0,0,-455,373,828,42,True,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,211,0,0,0.0,0.0,2025-01-18T17:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,22,0,3741,0,2,2,0.0,0,7,39,32,48,True,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,220,0,0,0.0,0.0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,22,0,249,0,2,0,0.0,0,0,0,0,45,False,0
Ben Brereton Díaz,MID,Southampton,0.0,0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,219,0,0,0.0,0.0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,22,0,16361,0,2,3,0.0,0,-168,28,196,49,False,0
Pau Torres,DEF,Aston Villa,0.0,0,0,0,0,0.0,52,0.00,0.00,0.00,0.00,211,0,0,0.0,0.0,2025-01-18T17:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,22,0,96129,0,2,2,0.0,0,-8624,131,8755,42,False,0
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,220,0,0,0.0,0.0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,22,0,9509,0,2,0,0.0,0,-41,97,138,43,False,0
Antonín Kinsky,GK,Spurs,0.0,0,0,8,0,0.0,716,0.00,0.00,0.00,1.95,214,3,0,3.3,32.6,2025-01-19T14:00:00Z,90,0,0,0,0,0,0,0,False,8,0,0,0,0,22,4,26599,1,2,3,0.0,2,10024,11471,1447,45,False,0
Will Lankshear,FWD,Spurs,0.0,0,0,0,0,0.0,609,0.00,0.00,0.00,0.00,214,0,0,0.0,0.0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,22,0,173771,0,2,3,0.0,0,-5933,2773,8706,45,False,0
Hwang Hee-chan,MID,Wolves,0.0,0,0,0,0,0.0,550,0.00,0.00,0.00,0.00,213,0,0,0.0,0.0,2025-01-20T20:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,22,0,32710,0,1,3,0.0,0,-2383,579,2962,61,False,0
Mikey Moore,MID,Spurs,0.0,2,0,25,0,15.7,610,0.40,0.52,0.12,0.00,214,0,0,4.4,17.6,2025-01-19T14:00:00Z,17,0,0,0,0,0,0,0,False,8,0,0,0,0,22,0,21392,0,2,3,11.0,7,-140,130,270,45,False,0
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,212,0,0,0.0,0.0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,22,0,479358,0,2,0,0.0,0,-411,11667,12078,39,True,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.00,0.00,0.00,0.00,218,0,0,0.0,0.0,2025-01-18T12:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,22,0,2350,0,4,1,0.0,0,-36,0,36,40,False,0
João Victor Gomes da Silva,MID,Wolves,0.0,0,2,29,0,41.4,553,0.09,0.09,0.00,3.15,213,3,0,7.9,35.8,2025-01-20T20:00:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,22,0,35633,1,1,3,2.0,4,-3904,488,4392,49,False,0
Cole Palmer,MID,Chelsea,0.0,0,0,14,0,33.3,182,0.22,0.41,0.19,0.83,213,1,0,7.2,8.8,2025-01-20T20:00:00Z,83,0,0,0,0,0,0,0,False,20,0,0,0,0,22,0,7634967,1,1,3,30.0,2,-59393,61130,120523,114,True,0
Mitoma Kaoru,MID,Brighton,0.0,1,2,38,0,24.8,136,0.28,1.08,0.80,1.48,217,1,1,12.3,58.8,2025-01-19T14:00:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,22,0,556632,1,3,1,39.0,12,-23355,10718,34073,63,False,0
