name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Alex Scott,MID,Bournemouth,0.0,0,0,0,0,0.0,77,0.00,0.00,0.00,0.00,113,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,False,5,0,0,0,0,12,0,3611,0,2,1,0.0,0,-241,26,267,48,True,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,-1.0,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,111,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,False,1,0,0,0,0,12,0,19597,0,0,3,0.0,0,-351,412,763,42,False,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,111,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,False,16,0,0,0,0,12,0,3968,0,0,3,0.0,0,-71,60,131,48,True,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,False,2,0,0,0,0,12,0,281,0,2,2,0.0,0,-9,0,9,45,False,0
Ben Brereton Díaz,MID,Southampton,-1.2,0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,120,0,0,0.0,0.0,2024-11-24T14:00:00Z,0,False,12,0,0,0,0,12,0,20168,0,3,2,0.0,0,-1113,108,1221,50,True,0
Pau Torres,DEF,Aston Villa,0.5,0,0,11,0,3.9,52,0.03,0.03,0.00,1.26,112,2,0,2.1,15.4,2024-11-23T15:00:00Z,90,False,7,0,0,0,0,12,0,171133,1,2,2,2.0,1,-12924,3460,16384,45,True,0
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,False,2,0,0,0,0,12,0,10211,0,2,2,0.0,0,-90,160,250,43,False,0
Will Lankshear,FWD,Spurs,-0.5,0,0,0,0,0.0,609,0.00,0.00,0.00,0.00,118,0,0,0.0,0.0,2024-11-23T17:30:00Z,0,False,13,0,0,0,0,12,0,174060,0,4,0,0.0,0,-2922,11085,14007,45,False,0
Hwang Hee-chan,MID,Wolves,0.2,0,0,3,0,1.0,550,0.00,0.00,0.00,0.06,115,0,0,0.1,0.0,2024-11-23T15:00:00Z,1,False,9,0,0,0,0,12,0,26359,0,4,1,0.0,1,-916,152,1068,61,False,0
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0.0,610,0.00,0.00,0.00,0.00,118,0,0,0.0,0.0,2024-11-23T17:30:00Z,0,False,13,0,0,0,0,12,0,32168,0,4,0,0.0,0,-3598,216,3814,45,False,0
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,False,8,0,0,0,0,12,0,320946,0,0,0,0.0,0,-19452,958,20410,40,False,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.00,0.00,0.00,0.00,113,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,False,5,0,0,0,0,12,0,2893,0,2,1,0.0,0,-107,0,107,40,True,0
João Victor Gomes da Silva,MID,Wolves,8.3,1,2,48,0,16.8,553,0.11,0.33,0.22,0.97,115,1,1,11.7,68.2,2024-11-23T15:00:00Z,90,False,9,0,0,0,0,12,0,23807,1,4,1,32.0,12,688,5167,4479,49,False,0
Cole Palmer,MID,Chelsea,2.1,0,0,13,0,35.3,182,0.17,1.06,0.89,1.11,117,1,0,6.1,9.4,2024-11-23T12:30:00Z,90,False,11,0,0,0,0,12,0,5914028,1,2,1,16.0,2,173436,357776,184340,109,False,0
Mitoma Kaoru,MID,Brighton,4.3,0,2,28,0,3.1,136,0.03,0.45,0.42,1.63,113,1,1,6.2,35.4,2024-11-23T15:00:00Z,90,False,3,0,0,0,0,12,0,569921,1,2,1,23.0,9,3340,44367,41027,64,False,0
