name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Welington Damascena Santos,DEF,Southampton,0.2,0,0,-1,0,0.7,718,0.00,0.00,0.00,0.95,309,1,0,0.0,0.0,2025-04-06T13:00:00Z,26,0,0,0,0,0,0,0,False,18,0,0,0,0,31,0,1283,0,1,3,0.0,1,2,40,38,40,False,0
Alex Scott,MID,Bournemouth,1.5,0,0,7,0,1.8,77,0.00,0.00,0.00,0.35,310,1,0,0.4,2.6,2025-04-05T14:00:00Z,66,0,0,0,0,0,0,0,False,19,0,0,0,0,31,0,3312,1,2,2,0.0,2,51,98,47,47,False,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.5,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,301,0,0,0.0,0.0,2025-04-05T16:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,31,0,15815,0,1,2,0.0,0,-22,207,229,41,False,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,304,0,0,0.0,0.0,2025-04-05T11:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,31,0,3767,0,1,1,0.0,0,0,22,22,48,False,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,303,0,0,0.0,0.0,2025-04-05T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,31,0,241,0,1,2,0.0,0,0,0,0,45,True,0
Ben Brereton Díaz,MID,Southampton,0.0,0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,309,0,0,0.0,0.0,2025-04-06T13:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,31,0,14441,0,1,3,0.0,0,-45,0,45,48,False,0
Pau Torres,DEF,Aston Villa,3.5,0,0,0,0,0.0,52,0.00,0.00,0.00,0.00,301,0,0,0.0,0.0,2025-04-05T16:30:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,31,0,87371,0,1,2,0.0,0,11127,13264,2137,42,True,0
Joel Ward,DEF,Crystal Palace,0.5,0,0,3,0,0.0,215,0.00,0.00,0.00,0.35,303,0,0,0.0,0.0,2025-04-05T14:00:00Z,1,0,0,0,0,0,0,0,False,5,0,0,0,0,31,0,8168,0,1,2,0.0,1,32,65,33,43,True,0
Antonín Kinsky,GK,Spurs,0.5,0,0,0,0,0.0,716,0.00,0.00,0.00,0.00,309,0,0,0.0,0.0,2025-04-06T13:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,31,0,16794,0,1,3,0.0,0,-739,95,834,42,True,0
Will Lankshear,FWD,Spurs,0.0,0,0,0,0,0.0,609,0.00,0.00,0.00,0.00,309,0,0,0.0,0.0,2025-04-06T13:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,31,0,118981,0,1,3,0.0,0,-2214,0,2214,45,True,0
Hwang Hee-chan,MID,Wolves,0.0,0,0,0,0,0.0,550,0.00,0.00,0.00,0.00,306,0,0,0.0,0.0,2025-04-05T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,31,0,32190,0,2,1,0.0,0,-793,780,1573,61,False,0
Mikey Moore,MID,Spurs,0.5,0,0,0,0,0.0,610,0.00,0.00,0.00,0.00,309,0,0,0.0,0.0,2025-04-06T13:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,31,0,22653,0,1,3,0.0,0,-247,48,295,45,True,0
Hákon Valdimarsson,GK,Brentford,-0.5,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,302,0,0,0.0,0.0,2025-04-06T13:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,31,0,406743,0,0,0,0.0,0,-20661,5018,25679,39,True,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.00,0.00,0.00,0.00,310,0,0,0.0,0.0,2025-04-05T14:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,31,0,2069,0,2,2,0.0,0,-32,0,32,40,False,0
João Victor Gomes da Silva,MID,Wolves,2.0,0,0,11,0,5.1,553,0.06,0.22,0.16,0.80,306,1,0,2.2,2.4,2025-04-05T14:00:00Z,90,0,0,0,0,0,0,0,False,10,0,0,0,0,31,0,31973,1,2,1,14.0,2,-1477,1030,2507,49,False,0
Cole Palmer,MID,Chelsea,2.8,0,0,1,0,5.1,182,0.03,0.23,0.20,0.66,302,0,0,1.6,0.0,2025-04-06T13:00:00Z,31,0,0,0,0,0,0,0,False,4,0,0,0,0,31,0,4684487,0,0,0,13.0,1,-249633,69133,318766,107,False,0
Mitoma Kaoru,MID,Brighton,1.7,0,0,8,0,17.1,136,0.01,0.04,0.03,0.44,303,2,0,2.6,2.6,2025-04-05T14:00:00Z,62,0,0,0,0,0,0,0,False,7,0,0,0,0,31,0,989025,1,1,2,6.0,2,-69984,20021,90005,65,False,0
Boubakary Soumaré,MID,Leicester,1.5,0,0,14,0,8.1,285,0.03,0.03,0.00,3.26,307,3,0,1.4,5.6,2025-04-07T19:00:00Z,90,0,0,0,0,0,0,0,False,15,0,0,0,0,31,0,36099,1,3,0,0.0,2,-1596,264,1860,44,True,0
Chris Wood,FWD,Nott'm Forest,0.9,0,0,0,0,0.0,447,0.00,0.00,0.00,0.00,301,0,0,0.0,0.0,2025-04-05T16:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,31,0,3646482,0,1,2,0.0,0,-727784,12328,740112,71,False,0
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,301,0,0,0.0,0.0,2025-04-05T16:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,31,0,2206,0,1,2,0.0,0,-3,0,3,45,False,0
