name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Alex Scott,MID,Bournemouth,0.7,0,0,17,1,24.8,77,0.08,0.08,0.00,0.26,71,0,0,4.0,11.4,2024-10-19T16:30:00Z,62,False,1,0,0,0,0,8,0,4572,1,0,2,4.0,3,-187,103,290,48,True,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,77,0,0,0.0,0.0,2024-10-21T19:00:00Z,0,False,7,0,0,0,0,8,0,21062,0,0,1,0.0,0,322,1533,1211,43,True,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,71,0,0,0.0,0.0,2024-10-19T16:30:00Z,0,False,3,0,0,0,0,8,0,4689,0,0,2,0.0,0,417,651,234,48,False,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,77,0,0,0.0,0.0,2024-10-21T19:00:00Z,0,False,16,0,0,0,0,8,0,308,0,0,1,0.0,0,-12,0,12,45,False,0
Ben Brereton Díaz,MID,Southampton,-0.2,0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,78,0,0,0.0,0.0,2024-10-19T14:00:00Z,0,False,11,0,0,0,0,8,0,26373,0,3,2,0.0,0,-3348,266,3614,52,True,0
Pau Torres,DEF,Aston Villa,3.0,0,0,11,0,1.2,52,0.02,0.14,0.12,1.78,72,1,0,1.9,10.0,2024-10-19T14:00:00Z,90,False,9,0,0,0,0,8,0,212817,1,3,1,8.0,2,1939,11987,10048,45,False,0
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,77,0,0,0.0,0.0,2024-10-21T19:00:00Z,0,False,16,0,0,0,0,8,0,11337,0,0,1,0.0,0,-375,157,532,44,False,0
Will Lankshear,FWD,Spurs,0.5,0,0,0,0,0.0,609,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2024-10-19T11:30:00Z,0,False,19,0,0,0,0,8,0,181696,0,1,4,0.0,0,7232,22089,14857,45,True,0
Hwang Hee-chan,MID,Wolves,0.0,0,0,0,0,0.0,550,0.00,0.00,0.00,0.00,80,0,0,0.0,0.0,2024-10-20T13:00:00Z,0,False,13,0,0,0,0,8,0,34877,0,2,1,0.0,0,-4969,441,5410,61,True,0
Mikey Moore,MID,Spurs,1.2,0,0,0,0,0.0,610,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2024-10-19T11:30:00Z,0,False,19,0,0,0,0,8,0,33119,0,1,4,0.0,0,-105,2281,2386,45,True,0
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,75,0,0,0.0,0.0,2024-10-19T14:00:00Z,0,False,14,0,0,0,0,8,0,358703,0,1,2,0.0,0,-4051,6845,10896,40,False,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.00,0.00,0.00,0.00,71,0,0,0.0,0.0,2024-10-19T16:30:00Z,0,False,1,0,0,0,0,8,0,3199,0,0,2,0.0,0,-91,0,91,40,True,0
João Victor Gomes da Silva,MID,Wolves,0.7,0,0,7,0,0.6,553,0.00,0.00,0.00,1.30,80,1,0,1.5,12.6,2024-10-20T13:00:00Z,89,False,13,0,0,0,0,8,0,11038,1,2,1,2.0,1,-639,299,938,49,True,1
Cole Palmer,MID,Chelsea,10.5,0,0,8,0,16.3,182,0.17,0.55,0.38,1.94,74,2,0,3.7,2.2,2024-10-20T15:30:00Z,90,False,12,0,0,0,0,8,0,5339039,1,1,2,18.0,2,206797,313974,107177,108,False,0
