name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Alex Scott,MID,Bournemouth,0.0,0,0,0,0,0.0,77,0.00,0.00,0.00,0.00,82,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,2,0,0,0,0,9,0,4788,0,1,1,0.0,0,84,397,313,48,False,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2024-10-25T19:00:00Z,0,False,11,0,0,0,0,9,0,20504,0,3,1,0.0,0,-548,368,916,43,False,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,81,0,0,0.0,0.0,2024-10-27T16:30:00Z,0,False,12,0,0,0,0,9,0,4303,0,2,2,0.0,0,-373,39,412,48,True,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,18,0,0,0,0,9,0,304,0,0,1,0.0,0,-4,0,4,45,True,0
Ben Brereton Díaz,MID,Southampton,-1.3,0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,89,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,13,0,0,0,0,9,0,24251,0,0,1,0.0,0,-2183,209,2392,51,False,0
Pau Torres,DEF,Aston Villa,2.8,0,0,13,0,0.9,52,0.01,0.06,0.05,0.31,82,1,0,3.3,15.2,2024-10-26T14:00:00Z,90,False,3,0,0,0,0,9,0,212604,1,1,1,17.0,2,-1185,6880,8065,45,True,0
Joel Ward,DEF,Crystal Palace,-0.5,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,18,0,0,0,0,9,0,11236,0,0,1,0.0,0,-173,142,315,43,True,0
Will Lankshear,FWD,Spurs,0.5,0,0,0,0,0.0,609,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,7,0,0,0,0,9,0,180498,0,0,1,0.0,0,-2168,11251,13419,45,False,0
Hwang Hee-chan,MID,Wolves,0.0,0,0,0,0,0.0,550,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,5,0,0,0,0,9,0,31225,0,2,2,0.0,0,-3696,72,3768,61,False,0
Mikey Moore,MID,Spurs,1.5,0,0,3,0,2.0,610,0.03,0.03,0.00,0.75,86,1,0,0.3,0.6,2024-10-27T14:00:00Z,61,False,7,0,0,0,0,9,0,33993,1,0,1,0.0,2,565,2279,1714,45,False,0
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,83,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,10,0,0,0,0,9,0,353255,0,3,4,0.0,0,-5135,3055,8190,40,True,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.00,0.00,0.00,0.00,82,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,2,0,0,0,0,9,0,3141,0,1,1,0.0,0,-62,0,62,40,False,0
João Victor Gomes da Silva,MID,Wolves,1.8,0,0,6,0,12.0,553,0.01,0.04,0.03,1.31,84,2,0,2.4,6.8,2024-10-26T14:00:00Z,90,False,5,0,0,0,0,9,0,11218,1,2,2,5.0,2,45,535,490,49,False,0
Cole Palmer,MID,Chelsea,6.5,0,3,35,0,21.9,182,0.26,0.31,0.05,1.92,85,1,1,8.2,40.8,2024-10-27T14:00:00Z,90,False,15,0,0,0,0,9,0,5783880,1,1,2,19.0,10,403200,446848,43648,109,True,0
Mitoma Kaoru,MID,Brighton,2.7,0,0,6,0,16.1,136,0.19,0.42,0.23,1.29,84,1,0,8.1,7.0,2024-10-26T14:00:00Z,88,False,20,0,0,0,0,9,0,707789,1,2,2,58.0,2,-5424,44166,49590,66,True,0
Boubakary Soumaré,MID,Leicester,0.0,0,0,2,0,1.0,285,0.02,0.02,0.00,0.19,88,0,0,0.2,1.0,2024-10-25T19:00:00Z,16,False,16,0,0,0,0,9,0,21775,0,3,1,0.0,0,2953,4288,1335,44,True,1
Chris Wood,FWD,Nott'm Forest,9.3,0,3,60,0,16.1,447,0.01,0.36,0.35,0.76,88,1,2,12.3,66.4,2024-10-25T19:00:00Z,80,False,11,0,0,0,0,9,0,1607435,1,3,1,40.0,13,195809,230555,34746,63,False,0
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2024-10-25T19:00:00Z,0,False,11,0,0,0,0,9,0,2759,0,3,1,0.0,0,-74,0,74,45,False,0
Jeffrey Schlupp,MID,Crystal Palace,-0.2,0,0,0,0,0.0,214,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,18,0,0,0,0,9,0,7223,0,0,1,0.0,0,-311,116,427,48,True,0
Milos Kerkez,DEF,Bournemouth,3.0,0,0,10,0,29.8,70,0.09,0.11,0.02,1.81,82,1,0,4.5,13.6,2024-10-26T14:00:00Z,80,False,2,0,0,0,0,9,0,46916,1,1,1,2.0,2,1194,3335,2141,44,False,0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,20,0,0,0,0,9,0,1789,0,2,2,0.0,0,-71,0,71,45,True,0
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,142,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,20,0,0,0,0,9,0,151207,0,2,2,0.0,0,-7809,627,8436,44,True,0
Arijanet Muric,GK,Ipswich,2.0,0,0,8,0,0.0,568,0.00,0.00,0.00,4.11,83,4,0,5.1,51.2,2024-10-26T14:00:00Z,90,False,4,0,0,0,0,9,7,130118,1,3,4,0.0,2,290,7762,7472,44,False,0
Harvey Davies,GK,Liverpool,1.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,81,0,0,0.0,0.0,2024-10-27T16:30:00Z,0,False,1,0,0,0,0,9,0,0,0,2,2,0.0,0,0,0,0,40,False,0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,20,0,0,0,0,9,0,6045,0,2,2,0.0,0,-125,0,125,40,True,0
Ibrahim Sangaré,MID,Nott'm Forest,0.0,0,0,0,0,0.0,442,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2024-10-25T19:00:00Z,0,False,11,0,0,0,0,9,0,120383,0,3,1,0.0,0,-7695,2119,9814,44,False,0
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,19,0,0,0,0,9,0,5002,0,1,2,0.0,0,-224,0,224,45,False,0
Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,479,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,7,0,0,0,0,9,0,56371,0,0,1,0.0,0,-460,850,1310,40,False,0
Conor Coady,DEF,Leicester,0.0,0,0,0,0,0.0,288,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2024-10-25T19:00:00Z,0,False,16,0,0,0,0,9,0,31680,0,3,1,0.0,0,-132,1055,1187,40,True,0
Wes Foderingham,GK,West Ham,0.0,0,0,0,0,0.0,522,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,14,0,0,0,0,9,0,15680,0,1,2,0.0,0,-229,178,407,44,True,0
Armando Broja,FWD,Everton,0.0,0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,87,0,0,0.0,0.0,2024-10-26T16:30:00Z,0,False,9,0,0,0,0,9,0,5849,0,1,1,0.0,0,-215,33,248,54,True,0
Adam Webster,DEF,Brighton,0.0,0,0,0,0,0.0,147,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,20,0,0,0,0,9,0,8380,0,2,2,0.0,0,-732,24,756,44,True,0
Thomas Partey,MID,Arsenal,2.0,0,0,18,0,4.8,20,0.02,0.02,0.00,0.85,81,2,0,3.0,24.8,2024-10-27T16:30:00Z,90,False,12,0,0,0,0,9,0,127321,1,2,2,0.0,2,-11409,2065,13474,50,True,0
Harry Wilson,MID,Fulham,0.7,0,0,3,0,0.6,259,0.01,0.01,0.00,0.45,87,1,0,0.1,0.6,2024-10-26T16:30:00Z,11,False,8,0,0,0,0,9,0,11730,0,1,1,0.0,1,-187,250,437,53,False,0
Kasey McAteer,MID,Leicester,0.0,0,0,0,0,0.0,299,0.00,0.00,0.00,0.00,88,0,0,0.0,0.0,2024-10-25T19:00:00Z,0,False,16,0,0,0,0,9,0,3644,0,3,1,0.0,0,-65,93,158,48,True,0
Curtis Jones,MID,Liverpool,4.8,0,0,12,0,4.3,324,0.01,0.08,0.07,1.03,81,2,0,2.8,14.4,2024-10-27T16:30:00Z,90,False,1,0,0,0,0,9,0,18809,1,2,2,9.0,2,10338,11264,926,53,False,0
Wes Burns,MID,Ipswich,1.5,0,0,10,0,0.8,264,0.01,0.07,0.06,3.98,83,4,0,1.5,8.2,2024-10-26T14:00:00Z,55,False,4,0,0,0,0,9,0,4153,0,3,4,6.0,1,-80,115,195,49,False,0
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.0,0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,83,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,10,0,0,0,0,9,0,272,0,3,4,0.0,0,-16,8,24,49,True,0
Yunus Emre Konak,MID,Brentford,0.3,0,0,0,0,0.0,97,0.00,0.00,0.00,0.00,83,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,10,0,0,0,0,9,0,8685,0,3,4,0.0,0,110,594,484,45,True,0
Max Kilman,DEF,West Ham,1.3,0,0,9,0,0.4,524,0.00,0.37,0.37,2.12,90,1,0,3.8,26.8,2024-10-27T14:00:00Z,90,False,14,0,0,0,0,9,0,242230,1,1,2,11.0,2,-18399,1150,19549,45,True,0
Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,20,0,0,0,0,9,0,553,0,2,2,0.0,0,-8,0,8,55,True,0
Alex Murphy,DEF,Newcastle,-0.5,0,0,0,0,0.0,390,0.00,0.00,0.00,0.00,85,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,6,0,0,0,0,9,0,98841,0,1,2,0.0,0,-1874,1661,3535,40,False,0
George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,0.00,0.00,0.00,0.00,83,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,4,0,0,0,0,9,0,9428,0,3,4,0.0,0,-387,0,387,40,False,0
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,3.8,0,3,32,1,75.4,571,0.87,0.94,0.07,0.21,89,0,0,14.9,29.4,2024-10-26T14:00:00Z,90,False,17,0,0,0,0,9,0,191510,1,0,1,44.0,6,19071,38629,19558,65,True,0
Emerson Palmieri dos Santos,DEF,West Ham,1.0,0,0,6,0,16.0,520,0.03,0.89,0.86,2.12,90,1,0,5.8,15.6,2024-10-27T14:00:00Z,90,False,14,0,0,0,0,9,0,58048,1,1,2,26.0,1,-2291,686,2977,44,True,1
Abdoulaye Doucouré,MID,Everton,2.7,0,0,13,0,13.6,217,0.02,0.08,0.06,1.24,87,1,0,4.5,12.8,2024-10-26T16:30:00Z,79,False,9,0,0,0,0,9,0,25309,1,1,1,19.0,2,-273,1379,1652,52,True,0
Alfie Pond,DEF,Wolves,0.0,0,0,0,0,0.0,664,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,5,0,0,0,0,9,0,13309,0,2,2,0.0,0,-407,681,1088,40,False,0
José Malheiro de Sá,GK,Wolves,1.0,0,0,6,0,0.0,554,0.00,0.00,0.00,1.31,84,2,0,1.9,19.2,2024-10-26T14:00:00Z,90,False,5,0,0,0,0,9,4,165300,1,2,2,0.0,2,6916,11104,4188,43,False,0
Alexander Isak,FWD,Newcastle,2.2,0,0,22,0,12.8,401,0.09,1.30,1.21,1.64,85,2,1,10.1,32.2,2024-10-27T14:00:00Z,90,False,6,0,0,0,0,9,0,1343367,1,1,2,56.0,6,-40349,13079,53428,83,False,0
Yves Bissouma,MID,Spurs,3.7,0,0,13,0,2.0,482,0.09,0.09,0.00,0.83,86,1,0,1.8,15.6,2024-10-27T14:00:00Z,86,False,7,0,0,0,0,9,0,45810,1,0,1,0.0,2,9205,10689,1484,49,False,0
Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,85,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,15,0,0,0,0,9,0,16772,0,1,2,0.0,0,-261,0,261,59,True,0
Philip Billing,MID,Bournemouth,0.0,0,0,0,0,0.0,76,0.00,0.00,0.00,0.00,82,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,2,0,0,0,0,9,0,5684,0,1,1,0.0,0,-172,94,266,48,False,0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.8,0,0,3,0,0.3,548,0.00,0.00,0.00,0.00,84,0,0,0.4,4.0,2024-10-26T14:00:00Z,1,False,5,0,0,0,0,9,0,6937,0,2,2,0.0,1,-34,206,240,53,False,0
Brajan Gruda,MID,Brighton,0.7,0,0,2,0,0.1,595,0.00,0.00,0.00,0.72,84,2,0,0.4,4.0,2024-10-26T14:00:00Z,18,False,20,0,0,0,0,9,0,2242,0,2,2,0.0,1,8,52,44,54,True,0
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,0.00,0.00,0.00,0.00,89,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,17,0,0,0,0,9,0,102218,0,0,1,0.0,0,-3040,62,3102,63,True,0
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,0.00,0.00,0.00,0.00,85,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,15,0,0,0,0,9,0,24704,0,1,2,0.0,0,-998,0,998,44,True,0
Justin Devenny,MID,Crystal Palace,-0.5,0,0,0,0,0.0,645,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,18,0,0,0,0,9,0,1030,0,0,1,0.0,0,0,55,55,45,True,0
Craig Dawson,DEF,Wolves,1.0,1,0,18,0,1.0,542,0.00,0.34,0.34,1.31,84,2,0,4.9,35.8,2024-10-26T14:00:00Z,90,False,5,0,0,0,0,9,0,17139,1,2,2,12.0,4,195,723,528,44,False,0
Jordan Ayew,MID,Leicester,2.7,0,0,-2,0,1.7,192,0.01,0.01,0.00,0.65,88,0,0,0.2,0.0,2024-10-25T19:00:00Z,22,False,16,0,0,0,0,9,0,23132,0,3,1,2.0,0,1296,2058,762,52,True,1
Marcos Senesi,DEF,Bournemouth,3.5,0,0,10,0,10.8,79,0.05,0.05,0.00,1.81,82,1,0,2.9,17.8,2024-10-26T14:00:00Z,90,False,2,0,0,0,0,9,0,65373,1,1,1,0.0,2,5596,7683,2087,48,False,0
Kiernan Dewsbury-Hall,MID,Chelsea,0.5,0,0,0,0,0.0,166,0.00,0.00,0.00,0.00,85,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,15,0,0,0,0,9,0,13512,0,1,2,0.0,0,-315,186,501,56,True,0
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,0.00,0.00,0.00,0.00,82,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,3,0,0,0,0,9,0,1188,0,1,1,0.0,0,-31,0,31,40,True,0
