assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
5,2,0,0,0.0,0,43191,64,7,0,0.0,957,0.0,1110,0,0,0,0,0,2,2007/08,65,0.0,55,0
2,0,0,0,0.0,0,43191,62,8,1,0.0,1582,0.0,1294,0,0,0,0,0,3,2008/09,65,0.0,54,2
2,10,0,0,0.0,0,43191,49,32,0,0.0,2313,0.0,2841,1,0,0,0,0,4,2009/10,50,0.0,86,9
2,7,0,12,0.0,0,43191,45,37,0,0.0,2956,0.0,2858,0,0,0,1,0,5,2010/11,50,0.0,81,6
0,0,0,4,0.0,123,43191,47,10,0,0.0,3656,0.0,1043,0,0,0,0,0,6,2011/12,50,0.0,22,5
1,1,0,11,0.0,277,43191,46,24,0,0.0,4345,0.0,1942,0,0,0,0,0,7,2012/13,50,0.0,55,6
0,0,99,6,0.0,282,43191,41,28,0,0.0,5050,0.0,1871,0,0,0,0,0,8,2013/14,45,0.0,46,6
0,0,231,7,0.0,220,43191,43,20,0,0.0,5767,0.0,1313,0,0,0,0,0,9,2014/15,45,0.0,37,4
1,2,417,4,0.0,253,43191,43,33,0,0.0,6473,0.0,1954,0,0,0,0,0,10,2015/16,45,0.0,49,8
3,2,240,4,102.9,0,43191,44,17,0,51.1,7188,306.4,1112,0,0,0,0,0,11,2016/17,45,99.0,47,4
