assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
1,1,0,0,0.0,0,3736,55,16,4,0.0,260,0.0,1738,0,0,0,0,0,1,2006/07,65,0.0,76,2
2,0,0,0,0.0,0,3736,55,9,0,0.0,1023,0.0,1147,0,0,0,0,0,2,2007/08,60,0.0,48,1
3,0,0,0,0.0,0,3736,55,11,0,0.0,1638,0.0,1989,0,0,0,0,0,3,2008/09,55,0.0,116,1
1,3,0,0,0.0,0,3736,51,12,1,0.0,2371,0.0,1119,0,0,0,0,0,4,2009/10,55,0.0,56,0
3,0,0,8,0.0,0,3736,47,14,0,0.0,3005,0.0,1541,0,0,0,0,0,5,2010/11,55,0.0,71,1
0,5,0,10,0.0,306,3736,48,29,0,0.0,3493,0.0,2435,0,0,0,0,0,6,2011/12,50,0.0,85,5
4,7,0,9,0.0,363,3736,51,47,2,0.0,4181,0.0,2992,0,0,0,0,0,7,2012/13,50,0.0,115,3
0,16,162,10,0.0,272,3736,48,49,1,0.0,4885,0.0,2919,1,0,0,1,0,8,2013/14,50,0.0,101,2
0,9,607,12,0.0,291,3736,46,53,0,0.0,5587,0.0,3270,0,0,0,0,0,9,2014/15,45,0.0,107,4
0,0,315,2,0.0,193,3736,43,38,0,0.0,6292,0.0,2009,0,0,0,0,0,10,2015/16,45,0.0,43,2
1,3,335,3,21.3,0,3736,44,42,0,57.0,7002,453.4,2158,0,0,0,0,0,11,2016/17,45,98.0,47,5
