assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
1,14,0,0,0.0,0,12679,54,52,1,0.0,383,0.0,3281,0,0,0,0,0,1,2006/07,55,0.0,100,6
0,3,0,0,0.0,0,12679,51,39,1,0.0,1212,0.0,2195,0,0,0,0,0,2,2007/08,55,0.0,64,3
1,6,0,0,0.0,0,12679,46,15,1,0.0,1838,0.0,1142,0,0,0,1,0,3,2008/09,50,0.0,51,3
0,8,0,0,0.0,0,12679,53,22,2,0.0,2504,0.0,2337,0,0,0,0,0,4,2009/10,50,0.0,110,4
0,8,0,7,0.0,0,12679,53,27,1,0.0,3145,0.0,2160,0,0,0,0,0,5,2010/11,55,0.0,77,6
0,2,0,3,0.0,67,12679,51,9,0,0.0,3506,0.0,549,0,0,0,0,0,6,2011/12,55,0.0,23,1
0,6,0,5,0.0,317,12679,45,25,1,0.0,4195,0.0,2011,0,0,0,0,0,7,2012/13,50,0.0,70,4
0,10,180,13,0.0,354,12679,49,40,0,0.0,4901,0.0,2838,0,0,0,0,0,8,2013/14,50,0.0,106,7
0,3,393,7,0.0,267,12679,46,42,1,0.0,5566,0.0,2432,0,0,0,0,0,9,2014/15,50,0.0,71,7
0,4,311,1,46.3,0,12679,42,44,3,85.5,6935,573.6,1722,1,0,0,0,0,11,2016/17,45,236.0,46,4
