assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,51938,45,0,0,0.0,0.0,0,0,0,0,0,0,2008/09,45,0.0,0,0
0,0,0,0,0.0,51938,42,1,0,0.0,0.0,61,0,0,0,0,0,2009/10,45,0.0,3,0
7,4,0,4,0.0,51938,44,33,5,0.0,0.0,1800,0,0,0,0,0,2010/11,45,0.0,99,3
2,4,0,4,0.0,51938,59,22,2,0.0,0.0,1499,0,0,0,0,0,2011/12,65,0.0,62,3
0,0,0,0,0.0,51938,52,11,0,0.0,0.0,429,0,0,0,0,0,2012/13,55,0.0,13,0
4,0,45,2,0.0,51938,45,19,0,0.0,0.0,974,0,0,0,0,0,2013/14,50,0.0,38,4
4,8,239,6,0.0,51938,43,9,2,0.0,0.0,1031,0,0,0,0,0,2014/15,45,0.0,60,3
7,4,550,16,0.0,51938,49,22,2,0.0,0.0,2750,0,0,0,0,0,2015/16,50,0.0,117,4
6,3,468,8,719.8,51938,50,47,2,147.6,483.8,2412,0,0,0,0,0,2016/17,55,272.0,95,5
8,12,458,8,718.3,51938,55,42,2,160.2,580.0,2533,0,0,0,1,0,2017/18,55,300.0,107,5
2,4,279,5,446.8,51938,51,17,2,106.1,371.2,1617,0,0,0,0,0,2018/19,55,242.0,63,3
