team_id,gw,second_name,player_id,position,multiplier
24513,1,Pope,93,1,1
24513,1,Zinchenko,206,2,1
24513,1,Robertson,181,3,1
24513,1,Digne,141,4,1
24513,1,van Dijk,183,5,1
24513,1,De Bruyne,215,6,1
24513,1,Salah,191,7,2
24513,1,Martial,239,8,1
24513,1,Jota,410,9,1
24513,1,King,68,10,1
24513,1,Kane,338,11,1
24513,1,Button,48,12,0
24513,1,Drinkwater,120,13,0
24513,1,Rico,65,14,0
24513,1,Dendoncker,420,15,0
24513,2,Pope,93,1,1
24513,2,Zinchenko,206,2,1
24513,2,Robertson,181,3,1
24513,2,Digne,141,4,1
24513,2,van Dijk,183,5,1
24513,2,De Bruyne,215,6,1
24513,2,Salah,191,7,2
24513,2,Martial,239,8,1
24513,2,Jota,410,9,1
24513,2,King,68,10,1
24513,2,Kane,338,11,1
24513,2,Button,48,12,0
24513,2,Rico,65,13,0
24513,2,Drinkwater,120,14,0
24513,2,Dendoncker,420,15,0
24513,3,Pope,93,1,1
24513,3,Zinchenko,206,2,1
24513,3,Robertson,181,3,1
24513,3,Digne,141,4,1
24513,3,Shaw,226,5,1
24513,3,De Bruyne,215,6,1
24513,3,Salah,191,7,1
24513,3,Martial,239,8,1
24513,3,Jota,410,9,1
24513,3,Pukki,278,10,1
24513,3,Kane,338,11,2
24513,3,Button,48,12,0
24513,3,Dendoncker,420,13,0
24513,3,Drinkwater,120,14,0
24513,3,Rico,65,15,0
24513,4,Pope,93,1,1
24513,4,Zinchenko,206,2,1
24513,4,Robertson,181,3,1
24513,4,Digne,141,4,1
24513,4,Palmieri dos Santos,107,5,1
24513,4,De Bruyne,215,6,1
24513,4,Salah,191,7,1
24513,4,Mount,463,8,1
24513,4,Haller,457,9,1
24513,4,Pukki,278,10,1
24513,4,Agüero,210,11,2
24513,4,Button,48,12,0
24513,4,Cantwell,287,13,0
24513,4,Rico,65,14,0
24513,4,Soares de Paulo,470,15,0
24513,5,Pope,93,1,1
24513,5,Robertson,181,2,1
24513,5,Zinchenko,206,3,1
24513,5,Digne,141,4,1
24513,5,Cantwell,287,5,1
24513,5,De Bruyne,215,6,1
24513,5,Salah,191,7,2
24513,5,Mount,463,8,1
24513,5,Haller,457,9,1
24513,5,Pukki,278,10,1
24513,5,Agüero,210,11,1
24513,5,Button,48,12,0
24513,5,Palmieri dos Santos,107,13,0
24513,5,Rico,65,14,0
24513,5,Soares de Paulo,470,15,0
24513,6,Pope,93,1,1
24513,6,Otamendi,208,2,1
24513,6,Robertson,181,3,1
24513,6,Digne,141,4,1
24513,6,Palmieri dos Santos,107,5,1
24513,6,Mount,463,6,1
24513,6,De Bruyne,215,7,1
24513,6,Salah,191,8,1
24513,6,Haller,457,9,1
24513,6,Pukki,278,10,1
24513,6,Agüero,210,11,2
24513,6,Button,48,12,0
24513,6,Cantwell,287,13,0
24513,6,Rico,65,14,0
24513,6,Soares de Paulo,470,15,0
24513,7,Pope,93,1,1
24513,7,Otamendi,208,2,1
24513,7,Robertson,181,3,1
24513,7,Alonso,103,4,1
24513,7,Cantwell,287,5,1
24513,7,Mount,463,6,1
24513,7,De Bruyne,215,7,1
24513,7,Salah,191,8,2
24513,7,Abraham,460,9,1
24513,7,Pukki,278,10,1
24513,7,Agüero,210,11,1
24513,7,Button,48,12,0
24513,7,Rico,65,13,0
24513,7,Lundstram,297,14,0
24513,7,Soares de Paulo,470,15,0
24513,8,Pope,93,1,1
24513,8,Otamendi,208,2,1
24513,8,Robertson,181,3,1
24513,8,Alonso,103,4,1
24513,8,Lundstram,297,5,1
24513,8,Mount,463,6,1
24513,8,Cantwell,287,7,1
24513,8,Salah,191,8,1
24513,8,Abraham,460,9,1
24513,8,Pukki,278,10,1
24513,8,Agüero,210,11,2
24513,8,Button,48,12,0
24513,8,De Bruyne,215,13,0
24513,8,Rico,65,14,0
24513,8,Soares de Paulo,470,15,0
24513,9,Pope,93,1,1
24513,9,Robertson,181,2,1
24513,9,Alonso,103,3,2
24513,9,Rico,65,4,1
24513,9,Lundstram,297,5,1
24513,9,De Bruyne,215,6,1
24513,9,Cantwell,287,7,1
24513,9,Mount,463,8,1
24513,9,Soares de Paulo,470,9,1
24513,9,Abraham,460,10,1
24513,9,Wilson,67,11,1
24513,9,Button,48,12,0
24513,9,Otamendi,208,13,0
24513,9,Salah,191,14,0
24513,9,Agüero,210,15,0
24513,10,Pope,93,1,1
24513,10,Mendy,204,2,1
24513,10,Robertson,181,3,1
24513,10,Alonso,103,4,1
24513,10,Rico,65,5,1
24513,10,Mount,463,6,1
24513,10,De Bruyne,215,7,1
24513,10,Salah,191,8,1
24513,10,Abraham,460,9,1
24513,10,Jiménez,409,10,1
24513,10,Agüero,210,11,2
24513,10,Button,48,12,0
24513,10,Lundstram,297,13,0
24513,10,Cantwell,287,14,0
24513,10,Soares de Paulo,470,15,0
24513,11,Pope,93,1,1
24513,11,Robertson,181,2,1
24513,11,Rico,65,3,1
24513,11,Lundstram,297,4,1
24513,11,Cantwell,287,5,1
24513,11,De Bruyne,215,6,1
24513,11,Salah,191,7,1
24513,11,Mount,463,8,1
24513,11,Abraham,460,9,1
24513,11,Jiménez,409,10,1
24513,11,Agüero,210,11,2
24513,11,Button,48,12,0
24513,11,Alonso,103,13,0
24513,11,Mendy,204,14,0
24513,11,Soares de Paulo,470,15,0
24513,12,Pope,93,1,1
24513,12,Robertson,181,2,1
24513,12,Aurier,336,3,1
24513,12,Lundstram,297,4,1
24513,12,Cantwell,287,5,1
24513,12,De Bruyne,215,6,1
24513,12,Salah,191,7,1
24513,12,Martial,239,8,2
24513,12,Abraham,460,9,1
24513,12,Jiménez,409,10,1
24513,12,Agüero,210,11,1
24513,12,Button,48,12,0
24513,12,Mendy,204,13,0
24513,12,Rico,65,14,0
24513,12,Soares de Paulo,470,15,0
24513,13,Pope,93,1,1
24513,13,Robertson,181,2,1
24513,13,Aurier,336,3,1
24513,13,Alexander-Arnold,182,4,1
24513,13,Lundstram,297,5,1
24513,13,De Bruyne,215,6,1
24513,13,Cantwell,287,7,1
24513,13,Martial,239,8,1
24513,13,Abraham,460,9,1
24513,13,Jiménez,409,10,1
24513,13,Kane,338,11,2
24513,13,Button,48,12,0
24513,13,Salah,191,13,0
24513,13,Rico,65,14,0
24513,13,Soares de Paulo,470,15,0
24513,14,Pope,93,1,1
24513,14,Alexander-Arnold,182,2,1
24513,14,Robertson,181,3,1
24513,14,Aurier,336,4,1
24513,14,Zaha,133,5,1
24513,14,Martial,239,6,1
24513,14,De Bruyne,215,7,1
24513,14,Salah,191,8,1
24513,14,Ings,313,9,1
24513,14,Jiménez,409,10,1
24513,14,Kane,338,11,2
24513,14,Button,48,12,0
24513,14,Lundstram,297,13,0
24513,14,Cantwell,287,14,0
24513,14,Rico,65,15,0
24513,15,Pope,93,1,1
24513,15,Robertson,181,2,1
24513,15,Alexander-Arnold,182,3,1
24513,15,Lundstram,297,4,1
24513,15,Aurier,336,5,1
24513,15,De Bruyne,215,6,1
24513,15,Cantwell,287,7,1
24513,15,Zaha,133,8,1
24513,15,Ings,313,9,1
24513,15,Jiménez,409,10,1
24513,15,Kane,338,11,2
24513,15,Button,48,12,0
24513,15,Salah,191,13,0
24513,15,Martial,239,14,0
24513,15,Rico,65,15,0
24513,16,Pope,93,1,1
24513,16,Alexander-Arnold,182,2,1
24513,16,Lundstram,297,3,1
24513,16,Aurier,336,4,1
24513,16,Alli,344,5,1
24513,16,Zaha,133,6,1
24513,16,De Bruyne,215,7,1
24513,16,Salah,191,8,1
24513,16,Ings,313,9,1
24513,16,Jiménez,409,10,1
