assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,19419,37,26,0,0.0,0.0,1745,0,0,0,0,0,2006/07,40,0.0,51,3
1,6,0,0,0.0,19419,41,19,0,0.0,0.0,1193,0,0,0,0,0,2007/08,45,0.0,50,0
4,19,0,0,0.0,19419,47,46,3,0.0,0.0,2970,0,0,0,0,0,2008/09,45,0.0,124,1
1,16,0,0,0.0,19419,47,55,5,0.0,0.0,2610,0,0,0,0,0,2009/10,50,0.0,88,3
0,23,0,5,0.0,19419,56,53,3,0.0,0.0,3213,0,0,0,1,0,2010/11,55,0.0,105,7
0,11,0,6,0.0,19419,54,50,3,0.0,0.0,2492,0,0,0,1,0,2011/12,55,0.0,84,4
3,10,0,6,0.0,19419,60,32,2,0.0,0.0,2219,0,0,0,0,0,2012/13,65,0.0,94,1
2,18,210,16,0.0,19419,63,19,1,0.0,0.0,2624,0,0,0,0,0,2013/14,60,0.0,147,2
1,9,641,14,0.0,19419,63,30,1,0.0,0.0,2986,0,0,0,0,0,2014/15,65,0.0,130,5
1,0,357,2,0.0,19419,61,38,2,0.0,0.0,1957,0,0,0,0,0,2015/16,65,0.0,53,2
0,15,778,17,100.8,19419,67,29,6,133.3,831.6,3296,1,0,0,0,0,2016/17,60,400.0,178,5
0,2,447,9,55.6,19419,62,27,0,65.4,496.6,2082,0,0,0,1,0,2017/18,65,99.0,74,1
0,0,6,0,0.0,19419,50,0,0,0.5,4.8,22,0,0,0,0,0,2018/19,55,0.0,2,0
