name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
Aaron_Cresswell,0,25,0,0,0,8,0,3,16,1.3,0,0,443,0,0,72,0,1,0,0.8,4195,6.4,0,2017-10-14T14:00:00Z,14 Oct 15:00,0,0,90,0,0,4,0,0,0,0,3,0,8,0,61725,0,0,0,1,1,0.0,2,1364,7453,6089,50,False,0,0
Aaron_Lennon,0,0,0,0,0,0,0,0,0,0.0,0,0,153,0,0,71,0,0,0,0.0,3905,0.0,0,2017-10-15T12:30:00Z,15 Oct 13:30,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4373,0,0,0,1,1,0.0,0,-324,114,438,54,False,0,0
Aaron_Mooy,0,53,0,0,0,6,0,1,45,4.8,0,0,172,0,0,78,1,1,0,1.6,3924,9.2,0,2017-10-14T14:00:00Z,14 Oct 15:00,0,0,45,0,0,16,0,0,0,0,5,0,8,0,491296,1,0,0,0,2,2.0,1,-45319,14274,59593,56,False,0,0
Aaron_Ramsdale,0,0,0,0,0,0,0,0,0,0.0,0,0,549,0,0,79,0,0,0,0.0,4301,0.0,0,2017-10-14T14:00:00Z,14 Oct 15:00,0,0,0,0,0,17,0,0,0,0,0,0,8,0,11351,0,0,0,0,1,0.0,0,2883,3717,834,40,False,0,0
Aaron_Ramsey,0,0,0,0,0,0,0,0,0,0.0,0,0,18,0,0,80,0,0,0,0.0,3770,0.0,0,2017-10-14T16:30:00Z,14 Oct 17:30,0,0,0,0,0,18,0,0,0,0,0,0,8,0,259273,0,0,0,1,2,0.0,0,4294,38114,33820,71,False,0,0
Abdelhamid_Sabiri,0,0,0,0,0,0,0,0,0,0.0,0,0,522,0,0,78,0,0,0,0.0,4274,0.0,0,2017-10-14T14:00:00Z,14 Oct 15:00,0,0,0,0,0,16,0,0,0,0,0,0,8,0,588,0,0,0,0,2,0.0,0,-70,63,133,50,False,0,0
Abdoulaye_Doucouré,0,54,0,0,0,16,0,2,48,37.3,0,0,414,0,0,80,0,1,0,5.8,4166,16.4,3,2017-10-14T16:30:00Z,14 Oct 17:30,0,0,90,0,1,1,0,0,0,0,8,0,8,0,712722,1,0,0,1,2,4.0,2,149797,188974,39177,53,True,0,0
Adam_Federici,0,0,0,0,0,0,0,0,0,0.0,0,0,31,0,0,79,0,0,0,0.0,3783,0.0,0,2017-10-14T14:00:00Z,14 Oct 15:00,0,0,0,0,0,17,0,0,0,0,0,0,8,0,173880,0,0,0,0,1,0.0,0,-7726,676,8402,40,False,0,0
Adam_Lallana,0,0,0,0,0,0,0,0,0,0.0,0,0,228,0,0,75,0,0,0,0.0,3980,0.0,0,2017-10-14T11:30:00Z,14 Oct 12:30,0,0,0,0,0,12,0,0,0,0,0,0,8,0,17564,0,0,0,0,0,0.0,0,-569,132,701,73,True,0,0
Adam_Legzdins,0,0,0,0,0,0,0,0,0,0.0,0,0,545,0,0,72,0,0,0,0.0,4297,0.0,0,2017-10-14T14:00:00Z,14 Oct 15:00,0,0,0,0,0,20,0,0,0,0,0,0,8,0,6505,0,0,0,1,1,0.0,0,608,954,346,40,True,0,0
Adam_Smith,0,18,0,0,0,5,0,1,14,15.3,0,0,35,0,0,79,1,1,0,2.5,3787,10.0,1,2017-10-14T14:00:00Z,14 Oct 15:00,0,0,74,0,1,17,0,0,0,0,1,0,8,0,29141,1,1,0,0,1,0.0,1,-1354,393,1747,48,False,0,1
Ademola_Lookman,0,0,0,0,0,0,0,0,0,0.0,0,0,157,0,0,71,0,0,0,0.0,3909,0.0,0,2017-10-15T12:30:00Z,15 Oct 13:30,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4634,0,0,0,1,1,0.0,0,-240,143,383,52,False,0,0
Adrian_Mariappa,0,43,0,0,0,14,0,5,38,1.1,0,0,405,0,0,80,2,1,0,1.1,4157,9.8,0,2017-10-14T16:30:00Z,14 Oct 17:30,0,0,62,0,0,1,0,0,0,0,2,0,8,0,170156,0,2,0,1,2,0.0,2,5872,16806,10934,40,True,0,0
Adrián_San Miguel del Castillo,0,0,0,0,0,0,0,0,0,0.0,0,0,438,0,0,72,0,0,0,0.0,4190,0.0,0,2017-10-14T14:00:00Z,14 Oct 15:00,0,0,0,0,0,4,0,0,0,0,0,0,8,0,20563,0,0,0,1,1,0.0,0,-598,158,756,44,False,0,0
Ahmed El-Sayed_Hegazi,0,34,0,0,0,11,0,11,25,0.3,0,0,468,0,0,74,2,1,0,2.4,4220,24.0,0,2017-10-16T19:00:00Z,16 Oct 20:00,0,0,90,0,0,9,0,0,0,0,4,0,8,0,1313987,0,1,0,1,1,0.0,1,-103770,13907,117677,48,False,0,1
Ahmed_Musa,0,0,0,0,0,0,0,0,0,0.0,0,0,207,0,0,74,0,0,0,0.0,3959,0.0,0,2017-10-16T19:00:00Z,16 Oct 20:00,0,0,0,0,0,19,0,0,0,0,0,0,8,0,22916,0,0,0,1,1,0.0,0,-915,345,1260,63,True,0,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,0,0,0.0,0,0,546,0,0,80,0,0,0,0.0,4298,0.0,0,2017-10-14T16:30:00Z,14 Oct 17:30,0,0,0,0,0,18,0,0,0,0,0,0,8,0,471,0,0,0,1,2,0.0,0,34,154,120,45,False,0,0
Alberto_Moreno,0,57,0,0,1,30,1,6,47,3.3,0,0,216,0,0,75,0,0,0,2.6,3968,20.8,0,2017-10-14T11:30:00Z,14 Oct 12:30,0,0,90,0,0,12,0,0,0,0,4,0,8,0,108211,0,2,0,0,0,2.0,7,-4755,5330,10085,45,True,0,0
Aleksandar_Dragovic,0,0,0,0,0,0,0,0,0,0.0,0,0,541,0,0,74,0,0,0,0.0,4293,0.0,0,2017-10-16T19:00:00Z,16 Oct 20:00,0,0,0,0,0,19,0,0,0,0,0,0,8,0,1031,0,0,0,1,1,0.0,0,-34,86,120,50,True,0,0
Aleksandar_Kolarov,0,0,0,0,0,0,0,0,0,0.0,0,0,243,0,0,76,0,0,0,0.0,3995,0.0,0,2017-10-14T14:00:00Z,14 Oct 15:00,0,0,0,0,0,15,0,0,0,0,0,0,8,0,1481,0,0,0,2,7,0.0,0,-38,7,45,55,True,0,0
Aleksandar_Mitrovic,0,0,0,0,0,0,0,0,0,0.0,0,0,303,0,0,77,0,0,0,0.0,4055,0.0,0,2017-10-15T15:00:00Z,15 Oct 16:00,0,0,0,0,0,14,0,0,0,0,0,0,8,0,55846,0,0,0,2,2,0.0,0,2760,8120,5360,48,False,0,0
