name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
Aaron_Cresswell,0,30,0,0,3,30,1,4,27,34.3,0,0,443,0,0,48,0,0,0,4.6,2545,11.2,2,2017-09-16T14:00:00Z,16 Sep 15:00,0,0,90,0,1,19,0,0,0,0,4,0,5,0,30355,0,0,0,0,0,0.0,9,905,3136,2231,50,False,0,0
Aaron_Lennon,0,0,0,0,0,0,0,0,0,0.0,0,0,153,0,0,50,0,0,0,0.0,2255,0.0,0,2017-09-17T15:00:00Z,17 Sep 16:00,0,0,0,0,0,12,0,0,0,0,0,0,5,0,4789,0,0,0,0,4,0.0,0,-303,157,460,55,False,0,0
Aaron_Mooy,0,84,0,0,0,20,0,2,69,51.8,1,0,172,0,0,43,0,1,0,9.4,2274,34.6,3,2017-09-16T14:00:00Z,16 Sep 15:00,0,0,90,0,3,9,0,0,0,0,8,0,5,0,636994,0,0,0,1,1,8.0,2,1799,54461,52662,57,True,0,0
Aaron_Ramsey,0,51,0,0,0,18,1,5,42,6.5,4,0,18,0,0,49,1,0,0,4.4,2120,23.4,0,2017-09-17T12:30:00Z,17 Sep 13:30,0,0,90,0,0,5,0,0,0,0,4,0,5,0,152141,3,3,1,0,0,14.0,3,933,15672,14739,70,False,0,0
Abdelhamid_Sabiri,1,38,0,0,0,19,0,3,27,24.2,0,0,522,0,0,43,1,1,0,6.7,2624,22.4,2,2017-09-16T14:00:00Z,16 Sep 15:00,0,0,81,1,0,9,0,0,0,0,4,0,5,0,212,0,0,0,1,1,20.0,5,22,49,27,50,True,0,0
Abdoulaye_Doucouré,0,40,0,0,0,9,0,3,35,1.2,1,0,414,0,0,47,2,6,0,0.7,2516,5.0,0,2017-09-16T14:00:00Z,16 Sep 15:00,0,0,90,0,0,11,0,0,0,0,8,0,5,0,465324,1,1,1,6,0,1.0,1,206393,233982,27589,52,True,0,1
Adam_Federici,0,0,0,0,0,0,0,0,0,0.0,0,0,31,0,0,41,0,0,0,0.0,2133,0.0,0,2017-09-15T19:00:00Z,15 Sep 20:00,0,0,0,0,0,3,0,0,0,0,0,0,5,0,202345,0,0,0,1,2,0.0,0,-14163,616,14779,40,True,0,0
Adam_Lallana,0,0,0,0,0,0,0,0,0,0.0,0,0,228,0,0,44,0,0,0,0.0,2330,0.0,0,2017-09-16T14:00:00Z,16 Sep 15:00,0,0,0,0,0,4,0,0,0,0,0,0,5,0,19966,0,0,0,1,1,0.0,0,-1342,103,1445,74,True,0,0
Adam_Legzdins,0,0,0,0,0,0,0,0,0,0.0,0,0,545,0,0,44,0,0,0,0.0,2647,0.0,0,2017-09-16T14:00:00Z,16 Sep 15:00,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0.0,0,0,0,0,40,False,0,0
Adam_Smith,0,60,0,0,0,17,0,0,55,5.6,3,0,35,0,0,41,1,1,0,1.5,2137,9.4,0,2017-09-15T19:00:00Z,15 Sep 20:00,0,0,90,0,0,3,0,0,0,0,3,0,5,0,35249,0,1,0,1,2,0.0,2,-2385,400,2785,49,True,0,0
Ademola_Lookman,0,0,0,0,0,0,0,0,0,0.0,0,0,157,0,0,50,0,0,0,0.0,2259,0.0,0,2017-09-17T15:00:00Z,17 Sep 16:00,0,0,0,0,0,12,0,0,0,0,0,0,5,0,5357,0,0,0,0,4,0.0,0,-609,45,654,53,False,0,0
Adrian_Mariappa,0,25,0,0,0,11,0,11,23,0.1,0,0,405,0,0,47,0,6,0,2.8,2507,27.8,0,2017-09-16T14:00:00Z,16 Sep 15:00,0,0,90,0,0,11,0,0,0,0,1,0,5,0,153679,0,0,0,6,0,0.0,-1,-2468,7435,9903,40,True,0,0
Adrián_San Miguel del Castillo,0,0,0,0,0,0,0,0,0,0.0,0,0,438,0,0,48,0,0,0,0.0,2540,0.0,0,2017-09-16T14:00:00Z,16 Sep 15:00,0,0,0,0,0,19,0,0,0,0,0,0,5,0,22060,0,0,0,0,0,0.0,0,-912,153,1065,44,False,0,0
Ahmed El-Sayed_Hegazi,0,19,0,0,0,22,1,7,12,0.3,0,0,468,0,0,48,1,0,0,1.7,2570,17.0,0,2017-09-16T14:00:00Z,16 Sep 15:00,0,0,90,0,0,20,0,0,0,0,2,0,5,0,1403626,0,1,0,0,0,0.0,6,-31882,56753,88635,49,True,0,0
Ahmed_Musa,0,0,0,0,0,0,0,0,0,0.0,0,0,207,0,0,43,0,0,0,0.0,2309,0.0,0,2017-09-16T14:00:00Z,16 Sep 15:00,0,0,0,0,0,8,0,0,0,0,0,0,5,0,25772,0,0,0,1,1,0.0,0,-1582,285,1867,64,False,0,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,0,0,0.0,0,0,546,0,0,49,0,0,0,0.0,2648,0.0,0,2017-09-17T12:30:00Z,17 Sep 13:30,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.0,0,0,0,0,45,False,0,0
Alberto_Moreno,0,0,0,0,0,0,0,0,0,0.0,0,0,216,0,0,44,0,0,0,0.0,2318,0.0,0,2017-09-16T14:00:00Z,16 Sep 15:00,0,0,0,0,0,4,0,0,0,0,0,0,5,0,106334,0,0,0,1,1,0.0,0,11080,19750,8670,45,True,0,0
Aleksandar_Dragovic,0,0,0,0,0,0,0,0,0,0.0,0,0,541,0,0,43,0,0,0,0.0,2643,0.0,0,2017-09-16T14:00:00Z,16 Sep 15:00,0,0,0,0,0,8,0,0,0,0,0,0,5,0,658,0,0,0,1,1,0.0,0,27,89,62,50,False,0,0
Aleksandar_Kolarov,0,0,0,0,0,0,0,0,0,0.0,0,0,243,0,0,47,0,0,0,0.0,2345,0.0,0,2017-09-16T14:00:00Z,16 Sep 15:00,0,0,0,0,0,18,0,0,0,0,0,0,5,0,1599,0,0,0,6,0,0.0,0,-89,7,96,55,False,0,0
Aleksandar_Mitrovic,0,0,0,0,0,0,0,0,0,0.0,0,0,303,0,0,45,0,0,0,0.0,2405,0.0,0,2017-09-16T14:00:00Z,16 Sep 15:00,0,0,0,0,0,15,0,0,0,0,0,0,5,0,58736,0,0,0,1,2,0.0,0,-12553,604,13157,49,True,0,0
Alexandre_Lacazette,0,15,0,1,0,-2,1,0,8,1.7,0,0,28,0,0,49,2,0,0,2.6,2130,0.0,0,2017-09-17T12:30:00Z,17 Sep 13:30,0,0,65,0,0,5,0,0,0,0,1,0,5,0,600129,2,0,1,0,0,26.0,2,-85810,6987,92797,104,False,0,0
