name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
Aaron_Cresswell,1,17,1,0,0,15,0,3,13,11.2,0,0,443,0,0,95,1,0,0,3.7,5311,23.6,1,2017-10-28T14:00:00Z,28 Oct 15:00,0,0,45,0,0,6,0,0,0,0,2,0,10,0,61476,1,0,0,2,2,2.0,4,-9169,1213,10382,50,False,0,0
Aaron_Lennon,0,18,0,0,0,3,0,0,11,2.3,0,0,153,0,0,96,0,2,0,0.7,5021,0.4,0,2017-10-29T16:00:00Z,29 Oct 16:00,0,0,45,0,0,9,0,0,0,0,3,0,10,0,3827,1,0,0,0,2,4.0,1,-209,49,258,54,False,0,0
Aaron_Mooy,0,32,0,0,0,14,0,2,24,12.1,3,0,172,0,0,97,0,3,0,2.6,5040,14.0,1,2017-10-28T14:00:00Z,28 Oct 15:00,0,0,90,0,0,10,0,0,0,0,5,0,10,0,433619,2,1,0,0,3,0.0,2,-4958,21799,26757,56,False,0,0
Aaron_Ramsdale,0,0,0,0,0,0,0,0,0,0.0,0,0,549,0,0,92,0,0,0,0.0,5417,0.0,0,2017-10-28T16:30:00Z,28 Oct 17:30,0,0,0,0,0,5,0,0,0,0,0,0,10,0,12283,0,0,0,1,0,0.0,0,323,833,510,40,True,0,0
Aaron_Ramsey,0,65,1,0,2,38,0,1,55,30.8,0,0,18,0,0,91,1,1,1,12.5,4886,45.2,2,2017-10-28T14:00:00Z,28 Oct 15:00,0,0,90,0,0,16,0,0,0,0,11,0,10,0,256777,1,1,1,1,2,49.0,9,54683,70891,16208,70,True,1,0
Abdelhamid_Sabiri,0,0,0,0,0,0,0,0,0,0.0,0,0,522,0,0,97,0,0,0,0.0,5390,0.0,0,2017-10-28T14:00:00Z,28 Oct 15:00,0,0,0,0,0,10,0,0,0,0,0,0,10,0,504,0,0,0,0,3,0.0,0,-52,37,89,50,False,0,0
Abdoulaye_Doucouré,0,93,0,0,0,12,0,1,73,15.8,5,0,414,0,0,99,1,1,0,5.9,5282,14.2,1,2017-10-28T14:00:00Z,28 Oct 15:00,0,0,90,0,0,15,0,0,0,0,11,0,10,0,932128,1,0,0,1,0,29.0,1,184855,213398,28543,54,True,0,1
Adam_Federici,0,0,0,0,0,0,0,0,0,0.0,0,0,31,0,0,92,0,0,0,0.0,4899,0.0,0,2017-10-28T16:30:00Z,28 Oct 17:30,0,0,0,0,0,5,0,0,0,0,0,0,10,0,163120,0,0,0,1,0,0.0,0,-5839,249,6088,40,True,0,0
Adam_Lallana,0,0,0,0,0,0,0,0,0,0.0,0,0,228,0,0,97,0,0,0,0.0,5096,0.0,0,2017-10-28T14:00:00Z,28 Oct 15:00,0,0,0,0,0,8,0,0,0,0,0,0,10,0,17019,0,0,0,0,3,0.0,0,-415,69,484,73,True,0,0
Adam_Legzdins,0,0,0,0,0,0,0,0,0,0.0,0,0,545,0,0,94,0,0,0,0.0,5413,0.0,0,2017-10-30T20:00:00Z,30 Oct 20:00,0,0,0,0,0,13,0,0,0,0,0,0,10,0,6635,0,0,0,0,1,0.0,0,-16,218,234,40,True,0,0
Adam_Smith,0,39,0,0,0,12,0,3,34,29.5,1,0,35,0,0,92,1,1,0,5.2,4903,14.4,2,2017-10-28T16:30:00Z,28 Oct 17:30,0,0,90,0,1,5,0,0,0,0,3,0,10,0,27688,2,1,0,1,0,8.0,1,-995,332,1327,48,True,0,1
Ademola_Lookman,0,0,0,0,0,0,0,0,0,0.0,0,0,157,0,0,96,0,0,0,0.0,5025,0.0,0,2017-10-29T16:00:00Z,29 Oct 16:00,0,0,0,0,0,9,0,0,0,0,0,0,10,0,4488,0,0,0,0,2,0.0,0,-38,208,246,52,False,0,0
Adrian_Mariappa,0,0,0,0,0,0,0,0,0,0.0,0,0,405,0,0,99,0,0,0,0.0,5273,0.0,0,2017-10-28T14:00:00Z,28 Oct 15:00,0,0,0,0,0,15,0,0,0,0,0,0,10,0,211917,0,0,0,1,0,0.0,0,22041,32589,10548,40,True,0,0
Adrián_San Miguel del Castillo,0,0,0,0,0,0,0,0,0,0.0,0,0,438,0,0,95,0,0,0,0.0,5306,0.0,0,2017-10-28T14:00:00Z,28 Oct 15:00,0,0,0,0,0,6,0,0,0,0,0,0,10,0,19676,0,0,0,2,2,0.0,0,-475,125,600,44,False,0,0
Ahmed El-Sayed_Hegazi,0,28,0,0,0,12,0,9,21,0.1,3,0,468,0,0,100,1,3,0,2.6,5336,25.8,0,2017-10-28T14:00:00Z,28 Oct 15:00,0,0,90,0,0,11,0,0,0,0,6,0,10,0,1191426,1,1,0,3,2,0.0,0,-89174,10207,99381,47,True,0,1
Ahmed_Musa,0,0,0,0,0,0,0,0,0,0.0,0,0,207,0,0,96,0,0,0,0.0,5075,0.0,0,2017-10-29T16:00:00Z,29 Oct 16:00,0,0,0,0,0,7,0,0,0,0,0,0,10,0,22202,0,0,0,0,2,0.0,0,-688,188,876,63,True,0,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,0,0,0.0,0,0,546,0,0,91,0,0,0,0.0,5414,0.0,0,2017-10-28T14:00:00Z,28 Oct 15:00,0,0,0,0,0,16,0,0,0,0,0,0,10,0,539,0,0,0,1,2,0.0,0,3,70,67,45,True,0,0
Alberto_Moreno,0,79,0,0,0,30,1,2,70,17.9,0,0,216,0,0,97,1,0,0,4.1,5084,13.4,1,2017-10-28T14:00:00Z,28 Oct 15:00,0,0,90,0,0,8,0,0,0,0,4,0,10,0,155173,0,3,0,0,3,10.0,6,23970,32085,8115,45,True,0,0
Aleksandar_Dragovic,0,0,0,0,0,0,0,0,0,0.0,0,0,541,0,0,96,0,0,0,0.0,5409,0.0,0,2017-10-29T16:00:00Z,29 Oct 16:00,0,0,0,0,0,7,0,0,0,0,0,0,10,0,1096,0,0,0,0,2,0.0,0,-39,50,89,50,True,0,0
Aleksandar_Kolarov,0,0,0,0,0,0,0,0,0,0.0,0,0,243,0,0,100,0,0,0,0.0,5111,0.0,0,2017-10-28T14:00:00Z,28 Oct 15:00,0,0,0,0,0,19,0,0,0,0,0,0,10,0,1444,0,0,0,3,2,0.0,0,-28,4,32,55,False,0,0
