assists,games,goals,id,key_passes,npg,npxG,player_name,position,red_cards,shots,team_title,time,xA,xG,xGBuildup,xGChain,yellow_cards
5,35,23,755,32,19,15.097693115472794,Jamie Vardy,F S,0,89,Leicester,3034,6.3682975601404905,18.903537318110466,1.7243406660854816,21.02660731226206,3
3,36,22,318,26,20,14.830358987674117,Pierre-Emerick Aubameyang,F M S,1,93,Arsenal,3143,4.492486916482449,16.352623080834746,5.339657470583916,19.964282035827637,3
2,38,22,986,35,21,14.137379484251142,Danny Ings,F M S,0,93,Southampton,2836,2.8490850934758782,15.659717170521617,5.015938125550747,18.48803149908781,3
1,33,20,618,48,20,18.277568746358156,Raheem Sterling,F M S,0,100,Manchester City,2678,7.208586284890771,19.799906481057405,10.185997404158115,31.4420103430748,5
10,34,19,1250,60,16,18.379812128841877,Mohamed Salah,F S,0,132,Liverpool,2904,8.72604252398014,20.66331870108843,8.42502685263753,31.37419793009758,1
2,29,18,647,27,16,11.77476505190134,Harry Kane,F,0,82,Tottenham,2595,3.1170063093304634,13.297065950930119,3.0513013089075685,16.854615883901715,4
7,35,18,838,59,18,14.577482901513577,Sadio Mané,F M S,0,77,Liverpool,2761,7.235693477094173,14.577482901513577,6.767014004290104,25.073205202817917,3
6,32,17,553,30,17,12.47932606190443,Anthony Martial,F S,0,80,Manchester United,2672,4.6187766548246145,13.240494780242443,6.357817467302084,20.409563187509775,1
7,31,17,556,33,11,13.4144136775285,Marcus Rashford,F M,0,95,Manchester United,2673,5.457172868773341,19.503727605566382,5.906573036685586,20.24479783885181,3
6,38,17,4105,48,13,13.466122614219785,Raúl Jiménez,F S,0,117,Wolverhampton Wanderers,3269,7.226940844208002,16.51079802401364,5.709532639943063,22.56023951806128,3
3,24,16,619,19,14,13.274030677974224,Sergio Agüero,F S,0,76,Manchester City,1462,2.9202088303864002,15.557500325143337,2.644766173325479,16.878254003822803,1
3,34,15,702,21,15,18.082801550626755,Tammy Abraham,F S,0,88,Chelsea,2233,2.9130481593310833,18.082801550626755,1.5461508873850107,19.841919753700495,2
20,35,14,447,133,12,6.58409016020596,Kevin De Bruyne,M S,0,100,Manchester City,2818,20.62070693448186,8.106427835300565,19.244823712855577,37.79831072688103,3
1,32,14,4456,22,13,16.4650327116251,Chris Wood,F S,0,65,Burnley,2462,1.4709960892796516,17.22620151937008,2.45541091542691,12.64265088364482,1
7,34,14,5543,32,14,20.2540324293077,Gabriel Jesus,F S,0,101,Manchester City,2022,3.598858255892992,21.015201296657324,7.18130973726511,27.652233857661486,3
1,36,13,5555,15,13,16.109842916950583,Dominic Calvert-Lewin,F S,0,85,Everton,2639,1.3362248316407204,16.109842916950583,3.8967644218355417,17.212499532848597,9
3,36,13,6026,34,13,9.84296628832817,Richarlison,F M,0,89,Everton,3100,6.66813437640667,9.84296628832817,5.1983064673841,16.459749782457948,8
10,30,11,453,41,11,8.940535909496248,Son Heung-Min,F M S,2,81,Tottenham,2511,6.721727088093758,9.70170486625284,6.514012955129147,18.800011694431305,0
9,33,11,750,60,10,7.8884868156164885,Riyad Mahrez,F M S,0,74,Manchester City,1938,11.05984910018742,8.649655679240823,13.28588094189763,27.76552989333868,0
3,36,11,7696,30,9,10.002007439732552,Teemu Pukki,F S,0,80,Norwich,2908,3.6190154179930687,11.524345129728317,2.368442302569747,14.751465763896704,3
3,24,10,531,26,9,12.488380333408713,Michail Antonio,F M S,0,68,West Ham,1767,3.9214953761547804,13.249549170956016,2.270155580714345,13.959707390516996,3
2,27,10,574,29,5,7.022180713713169,Troy Deeney,F S,0,45,Watford,2253,3.7357030231505632,11.589193798601627,3.33459750469774,11.632463542744517,3
4,30,10,3277,24,10,8.66464820317924,Alexandre Lacazette,F S,0,52,Arsenal,1890,3.3422909155488014,8.66464820317924,2.5056346226483583,12.061301652342081,8
3,37,10,3621,25,9,12.036205606535077,Neal Maupay,F S,0,96,Brighton,2782,2.50613137986511,13.558543261140585,3.4836169090121984,13.85504301264882,3
1,31,10,7490,14,10,3.387857362627983,Mason Greenwood,F M S,0,39,Manchester United,1304,1.4115077937021852,3.387857362627983,4.284458378329873,8.516980450600386,0
8,38,9,482,52,9,16.686229031533003,Roberto Firmino,F M S,0,98,Liverpool,3035,7.3466560039669275,16.686229031533003,9.463312279433012,28.271100923419,0
2,37,9,672,30,9,7.676179042086005,Jordan Ayew,F M,0,58,Crystal Palace,3196,2.864641923457384,7.676179042086005,3.8773922603577375,11.721330039203167,6
7,36,9,700,76,5,5.0906621143221855,Willian,F M S,0,71,Chelsea,2609,8.679427238181233,8.135337460786104,10.227612223476171,18.40935368090868,4
