h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.639599,2.57262,0.639599,2.57262,"{'att': 255, 'def': 19}","{'att': 147, 'def': 28}",2,15,1,3,0.2794,l,2019-08-10 17:30:00,0,0,1,0,-1.933021
h,1.65069,1.62777,1.65069,0.866605,"{'att': 117, 'def': 9}","{'att': 268, 'def': 25}",12,9,1,2,1.3698,l,2019-08-17 15:00:00,0,0,1,0,0.784085
h,0.855926,1.25668,0.855926,1.25668,"{'att': 265, 'def': 20}","{'att': 146, 'def': 27}",6,12,2,0,0.9697,w,2019-08-23 20:00:00,1,0,0,3,-0.40075400000000005
a,0.30354,1.41394,0.30354,1.41394,"{'att': 226, 'def': 25}","{'att': 216, 'def': 24}",5,13,0,1,0.4799,l,2019-08-31 15:00:00,0,0,1,0,-1.1104
h,1.40502,0.535279,1.40502,0.535279,"{'att': 213, 'def': 22}","{'att': 222, 'def': 22}",4,9,0,0,2.1614999999999998,d,2019-09-16 19:00:00,0,1,0,1,0.869741
a,1.71546,2.53209,1.71546,1.77093,"{'att': 242, 'def': 22}","{'att': 182, 'def': 20}",8,12,2,3,0.8444,l,2019-09-22 15:30:00,0,0,1,0,-0.05546999999999991
h,0.914266,1.66919,0.914266,1.66919,"{'att': 121, 'def': 20}","{'att': 199, 'def': 22}",3,2,2,2,0.7663,d,2019-09-28 14:00:00,0,1,0,1,-0.7549239999999999
a,3.67827,1.84838,2.76412,1.84838,"{'att': 220, 'def': 25}","{'att': 145, 'def': 24}",9,13,5,1,2.472,w,2019-10-05 15:00:00,1,0,0,3,0.9157400000000002
h,2.96692,1.32184,2.96692,1.32184,"{'att': 271, 'def': 18}","{'att': 200, 'def': 21}",7,10,2,1,2.4098,w,2019-10-19 15:00:00,1,0,0,3,1.64508
a,0.980145,3.19004,0.980145,3.19004,"{'att': 267, 'def': 10}","{'att': 194, 'def': 24}",3,18,0,3,0.2449,l,2019-10-26 12:30:00,0,0,1,0,-2.2098950000000004
h,0.741615,2.38824,0.741615,2.38824,"{'att': 293, 'def': 14}","{'att': 88, 'def': 20}",2,16,1,2,0.3756,l,2019-11-02 15:00:00,0,0,1,0,-1.6466250000000002
a,0.473225,2.09891,0.473225,2.09891,"{'att': 189, 'def': 30}","{'att': 211, 'def': 32}",0,8,1,2,0.31610000000000005,l,2019-11-10 14:00:00,0,0,1,0,-1.625685
h,2.6985,0.69784,2.6985,0.69784,"{'att': 154, 'def': 21}","{'att': 264, 'def': 15}",14,3,2,0,2.6628,w,2019-11-25 20:00:00,1,0,0,3,2.00066
a,1.29701,1.84804,1.29701,1.84804,"{'att': 276, 'def': 23}","{'att': 153, 'def': 23}",3,13,2,2,0.9371999999999999,d,2019-12-01 16:30:00,0,1,0,1,-0.5510299999999999
a,0.86086,1.9774,0.86086,1.9774,"{'att': 389, 'def': 28}","{'att': 181, 'def': 26}",2,14,1,2,0.6134,l,2019-12-04 19:30:00,0,0,1,0,-1.11654
h,1.24141,4.03286,1.24141,4.03286,"{'att': 234, 'def': 27}","{'att': 116, 'def': 27}",12,17,1,4,0.1341,l,2019-12-08 14:00:00,0,0,1,0,-2.79145
a,0.97258,1.888,0.211411,1.888,"{'att': 217, 'def': 20}","{'att': 192, 'def': 24}",1,13,0,2,0.591,l,2019-12-14 15:00:00,0,0,1,0,-1.6765889999999999
h,0.921054,2.63444,0.921054,2.63444,"{'att': 167, 'def': 16}","{'att': 216, 'def': 18}",6,5,1,3,0.3435,l,2019-12-21 15:00:00,0,0,1,0,-1.713386
h,0.654194,1.45005,0.654194,1.45005,"{'att': 265, 'def': 23}","{'att': 166, 'def': 18}",4,3,1,0,0.7351000000000001,w,2019-12-26 15:00:00,1,0,0,3,-0.795856
a,0.610997,3.25314,0.610997,2.49197,"{'att': 208, 'def': 13}","{'att': 219, 'def': 25}",6,8,0,3,0.1056,l,2019-12-28 15:00:00,0,0,1,0,-1.8809729999999998
a,1.58238,2.32566,1.58238,2.32566,"{'att': 261, 'def': 10}","{'att': 144, 'def': 18}",5,7,2,1,0.8502000000000001,w,2020-01-01 12:30:00,1,0,0,3,-0.7432800000000002
h,1.1065,3.39105,0.345329,3.39105,"{'att': 534, 'def': 16}","{'att': 224, 'def': 26}",1,21,1,6,0.2116,l,2020-01-12 16:30:00,0,0,1,0,-3.045721
a,0.56107,1.20493,0.56107,1.20493,"{'att': 290, 'def': 30}","{'att': 205, 'def': 29}",4,7,1,1,0.7624,d,2020-01-18 15:00:00,0,1,0,1,-0.6438600000000001
