h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.57262,0.639599,2.57262,0.639599,"{'att': 147, 'def': 28}","{'att': 255, 'def': 19}",15,2,3,1,2.5932999999999997,w,2019-08-10 17:30:00,1,0,0,3,1.933021
a,0.074542,3.20076,0.074542,3.20076,"{'att': 330, 'def': 7}","{'att': 386, 'def': 43}",2,10,2,2,0.037599999999999995,d,2019-08-17 17:30:00,0,1,0,1,-3.1262179999999997
h,1.25927,0.51428,1.25927,0.51428,"{'att': 92, 'def': 19}","{'att': 323, 'def': 10}",8,5,0,1,2.0469,l,2019-08-25 16:30:00,0,0,1,0,0.7449899999999999
a,1.95514,1.92509,1.19397,1.92509,"{'att': 207, 'def': 17}","{'att': 224, 'def': 33}",6,12,2,2,1.4545,d,2019-09-01 16:30:00,0,1,0,1,-0.73112
h,1.04944,0.577323,1.04944,0.577323,"{'att': 216, 'def': 33}","{'att': 410, 'def': 24}",8,5,4,0,1.7965,w,2019-09-14 14:00:00,1,0,0,3,0.4721169999999999
a,1.33735,1.28752,1.33735,1.28752,"{'att': 191, 'def': 34}","{'att': 234, 'def': 22}",9,7,1,2,1.4105,l,2019-09-21 11:30:00,0,0,1,0,0.04983000000000004
h,1.19008,1.16256,1.19008,1.16256,"{'att': 254, 'def': 8}","{'att': 209, 'def': 37}",7,8,2,1,1.3805,w,2019-09-28 14:00:00,1,0,0,3,0.02751999999999999
a,0.478504,2.60017,0.478504,2.60017,"{'att': 259, 'def': 17}","{'att': 301, 'def': 37}",4,12,0,3,0.1078,l,2019-10-05 12:30:00,0,0,1,0,-2.121666
h,0.891617,0.846851,0.891617,0.846851,"{'att': 171, 'def': 23}","{'att': 359, 'def': 19}",10,2,1,1,1.3987999999999998,d,2019-10-19 15:00:00,0,1,0,1,0.04476599999999997
a,1.35143,2.18851,1.35143,1.42734,"{'att': 323, 'def': 10}","{'att': 147, 'def': 29}",4,13,1,2,0.7543,l,2019-10-27 16:30:00,0,0,1,0,-0.07591000000000014
a,0.243393,1.15532,0.243393,1.15532,"{'att': 184, 'def': 18}","{'att': 281, 'def': 25}",1,8,1,1,0.46,d,2019-11-03 16:30:00,0,1,0,1,-0.9119269999999999
h,1.5104,0.923443,1.5104,0.923443,"{'att': 162, 'def': 17}","{'att': 334, 'def': 29}",4,6,1,1,1.844,d,2019-11-09 15:00:00,0,1,0,1,0.586957
a,2.20681,0.661449,2.20681,0.661449,"{'att': 209, 'def': 23}","{'att': 272, 'def': 24}",3,6,3,2,2.5092,w,2019-11-23 12:30:00,1,0,0,3,1.545361
h,2.93189,1.02949,2.93189,1.02949,"{'att': 240, 'def': 27}","{'att': 274, 'def': 32}",9,6,3,2,2.5444999999999998,w,2019-11-30 15:00:00,1,0,0,3,1.9024
a,0.542315,1.47683,0.542315,0.715699,"{'att': 229, 'def': 27}","{'att': 280, 'def': 38}",2,1,1,2,0.5272,l,2019-12-04 19:30:00,0,0,1,0,-0.17338399999999998
h,2.39684,1.08645,2.39684,1.08645,"{'att': 297, 'def': 27}","{'att': 305, 'def': 27}",3,1,5,0,2.3573,w,2019-12-07 15:00:00,1,0,0,3,1.3103900000000002
a,0.989205,0.718669,0.989205,0.718669,"{'att': 226, 'def': 26}","{'att': 207, 'def': 31}",10,8,2,1,1.6016,w,2019-12-15 14:00:00,1,0,0,3,0.270536
h,0.276667,1.49374,0.276667,0.732575,"{'att': 294, 'def': 23}","{'att': 260, 'def': 25}",7,8,0,2,0.314,l,2019-12-22 16:30:00,0,0,1,0,-0.455908
h,1.02645,1.09007,1.02645,1.09007,"{'att': 243, 'def': 24}","{'att': 252, 'def': 26}",7,2,2,1,1.2662000000000002,w,2019-12-26 12:30:00,1,0,0,3,-0.06362000000000001
a,1.82189,0.268052,1.06076,0.268052,"{'att': 196, 'def': 20}","{'att': 254, 'def': 30}",11,4,2,2,2.6391,d,2019-12-28 17:30:00,0,1,0,1,0.792708
a,1.078,1.51192,1.078,1.51192,"{'att': 148, 'def': 23}","{'att': 255, 'def': 40}",4,4,0,1,1.0095,l,2020-01-01 15:00:00,0,0,1,0,-0.43391999999999986
h,1.10584,1.74564,1.10584,1.74564,"{'att': 479, 'def': 16}","{'att': 246, 'def': 20}",4,21,0,1,0.8857999999999999,l,2020-01-11 17:30:00,0,0,1,0,-0.6398000000000001
a,1.76697,2.39174,1.76697,1.63057,"{'att': 124, 'def': 17}","{'att': 275, 'def': 30}",13,9,0,0,0.9373,d,2020-01-18 12:30:00,0,1,0,1,0.13639999999999985
h,2.22282,1.42472,2.22282,0.663547,"{'att': 280, 'def': 31}","{'att': 242, 'def': 17}",7,11,2,1,2.0477000000000003,w,2020-01-22 19:30:00,1,0,0,3,1.5592730000000001
h,0.420293,3.25139,0.420293,2.49022,"{'att': 364, 'def': 17}","{'att': 183, 'def': 25}",6,21,2,0,0.056999999999999995,w,2020-02-02 16:30:00,1,0,0,3,-2.069927
