assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,0,32318,42,0,0,0.0,1120,0.0,0,0,0,0,0,0,2,2007/08,42,0.0,0,0
0,0,0,0,0.0,0,32318,39,5,0,0.0,1744,0.0,183,0,0,0,0,0,3,2008/09,40,0.0,2,1
1,5,0,0,0.0,0,32318,40,48,0,0.0,2401,0.0,2408,1,0,0,0,0,4,2009/10,40,0.0,62,2
1,2,0,4,0.0,0,32318,45,28,1,0.0,3080,0.0,1855,0,0,0,0,0,5,2010/11,45,0.0,56,7
1,0,0,8,0.0,253,32318,50,39,0,0.0,3711,0.0,2902,0,0,0,0,0,6,2011/12,50,0.0,68,8
0,0,0,5,0.0,63,32318,39,17,0,0.0,4176,0.0,1488,0,0,0,0,0,7,2012/13,45,0.0,46,3
0,11,121,7,0.0,387,32318,43,39,0,0.0,4880,0.0,2692,0,0,0,1,0,8,2013/14,45,0.0,82,6
0,8,359,5,0.0,223,32318,43,26,0,0.0,5580,0.0,2122,0,0,0,1,0,9,2014/15,45,0.0,63,4
0,0,41,0,0.0,14,32318,44,7,0,0.0,6286,0.0,261,0,0,0,0,0,10,2015/16,45,0.0,4,0
0,0,29,0,34.5,0,32318,38,7,0,10.3,6993,63.0,255,0,0,0,0,0,11,2016/17,40,5.0,0,3
