assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,0,51938,45,0,0,0.0,1356,0.0,0,0,0,0,0,0,3,2008/09,45,0.0,0,0
0,0,0,0,0.0,0,51938,42,1,0,0.0,2021,0.0,61,0,0,0,0,0,4,2009/10,45,0.0,3,0
7,4,0,4,0.0,0,51938,44,33,5,0.0,2693,0.0,1800,0,0,0,0,0,5,2010/11,45,0.0,99,3
2,4,0,4,0.0,226,51938,59,22,2,0.0,3604,0.0,1499,0,0,0,0,0,6,2011/12,65,0.0,62,3
0,0,0,0,0.0,40,51938,52,11,0,0.0,4297,0.0,429,0,0,0,0,0,7,2012/13,55,0.0,13,0
4,0,45,2,0.0,175,51938,45,19,0,0.0,4988,0.0,974,0,0,0,0,0,8,2013/14,50,0.0,38,4
4,8,239,6,0.0,225,51938,43,9,2,0.0,5765,0.0,1031,0,0,0,0,0,9,2014/15,45,0.0,60,3
7,4,550,16,0.0,519,51938,49,22,2,0.0,6467,0.0,2750,0,0,0,0,0,10,2015/16,50,0.0,117,4
6,3,468,8,719.8,0,51938,50,47,2,147.6,7181,483.8,2412,0,0,0,0,0,11,2016/17,55,272.0,95,5
8,12,458,8,718.3,0,51938,55,42,2,160.2,7864,580.0,2533,0,0,0,1,0,12,2017/18,55,300.0,107,5
