assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,37096,46,2,0,0.0,0.0,248,0,0,0,0,8,2007/08,50,0.0,15,0
0,0,0,0,0.0,37096,46,10,0,0.0,0.0,463,0,0,0,0,18,2008/09,50,0.0,20,0
0,0,0,0,0.0,37096,49,5,0,0.0,0.0,360,0,0,0,0,11,2009/10,50,0.0,15,1
1,2,0,5,0.0,37096,45,14,0,0.0,0.0,1260,0,0,0,0,33,2010/11,50,0.0,55,0
0,0,0,0,0.0,37096,53,0,0,0.0,0.0,0,0,0,0,0,0,2011/12,55,0.0,0,0
0,0,0,1,0.0,37096,42,3,0,0.0,0.0,360,0,0,0,0,7,2012/13,45,0.0,13,0
0,0,8,1,0.0,37096,42,0,0,0.0,0.0,90,0,0,0,0,5,2013/14,45,0.0,7,0
0,9,626,13,0.0,37096,53,47,0,0.0,0.0,3307,0,0,0,1,137,2014/15,50,0.0,151,0
1,4,686,9,0.0,37096,47,51,0,0.0,0.0,3330,0,0,0,0,114,2015/16,50,0.0,123,1
0,8,650,8,0.1,37096,48,69,0,78.1,780.4,3330,0,0,1,0,117,2016/17,50,0.0,116,1
0,14,772,9,10.0,37096,47,56,0,109.9,1087.8,3420,0,0,3,0,137,2017/18,45,0.0,157,0
0,15,742,7,20.0,37096,47,55,0,115.5,1136.0,3420,0,0,1,0,148,2018/19,45,0.0,143,0
