assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,8,0,0,0,6,0,0,7,15.0,0,0,118,0,0,2,0,0,0,1.9,118,4.4,1,2016-08-13T14:00:00Z,13 Aug 15:00,0,0,14,0,0,19,0,0,0,0,1,0,1,0,141631,0,1,0,1,0,0.0,1,0,0,0,60,True,0,0
0,22,0,0,0,2,0,5,19,5.4,0,0,118,0,0,16,0,1,0,1.3,643,2.4,0,2016-08-20T14:00:00Z,20 Aug 15:00,0,0,45,0,0,17,0,0,0,0,1,0,2,0,128412,1,0,2,0,1,5.0,1,-19159,1331,20490,60,False,0,0
0,57,0,1,0,3,0,1,47,33.5,0,0,118,0,0,22,1,1,0,6.7,1183,14.6,2,2016-08-27T14:00:00Z,27 Aug 15:00,0,0,90,0,0,2,0,0,1,0,4,0,3,0,114204,1,2,0,1,1,19.0,-1,-16582,3179,19761,59,True,0,1
0,0,0,0,0,0,0,0,0,0.0,0,0,118,0,0,36,0,0,0,0.0,1733,0.0,0,2016-09-10T14:00:00Z,10 Sep 15:00,0,0,0,0,0,12,0,0,0,0,0,0,4,0,81666,0,0,0,2,1,0.0,0,-33197,740,33937,58,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,118,0,0,47,0,0,0,0.0,2314,0.0,0,2016-09-18T13:15:00Z,18 Sep 14:15,0,0,0,0,0,14,0,0,0,0,0,0,5,0,65626,0,0,0,1,4,0.0,0,-16174,59,16233,58,True,0,0
0,34,0,0,0,5,0,0,26,18.8,0,0,118,0,0,57,1,2,0,8.4,2898,1.4,0,2016-09-24T14:00:00Z,24 Sep 15:00,0,0,72,0,0,15,0,0,0,0,2,0,6,0,56897,0,1,1,3,2,64.0,1,-8936,206,9142,57,False,0,1
0,3,0,0,0,3,0,1,3,0.0,0,0,118,0,0,62,0,0,0,0.2,3484,2.2,0,2016-09-30T19:00:00Z,30 Sep 20:00,0,0,12,0,0,6,0,0,0,0,0,0,7,0,54402,0,0,0,1,1,0.0,1,-2824,383,3207,57,False,0,0
0,27,0,0,0,14,0,3,24,17.4,0,0,118,0,0,74,0,0,0,3.5,4073,16.2,1,2016-10-15T16:30:00Z,15 Oct 17:30,0,0,45,0,1,20,0,0,0,0,4,0,8,0,52382,0,4,1,1,0,1.0,1,-2497,358,2855,57,True,0,0
0,65,0,0,3,42,0,5,57,41.2,3,0,118,0,0,86,0,3,1,21.7,4665,58.4,3,2016-10-22T14:00:00Z,22 Oct 15:00,0,0,90,0,0,8,0,0,0,0,7,0,9,0,50415,0,3,2,1,3,117.0,10,-2177,152,2329,56,False,0,0
0,41,0,0,0,17,0,8,35,27.5,1,0,118,0,0,91,1,4,0,5.3,5259,19.8,2,2016-10-29T16:30:00Z,29 Oct 17:30,0,0,90,0,0,9,0,0,0,0,8,0,10,0,52429,2,2,0,4,2,6.0,1,1567,2410,843,56,True,0,1
0,60,0,0,0,19,0,6,50,20.8,3,0,118,0,0,103,1,3,0,5.4,5857,14.2,1,2016-11-05T15:00:00Z,05 Nov 15:00,0,0,90,0,2,3,0,0,0,0,6,0,11,0,51901,0,0,1,2,3,19.0,2,-907,1049,1956,56,False,0,0
0,33,0,0,0,7,0,6,16,1.7,0,0,118,0,0,111,2,2,0,1.3,6456,10.6,0,2016-11-19T15:00:00Z,19 Nov 15:00,0,0,90,0,0,10,0,0,0,0,7,0,12,0,50856,1,0,1,2,1,1.0,2,-1384,484,1868,56,True,0,0
0,29,1,0,0,8,0,4,24,47.4,1,0,118,1,0,129,2,5,0,6.3,7057,10.8,3,2016-11-26T15:00:00Z,26 Nov 15:00,0,0,90,0,1,16,0,0,0,0,6,0,13,0,50437,1,0,1,4,5,5.0,1,-560,428,988,56,False,0,1
0,0,0,0,0,0,0,0,0,0.0,0,0,118,0,0,132,0,0,0,0.0,7661,0.0,0,2016-12-03T15:00:00Z,03 Dec 15:00,0,0,0,0,0,13,0,0,0,0,0,0,14,0,47343,0,0,0,0,3,0.0,0,-3190,201,3391,56,True,0,0
0,8,0,0,0,-4,0,0,7,0.6,0,0,118,1,0,144,1,2,0,0.0,8266,0.0,0,2016-12-10T15:00:00Z,10 Dec 15:00,0,0,20,0,0,7,0,0,0,0,0,0,15,0,46815,0,0,0,3,3,0.0,0,-708,319,1027,56,False,0,1
0,63,0,0,0,16,0,7,52,31.5,0,0,118,0,0,155,3,2,0,4.3,8876,11.8,2,2016-12-14T20:00:00Z,14 Dec 20:00,0,0,90,0,1,11,0,0,0,0,6,0,16,0,46128,1,1,0,2,1,0.0,2,-785,122,907,56,True,0,0
0,50,0,0,0,16,0,2,47,6.9,0,0,118,0,0,162,1,1,0,2.2,9490,8.4,0,2016-12-17T12:30:00Z,17 Dec 12:30,0,0,78,0,0,4,0,0,0,0,7,0,17,0,45816,0,1,0,1,0,7.0,2,-395,266,661,56,True,0,0
0,33,0,0,1,28,0,6,22,20.3,0,0,118,0,0,180,0,1,1,7.6,10106,36.8,1,2016-12-26T12:30:00Z,26 Dec 12:30,0,0,90,0,0,18,0,0,0,0,3,0,18,0,45914,1,1,2,1,1,19.0,8,-167,517,684,56,False,0,0
0,31,0,0,0,12,0,3,28,16.9,0,0,118,0,0,181,1,2,0,5.2,10724,10.8,1,2017-01-01T16:00:00Z,01 Jan 16:00,0,0,64,0,0,1,0,0,0,0,8,0,19,0,49654,3,0,0,0,2,24.0,2,3395,4035,640,56,False,0,0
0,45,0,0,0,14,0,7,39,4.2,1,0,118,0,0,192,3,2,0,5.5,11346,14.0,0,2017-01-03T20:00:00Z,03 Jan 20:00,0,0,90,0,0,16,0,0,0,0,6,0,20,0,51794,1,1,0,2,1,37.0,2,1946,3267,1321,56,True,0,0
0,60,0,0,0,7,0,1,51,16.3,0,0,118,0,0,210,5,3,0,3.9,11970,6.2,1,2017-01-14T15:00:00Z,14 Jan 15:00,0,0,90,0,0,20,0,0,0,0,9,0,21,0,53885,1,0,1,0,3,16.0,2,1502,4658,3156,56,False,0,0
0,39,0,0,0,13,1,3,30,22.5,1,0,118,0,0,214,0,0,0,2.8,12601,5.6,1,2017-01-21T15:00:00Z,21 Jan 15:00,0,0,71,0,0,6,0,0,0,0,9,0,22,0,52839,1,0,0,1,0,0.0,3,-1307,1307,2614,56,True,0,0
