assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
6,8,0,9,0.0,41328,56,0.00000,0.00000,0.00000,0.00000,24,0,0.0,0.0,2199,1,0,0,0,0,2012/13,60,0,0.0,100,4
1,4,166,13,0.0,41328,57,0.00000,0.00000,0.00000,0.00000,19,0,0.0,0.0,2325,0,0,0,0,0,2013/14,60,0,0.0,109,1
3,19,627,14,0.0,41328,62,0.00000,0.00000,0.00000,0.00000,21,0,0.0,0.0,2481,0,0,0,1,0,2014/15,60,0,0.0,132,1
5,15,760,8,0.0,41328,58,0.00000,0.00000,0.00000,0.00000,50,2,0.0,0.0,3199,0,0,0,0,0,2015/16,60,0,0.0,124,7
5,22,872,16,422.8,41328,64,0.00000,0.00000,0.00000,0.00000,33,1,136.8,792.8,3420,0,0,0,0,0,2016/17,60,0,150.0,170,4
6,25,913,15,535.7,41328,69,0.00000,0.00000,0.00000,0.00000,38,2,167.5,967.4,3330,1,0,0,0,0,2017/18,65,0,168.0,175,1
6,11,822,16,525.1,41328,64,0.00000,0.00000,0.00000,0.00000,39,1,163.2,815.0,3402,0,0,0,0,0,2018/19,65,0,286.0,158,4
6,16,700,8,708.7,41328,61,0.00000,0.00000,0.00000,0.00000,53,2,205.4,905.2,3229,0,0,0,0,0,2019/20,60,0,438.0,130,1
2,12,518,13,413.3,41328,58,0.00000,0.00000,0.00000,0.00000,20,1,107.9,502.2,2187,0,0,0,1,0,2020/21,60,0,164.0,113,5
3,2,453,7,310.0,41328,56,0.00000,0.00000,0.00000,0.00000,23,1,100.0,476.4,2067,0,0,0,0,0,2021/22,60,0,212.0,87,3
