assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
0,4,0,0,0.0,20452,51,11,2,0.0,0.0,815,0,0,0,0,0,2006/07,55,0.0,39,2
3,0,0,0,0.0,20452,53,14,3,0.0,0.0,774,0,0,0,0,0,2007/08,55,0.0,51,5
1,9,0,6,0.0,20452,57,33,8,0.0,0.0,2185,0,0,0,0,0,2011/12,60,0.0,97,2
6,11,0,10,0.0,20452,58,30,8,0.0,0.0,2151,0,1,0,0,0,2012/13,60,0.0,114,3
2,11,81,7,0.0,20452,55,34,7,0.0,0.0,2240,0,0,0,0,0,2013/14,65,0.0,97,2
6,7,292,7,0.0,20452,54,15,5,0.0,0.0,1545,0,0,0,0,0,2014/15,60,0.0,89,2
4,8,343,9,0.0,20452,57,21,10,0.0,0.0,2111,0,0,0,0,0,2015/16,60,0.0,109,2
2,2,159,2,231.6,20452,61,23,3,100.1,201.6,1262,0,1,0,0,0,2016/17,65,584.0,57,2
2,0,167,4,301.9,20452,56,28,2,104.6,235.6,1570,0,0,0,0,0,2017/18,60,512.0,53,6
2,5,191,2,179.2,20452,47,24,5,84.2,248.6,1260,0,0,0,0,0,2018/19,50,417.0,66,3
