assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,0,28468,42,13,2,0.0,43,0.0,971,0,0,0,0,0,1,2006/07,45,0.0,35,1
0,0,0,0,0.0,0,28468,48,21,3,0.0,701,0.0,1331,0,0,0,0,0,2,2007/08,50,0.0,49,4
0,0,0,0,0.0,0,28468,46,2,0,0.0,1348,0.0,316,0,0,0,0,0,3,2008/09,50,0.0,19,1
2,0,0,0,0.0,0,28468,42,19,1,0.0,2039,0.0,903,0,0,0,0,0,4,2009/10,45,0.0,31,4
0,5,0,6,0.0,0,28468,49,34,8,0.0,2718,0.0,2216,0,0,0,2,0,5,2010/11,50,0.0,92,5
0,4,0,9,0.0,247,28468,56,29,3,0.0,3728,0.0,2120,0,0,0,1,0,6,2011/12,60,0.0,73,4
2,8,0,9,0.0,263,28468,49,49,6,0.0,4440,0.0,2828,0,0,0,1,0,7,2012/13,50,0.0,104,10
2,0,36,1,0.0,108,28468,53,18,2,0.0,5127,0.0,772,0,0,0,0,0,8,2013/14,55,0.0,36,5
4,4,408,13,0.0,375,28468,55,36,3,0.0,5891,0.0,2678,0,0,0,0,0,9,2014/15,55,0.0,99,10
3,5,281,7,0.0,244,28468,51,30,3,0.0,6581,0.0,2039,0,1,0,0,0,10,2015/16,55,0.0,83,5
1,0,52,1,137.9,0,28468,51,6,0,18.3,7295,35.4,218,0,0,0,0,0,11,2016/17,55,11.0,14,1
