h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.88594,4.36748,1.12477,3.60631,"{'att': 369, 'def': 16}","{'att': 110, 'def': 16}",5,17,1,4,0.1878,l,2023-08-12 14:00:00,0,0,1,0,-2.48154
a,0.465741,3.41419,0.465741,3.41419,"{'att': 440, 'def': 23}","{'att': 142, 'def': 20}",4,17,0,3,0.07880000000000001,l,2023-08-25 19:00:00,0,0,1,0,-2.948449
h,2.02244,1.22528,2.02244,1.22528,"{'att': 341, 'def': 16}","{'att': 158, 'def': 23}",8,6,1,2,1.9915000000000003,l,2023-09-01 19:00:00,0,0,1,0,0.7971600000000001
a,1.45705,1.75704,1.45705,1.75704,"{'att': 467, 'def': 12}","{'att': 119, 'def': 18}",3,9,0,1,1.1217,l,2023-09-16 14:00:00,0,0,1,0,-0.29999
h,2.24101,0.762984,1.47984,0.762984,"{'att': 191, 'def': 28}","{'att': 186, 'def': 15}",17,1,1,1,2.5128000000000004,d,2023-09-23 14:00:00,0,1,0,1,0.716856
a,1.5102,3.65377,1.5102,3.65377,"{'att': 275, 'def': 22}","{'att': 84, 'def': 15}",1,11,2,1,0.23559999999999998,w,2023-09-30 14:00:00,1,0,0,3,-2.1435700000000004
h,1.53058,0.920206,1.53058,0.920206,"{'att': 167, 'def': 13}","{'att': 152, 'def': 19}",4,5,1,2,1.853,l,2023-10-03 18:30:00,0,0,1,0,0.6103740000000001
h,0.848118,2.37947,0.848118,2.37947,"{'att': 300, 'def': 25}","{'att': 99, 'def': 21}",6,15,0,1,0.40790000000000004,l,2023-10-07 11:30:00,0,0,1,0,-1.531352
a,1.49555,3.27549,1.49555,3.27549,"{'att': 292, 'def': 18}","{'att': 160, 'def': 18}",6,4,2,2,0.3899,d,2023-10-21 14:00:00,0,1,0,1,-1.77994
a,0.453117,3.07654,0.453117,3.07654,"{'att': 419, 'def': 17}","{'att': 134, 'def': 10}",2,15,1,3,0.0793,l,2023-10-29 14:00:00,0,0,1,0,-2.623423
h,1.3411,3.03925,1.3411,3.03925,"{'att': 369, 'def': 17}","{'att': 98, 'def': 26}",1,14,1,1,0.3685,d,2023-11-05 16:30:00,0,1,0,1,-1.69815
a,0.408265,2.74105,0.408265,2.74105,"{'att': 264, 'def': 13}","{'att': 172, 'def': 21}",4,10,0,1,0.11710000000000001,l,2023-11-11 15:00:00,0,0,1,0,-2.332785
h,0.996153,1.83546,0.996153,1.83546,"{'att': 302, 'def': 23}","{'att': 168, 'def': 26}",4,10,2,1,0.7188,w,2023-11-25 15:00:00,1,0,0,3,-0.8393070000000001
a,0.227176,3.25952,0.227176,3.25952,"{'att': 300, 'def': 10}","{'att': 141, 'def': 29}",3,4,1,3,0.0421,l,2023-12-02 15:00:00,0,0,1,0,-3.032344
h,0.526254,2.58815,0.526254,2.58815,"{'att': 357, 'def': 23}","{'att': 152, 'def': 25}",0,19,3,4,0.19290000000000002,l,2023-12-05 20:15:00,0,0,1,0,-2.061896
h,0.689037,2.23353,0.689037,2.23353,"{'att': 297, 'def': 28}","{'att': 153, 'def': 16}",4,9,1,2,0.33999999999999997,l,2023-12-10 14:00:00,0,0,1,0,-1.5444930000000001
h,1.81844,1.41488,1.81844,1.41488,"{'att': 311, 'def': 28}","{'att': 117, 'def': 22}",2,16,1,0,1.7094,w,2023-12-23 15:00:00,1,0,0,3,0.40356000000000014
a,0.715575,3.61788,0.715575,3.61788,"{'att': 156, 'def': 21}","{'att': 187, 'def': 25}",3,7,3,2,0.0854,w,2023-12-26 15:00:00,1,0,0,3,-2.902305
h,2.64093,1.57463,2.64093,1.57463,"{'att': 247, 'def': 32}","{'att': 222, 'def': 25}",5,4,2,3,2.1866,l,2023-12-30 12:30:00,0,0,1,0,1.0663
a,0.965167,1.52023,0.965167,1.52023,"{'att': 140, 'def': 21}","{'att': 305, 'def': 16}",7,5,1,1,0.911,d,2024-01-12 19:45:00,0,1,0,1,-0.555063
h,3.63312,1.01366,3.63312,1.01366,"{'att': 324, 'def': 25}","{'att': 170, 'def': 24}",5,2,4,0,2.8399,w,2024-01-30 19:45:00,1,0,0,3,2.61946
a,2.67463,2.37353,1.91346,2.37353,"{'att': 198, 'def': 28}","{'att': 192, 'def': 28}",8,9,4,4,1.6034,d,2024-02-03 15:00:00,0,1,0,1,-0.4600700000000002
h,1.76215,1.98283,1.00099,1.22166,"{'att': 64, 'def': 16}","{'att': 269, 'def': 18}",9,4,1,3,1.1653,l,2024-02-10 15:00:00,0,0,1,0,-0.22066999999999992
h,1.57234,3.58973,1.57234,3.58973,"{'att': 210, 'def': 19}","{'att': 247, 'def': 29}",11,9,1,2,0.3598,l,2024-02-18 16:30:00,0,0,1,0,-2.01739
a,0.956512,3.70302,0.956512,3.70302,"{'att': 246, 'def': 20}","{'att': 168, 'def': 35}",4,16,1,4,0.1659,l,2024-02-21 15:00:00,0,0,1,0,-2.746508
h,2.43312,2.08586,2.43312,2.08586,"{'att': 287, 'def': 21}","{'att': 224, 'def': 20}",3,6,2,3,1.6418000000000001,l,2024-03-02 17:30:00,0,0,1,0,0.34726000000000035
