h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,4.36748,1.88594,3.60631,1.12477,"{'att': 110, 'def': 16}","{'att': 369, 'def': 16}",17,5,4,1,2.7246,w,2023-08-12 14:00:00,1,0,0,3,2.48154
a,3.15562,2.68821,3.15562,2.68821,"{'att': 263, 'def': 35}","{'att': 327, 'def': 24}",14,6,4,1,1.6748,w,2023-08-19 14:00:00,1,0,0,3,0.46740999999999966
h,1.3743,2.9527,1.3743,2.9527,"{'att': 80, 'def': 21}","{'att': 283, 'def': 10}",23,7,1,3,0.4377,l,2023-08-26 16:30:00,0,0,1,0,-1.5784
h,1.32258,0.90476,1.32258,0.90476,"{'att': 273, 'def': 27}","{'att': 360, 'def': 30}",9,7,3,1,1.7291,w,2023-09-02 16:30:00,1,0,0,3,0.4178200000000001
a,1.93908,0.719951,1.93908,0.719951,"{'att': 289, 'def': 22}","{'att': 517, 'def': 23}",4,5,3,1,2.3165,w,2023-09-16 14:00:00,1,0,0,3,1.219129
h,2.14533,1.58984,2.14533,1.58984,"{'att': 156, 'def': 28}","{'att': 352, 'def': 35}",8,4,3,1,1.81,w,2023-09-24 13:00:00,1,0,0,3,0.55549
a,1.72819,1.90746,1.72819,1.90746,"{'att': 146, 'def': 34}","{'att': 321, 'def': 33}",11,15,1,6,1.2432999999999998,l,2023-09-30 11:30:00,0,0,1,0,-0.17927000000000004
h,2.23187,2.51029,2.23187,1.74913,"{'att': 324, 'def': 21}","{'att': 277, 'def': 36}",4,15,2,2,1.184,d,2023-10-08 13:00:00,0,1,0,1,0.4827399999999997
a,0.963733,0.962509,0.963733,0.962509,"{'att': 337, 'def': 23}","{'att': 350, 'def': 24}",4,7,1,2,1.3327,l,2023-10-21 14:00:00,0,0,1,0,0.0012240000000000029
h,1.31996,0.552523,1.31996,0.552523,"{'att': 183, 'def': 24}","{'att': 570, 'def': 29}",8,9,1,1,1.9908000000000001,d,2023-10-29 14:00:00,0,1,0,1,0.767437
a,0.442489,0.617607,0.442489,0.617607,"{'att': 84, 'def': 9}","{'att': 534, 'def': 13}",11,0,1,1,1.064,d,2023-11-04 15:00:00,0,1,0,1,-0.175118
h,1.08601,0.84434,1.08601,0.84434,"{'att': 201, 'def': 16}","{'att': 413, 'def': 33}",4,13,1,1,1.5529,d,2023-11-12 14:00:00,0,1,0,1,0.24166999999999994
a,1.21792,2.22655,0.456822,1.46538,"{'att': 246, 'def': 14}","{'att': 364, 'def': 14}",9,12,3,2,0.6338,w,2023-11-25 15:00:00,1,0,0,3,-1.0085579999999998
a,0.855058,1.66304,0.855058,0.901874,"{'att': 170, 'def': 24}","{'att': 359, 'def': 16}",13,8,2,3,0.6573,l,2023-12-03 14:00:00,0,0,1,0,-0.04681599999999997
h,1.54099,1.22007,1.54099,0.458899,"{'att': 215, 'def': 24}","{'att': 298, 'def': 26}",19,2,2,1,1.5910000000000002,w,2023-12-06 19:30:00,1,0,0,3,1.0820910000000001
h,2.96247,1.05162,2.96247,1.05162,"{'att': 160, 'def': 21}","{'att': 409, 'def': 14}",22,4,1,1,2.5833999999999997,d,2023-12-09 15:00:00,0,1,0,1,1.9108500000000002
a,0.663054,2.76976,0.663054,2.76976,"{'att': 233, 'def': 12}","{'att': 344, 'def': 25}",3,19,0,2,0.2353,l,2023-12-17 14:00:00,0,0,1,0,-2.106706
a,1.33653,1.65409,1.33653,1.65409,"{'att': 228, 'def': 30}","{'att': 456, 'def': 13}",14,9,1,1,1.1088,d,2023-12-21 20:00:00,0,1,0,1,-0.31756000000000006
h,3.84702,2.06955,2.32468,2.06955,"{'att': 265, 'def': 33}","{'att': 273, 'def': 22}",5,28,4,2,2.4309000000000003,w,2023-12-28 19:30:00,1,0,0,3,0.25512999999999986
a,2.1552,0.9831,2.1552,0.9831,"{'att': 214, 'def': 21}","{'att': 490, 'def': 13}",17,4,0,0,2.1981,d,2024-01-02 18:30:00,0,1,0,1,1.1721
h,1.3701,1.14116,1.3701,1.14116,"{'att': 195, 'def': 22}","{'att': 406, 'def': 16}",16,4,0,0,1.5261,d,2024-01-22 19:45:00,0,1,0,1,0.22894000000000014
a,1.01366,3.63312,1.01366,3.63312,"{'att': 170, 'def': 24}","{'att': 324, 'def': 25}",2,5,0,4,0.1054,l,2024-01-30 19:45:00,0,0,1,0,-2.61946
h,1.92591,0.241137,1.92591,0.241137,"{'att': 261, 'def': 27}","{'att': 631, 'def': 31}",3,3,4,1,2.6679,w,2024-02-03 15:00:00,1,0,0,3,1.684773
a,1.49285,2.10928,0.73168,2.10928,"{'att': 280, 'def': 22}","{'att': 300, 'def': 22}",10,13,1,2,0.9348000000000001,l,2024-02-10 15:00:00,0,0,1,0,-1.3776000000000002
a,3.35549,0.586214,3.35549,0.586214,"{'att': 101, 'def': 17}","{'att': 386, 'def': 2}",15,3,5,0,2.8676,w,2024-02-18 14:00:00,1,0,0,3,2.769276
h,1.6538,0.286655,1.6538,0.286655,"{'att': 222, 'def': 27}","{'att': 391, 'def': 23}",9,4,1,1,2.4414000000000002,d,2024-02-24 15:00:00,0,1,0,1,1.3671449999999998
a,1.15198,1.37604,1.15198,1.37604,"{'att': 160, 'def': 26}","{'att': 438, 'def': 22}",15,3,0,3,1.1747999999999998,l,2024-03-02 15:00:00,0,0,1,0,-0.22405999999999993
