h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.97087,1.72228,1.97087,1.72228,"{'att': 233, 'def': 32}","{'att': 243, 'def': 18}",16,12,1,0,1.5762,w,2023-08-14 19:00:00,1,0,0,3,0.24858999999999987
a,2.44604,2.53904,2.44604,2.53904,"{'att': 313, 'def': 25}","{'att': 197, 'def': 20}",12,12,0,2,1.3163,l,2023-08-19 16:30:00,0,0,1,0,-0.09299999999999997
h,3.02803,0.960354,2.26686,0.960354,"{'att': 160, 'def': 19}","{'att': 258, 'def': 13}",13,5,3,2,2.6857,w,2023-08-26 14:00:00,1,0,0,3,1.3065059999999997
a,0.966109,1.90973,0.966109,1.90973,"{'att': 261, 'def': 10}","{'att': 311, 'def': 16}",4,11,1,3,0.6584,l,2023-09-03 15:30:00,0,0,1,0,-0.9436209999999999
h,0.719951,1.93908,0.719951,1.93908,"{'att': 517, 'def': 23}","{'att': 289, 'def': 22}",5,4,1,3,0.5,l,2023-09-16 14:00:00,0,0,1,0,-1.219129
a,0.840273,0.935444,0.840273,0.935444,"{'att': 396, 'def': 19}","{'att': 233, 'def': 13}",9,8,1,0,1.2390999999999999,w,2023-09-23 19:00:00,1,0,0,3,-0.095171
h,1.55408,1.19015,1.55408,1.19015,"{'att': 106, 'def': 29}","{'att': 398, 'def': 19}",16,1,0,1,1.6395,l,2023-09-30 14:00:00,0,0,1,0,0.36392999999999986
h,1.29356,1.02509,1.29356,1.02509,"{'att': 171, 'def': 20}","{'att': 194, 'def': 23}",17,2,2,1,1.5749,w,2023-10-07 14:00:00,1,0,0,3,0.26847
a,1.46187,1.41074,1.46187,0.649567,"{'att': 135, 'def': 11}","{'att': 296, 'def': 21}",7,7,2,1,1.3651999999999997,w,2023-10-21 19:00:00,1,0,0,3,0.812303
h,0.714628,4.54595,0.714628,3.78478,"{'att': 297, 'def': 14}","{'att': 229, 'def': 12}",4,21,0,3,0.0225,l,2023-10-29 15:30:00,0,0,1,0,-3.070152
a,0.697095,1.18241,0.697095,1.18241,"{'att': 184, 'def': 22}","{'att': 254, 'def': 15}",7,3,1,0,0.9259,w,2023-11-04 12:30:00,1,0,0,3,-0.48531499999999994
h,2.74105,0.408265,2.74105,0.408265,"{'att': 172, 'def': 21}","{'att': 264, 'def': 13}",10,4,1,0,2.8168,w,2023-11-11 15:00:00,1,0,0,3,2.332785
a,2.07334,2.49764,1.31218,2.49764,"{'att': 220, 'def': 16}","{'att': 251, 'def': 24}",6,10,3,0,1.0874000000000001,w,2023-11-26 16:30:00,1,0,0,3,-1.1854600000000002
a,0.422674,2.90191,0.422674,2.90191,"{'att': 235, 'def': 15}","{'att': 187, 'def': 22}",2,17,0,1,0.10619999999999999,l,2023-12-02 20:00:00,0,0,1,0,-2.479236
h,4.03949,2.3512,3.26308,2.3512,"{'att': 339, 'def': 23}","{'att': 202, 'def': 18}",8,6,2,1,2.348,w,2023-12-06 20:15:00,1,0,0,3,0.91188
h,1.11296,1.9742,1.11296,1.9742,"{'att': 141, 'def': 22}","{'att': 334, 'def': 24}",15,6,0,3,0.6859,l,2023-12-09 15:00:00,0,0,1,0,-0.86124
a,0.632715,1.97111,0.632715,1.97111,"{'att': 304, 'def': 13}","{'att': 145, 'def': 28}",7,12,0,0,0.4708,d,2023-12-17 16:30:00,0,1,0,1,-1.3383949999999998
a,0.730496,1.51468,0.730496,1.51468,"{'att': 153, 'def': 25}","{'att': 349, 'def': 21}",7,4,0,2,0.7029,l,2023-12-23 12:30:00,0,0,1,0,-0.784184
h,1.20104,1.83637,1.20104,1.83637,"{'att': 268, 'def': 36}","{'att': 213, 'def': 14}",4,12,3,2,0.8528,w,2023-12-26 20:00:00,1,0,0,3,-0.63533
a,0.651905,0.744348,0.651905,0.744348,"{'att': 210, 'def': 16}","{'att': 230, 'def': 15}",9,7,1,2,1.207,l,2023-12-30 17:30:00,0,0,1,0,-0.09244300000000005
h,0.923233,1.31224,0.923233,1.31224,"{'att': 368, 'def': 19}","{'att': 169, 'def': 26}",6,3,2,2,1.0110000000000001,d,2024-01-14 16:30:00,0,1,0,1,-0.3890070000000001
a,3.22698,2.27609,3.22698,1.51492,"{'att': 264, 'def': 21}","{'att': 276, 'def': 18}",9,9,4,3,2.018,w,2024-02-01 20:15:00,1,0,0,3,1.7120600000000001
h,0.96721,1.1807,0.96721,1.1807,"{'att': 221, 'def': 25}","{'att': 304, 'def': 14}",9,3,3,0,1.1898,w,2024-02-04 14:00:00,1,0,0,3,-0.21349000000000007
a,2.44591,2.64675,2.44591,2.64675,"{'att': 235, 'def': 20}","{'att': 237, 'def': 20}",4,10,2,1,1.2387000000000001,w,2024-02-11 16:30:00,1,0,0,3,-0.2008399999999999
a,3.58973,1.57234,3.58973,1.57234,"{'att': 247, 'def': 29}","{'att': 210, 'def': 19}",9,11,2,1,2.5207,w,2024-02-18 16:30:00,1,0,0,3,2.01739
h,1.96036,1.1385,1.96036,1.1385,"{'att': 236, 'def': 22}","{'att': 265, 'def': 16}",11,11,1,2,2.0153,l,2024-02-24 15:00:00,0,0,1,0,0.82186
a,0.153764,2.64173,0.153764,2.64173,"{'att': 309, 'def': 17}","{'att': 171, 'def': 17}",1,26,1,3,0.0737,l,2024-03-03 15:30:00,0,0,1,0,-2.487966
