h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,4.32208,1.486,4.32208,1.486,"{'att': 255, 'def': 17}","{'att': 324, 'def': 28}",9,6,5,1,2.7626000000000004,w,2023-08-12 16:30:00,1,0,0,3,2.83608
a,0.257154,1.22528,0.257154,1.22528,"{'att': 419, 'def': 27}","{'att': 286, 'def': 21}",5,9,0,1,0.4939,l,2023-08-19 19:00:00,0,0,1,0,-0.9681259999999999
h,1.62037,0.856121,1.62037,0.856121,"{'att': 227, 'def': 21}","{'att': 370, 'def': 23}",5,5,1,2,1.9344999999999999,l,2023-08-27 15:30:00,0,0,1,0,0.7642490000000001
a,0.90476,1.32258,0.90476,1.32258,"{'att': 360, 'def': 30}","{'att': 273, 'def': 27}",7,9,1,3,0.9703999999999999,l,2023-09-02 16:30:00,0,0,1,0,-0.4178200000000001
h,1.50126,0.633678,0.740091,0.633678,"{'att': 176, 'def': 23}","{'att': 215, 'def': 27}",8,4,1,0,2.1862,w,2023-09-16 16:30:00,1,0,0,3,0.10641300000000009
a,5.1082,0.579392,5.1082,0.579392,"{'att': 262, 'def': 30}","{'att': 373, 'def': 25}",11,5,8,0,2.9736,w,2023-09-24 15:30:00,1,0,0,3,4.528808
h,3.08516,0.801849,2.32399,0.801849,"{'att': 288, 'def': 27}","{'att': 328, 'def': 18}",7,5,2,0,2.7621,w,2023-09-30 14:00:00,1,0,0,3,1.5221409999999997
a,1.97865,0.931345,1.97865,0.931345,"{'att': 145, 'def': 23}","{'att': 359, 'def': 14}",6,2,2,2,2.2586999999999997,d,2023-10-08 13:00:00,0,1,0,1,1.0473050000000002
h,3.73336,1.08795,3.73336,1.08795,"{'att': 216, 'def': 18}","{'att': 353, 'def': 28}",9,3,4,0,2.7762000000000002,w,2023-10-21 14:00:00,1,0,0,3,2.64541
a,2.31987,0.863393,1.5587,0.863393,"{'att': 217, 'def': 30}","{'att': 331, 'def': 28}",3,8,2,2,2.4965,d,2023-10-28 16:30:00,0,1,0,1,0.695307
h,1.12355,0.535473,1.12355,0.535473,"{'att': 195, 'def': 24}","{'att': 179, 'def': 20}",4,7,1,0,2.0353,w,2023-11-04 17:30:00,1,0,0,3,0.5880770000000001
a,0.306141,2.78424,0.306141,2.78424,"{'att': 231, 'def': 10}","{'att': 258, 'def': 27}",3,7,0,2,0.0844,l,2023-11-11 17:30:00,0,0,1,0,-2.4780990000000003
h,2.15227,0.968061,2.15227,0.968061,"{'att': 255, 'def': 27}","{'att': 263, 'def': 27}",7,6,4,1,2.247,w,2023-11-25 15:00:00,1,0,0,3,1.184209
h,2.90191,0.422674,2.90191,0.422674,"{'att': 187, 'def': 22}","{'att': 235, 'def': 15}",17,2,1,0,2.8305,w,2023-12-02 20:00:00,1,0,0,3,2.479236
a,1.29564,2.95393,1.29564,2.95393,"{'att': 145, 'def': 12}","{'att': 333, 'def': 37}",4,13,0,3,0.43000000000000005,l,2023-12-07 19:30:00,0,0,1,0,-1.6582900000000003
a,1.61368,4.40118,1.61368,3.64001,"{'att': 272, 'def': 32}","{'att': 219, 'def': 30}",9,12,1,4,0.1711,l,2023-12-10 16:30:00,0,0,1,0,-2.02633
h,4.27933,0.471042,4.27933,0.471042,"{'att': 146, 'def': 18}","{'att': 331, 'def': 11}",23,4,3,0,2.9789,w,2023-12-16 15:00:00,1,0,0,3,3.8082879999999997
a,1.41488,1.81844,1.41488,1.81844,"{'att': 117, 'def': 22}","{'att': 311, 'def': 28}",16,2,0,1,1.0398,l,2023-12-23 15:00:00,0,0,1,0,-0.40356000000000014
h,2.79106,3.1074,2.02989,3.1074,"{'att': 208, 'def': 30}","{'att': 255, 'def': 20}",18,4,1,3,1.1520000000000001,l,2023-12-26 12:30:00,0,0,1,0,-1.0775100000000002
a,0.910974,6.67151,0.910974,5.02355,"{'att': 284, 'def': 19}","{'att': 193, 'def': 40}",4,16,2,4,0.0027,l,2024-01-01 19:00:00,0,0,1,0,-4.112576000000001
h,1.23638,2.55452,1.23638,2.55452,"{'att': 275, 'def': 16}","{'att': 157, 'def': 17}",6,25,2,3,0.5402,l,2024-01-13 17:30:00,0,0,1,0,-1.31814
a,3.3224,1.44485,3.3224,1.44485,"{'att': 297, 'def': 27}","{'att': 215, 'def': 23}",10,12,3,1,2.5302999999999995,w,2024-01-30 20:15:00,1,0,0,3,1.87755
h,2.37353,2.67463,2.37353,1.91346,"{'att': 192, 'def': 28}","{'att': 198, 'def': 28}",9,8,4,4,1.169,d,2024-02-03 15:00:00,0,1,0,1,0.4600700000000002
a,0.511375,0.968075,0.511375,0.968075,"{'att': 162, 'def': 17}","{'att': 423, 'def': 16}",7,7,3,2,0.8567,w,2024-02-10 17:30:00,1,0,0,3,-0.4567
h,2.38425,2.08098,1.62308,2.08098,"{'att': 111, 'def': 17}","{'att': 245, 'def': 35}",9,3,2,2,1.5887000000000002,d,2024-02-17 15:00:00,0,1,0,1,-0.45789999999999975
a,0.217373,2.59336,0.217373,2.59336,"{'att': 267, 'def': 10}","{'att': 282, 'def': 31}",4,17,1,4,0.0844,l,2024-02-24 20:00:00,0,0,1,0,-2.3759870000000003
h,3.33495,0.507769,3.33495,0.507769,"{'att': 331, 'def': 31}","{'att': 265, 'def': 18}",8,5,3,0,2.8959,w,2024-03-02 15:00:00,1,0,0,3,2.827181
