h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.72228,1.97087,1.72228,1.97087,"{'att': 243, 'def': 18}","{'att': 233, 'def': 32}",12,16,0,1,1.1733,l,2023-08-14 19:00:00,0,0,1,0,-0.24858999999999987
h,2.68821,3.15562,2.68821,3.15562,"{'att': 327, 'def': 24}","{'att': 263, 'def': 35}",6,14,1,4,1.1195,l,2023-08-19 14:00:00,0,0,1,0,-0.46740999999999966
a,1.40228,1.89792,1.40228,1.89792,"{'att': 194, 'def': 19}","{'att': 313, 'def': 24}",4,7,1,0,1.0219,w,2023-08-26 14:00:00,1,0,0,3,-0.4956400000000001
a,1.13911,2.32935,1.13911,2.32935,"{'att': 191, 'def': 29}","{'att': 296, 'def': 25}",8,11,2,3,0.5703,l,2023-09-03 13:00:00,0,0,1,0,-1.1902399999999997
h,0.538833,2.82701,0.538833,2.82701,"{'att': 404, 'def': 22}","{'att': 210, 'def': 21}",9,16,1,3,0.12719999999999998,l,2023-09-16 11:30:00,0,0,1,0,-2.288177
a,0.762984,2.24101,0.762984,1.47984,"{'att': 186, 'def': 15}","{'att': 191, 'def': 28}",1,17,1,1,0.30569999999999997,d,2023-09-23 14:00:00,0,1,0,1,-0.716856
h,0.673985,0.98075,0.673985,0.98075,"{'att': 209, 'def': 13}","{'att': 149, 'def': 28}",1,13,2,1,1.0944,w,2023-09-30 14:00:00,1,0,0,3,-0.30676500000000007
h,1.76232,1.81618,1.76232,1.81618,"{'att': 239, 'def': 21}","{'att': 223, 'def': 15}",3,9,1,1,1.3605,d,2023-10-08 13:00:00,0,1,0,1,-0.0538599999999998
a,2.30454,1.01839,2.30454,1.01839,"{'att': 136, 'def': 21}","{'att': 298, 'def': 21}",15,5,2,1,2.294,w,2023-10-21 14:00:00,1,0,0,3,1.28615
h,0.863393,2.31987,0.863393,1.5587,"{'att': 331, 'def': 28}","{'att': 217, 'def': 30}",8,3,2,2,0.3476,d,2023-10-28 16:30:00,0,1,0,1,-0.695307
a,1.14803,1.10165,1.14803,0.340518,"{'att': 120, 'def': 5}","{'att': 310, 'def': 32}",4,3,1,2,1.3507,l,2023-11-04 15:00:00,0,0,1,0,0.8075120000000001
h,1.90884,0.432315,1.90884,0.432315,"{'att': 381, 'def': 37}","{'att': 256, 'def': 29}",6,5,2,1,2.4936000000000003,w,2023-11-11 12:30:00,1,0,0,3,1.476525
a,1.57875,2.49057,0.817578,0.968233,"{'att': 381, 'def': 11}","{'att': 265, 'def': 31}",4,12,2,3,0.6443,l,2023-11-27 20:00:00,0,0,1,0,-0.15065499999999998
a,1.07886,3.30368,1.07886,3.30368,"{'att': 290, 'def': 17}","{'att': 276, 'def': 32}",1,16,1,2,0.2162,l,2023-12-02 15:00:00,0,0,1,0,-2.2248200000000002
h,1.11886,0.781542,1.11886,0.781542,"{'att': 216, 'def': 19}","{'att': 289, 'def': 25}",4,2,1,0,1.6513,w,2023-12-05 19:30:00,1,0,0,3,0.337318
h,1.02199,1.21801,1.02199,1.21801,"{'att': 158, 'def': 18}","{'att': 396, 'def': 21}",4,5,1,1,1.1472000000000002,d,2023-12-09 15:00:00,0,1,0,1,-0.19602000000000008
a,0.556206,1.03828,0.556206,1.03828,"{'att': 217, 'def': 27}","{'att': 289, 'def': 25}",9,4,0,3,0.8795999999999999,l,2023-12-17 14:00:00,0,0,1,0,-0.4820740000000001
h,1.74626,1.75447,1.74626,1.75447,"{'att': 334, 'def': 29}","{'att': 114, 'def': 17}",6,19,2,1,1.3435,w,2023-12-24 13:00:00,1,0,0,3,-0.00821000000000005
a,1.89483,2.59347,1.89483,2.59347,"{'att': 298, 'def': 22}","{'att': 220, 'def': 21}",7,15,4,1,0.9208000000000001,w,2023-12-27 19:30:00,1,0,0,3,-0.6986399999999999
h,2.64477,0.519641,2.64477,0.519641,"{'att': 238, 'def': 22}","{'att': 297, 'def': 36}",10,3,3,0,2.8174,w,2023-12-30 15:00:00,1,0,0,3,2.125129
a,1.14116,1.3701,1.14116,1.3701,"{'att': 406, 'def': 16}","{'att': 195, 'def': 22}",4,16,0,0,1.1415,d,2024-01-22 19:45:00,0,1,0,1,-0.22894000000000014
h,2.27609,3.22698,1.51492,3.22698,"{'att': 276, 'def': 18}","{'att': 264, 'def': 21}",9,9,3,4,0.773,l,2024-02-01 20:15:00,0,0,1,0,-1.7120600000000001
a,2.48996,2.35967,1.72879,2.35967,"{'att': 337, 'def': 19}","{'att': 219, 'def': 25}",6,13,4,2,1.4731,w,2024-02-04 14:00:00,1,0,0,3,-0.6308799999999999
h,1.05781,1.84908,1.05781,1.84908,"{'att': 110, 'def': 19}","{'att': 317, 'def': 20}",7,3,0,2,0.7488,l,2024-02-10 15:00:00,0,0,1,0,-0.7912700000000001
a,1.77591,1.59768,1.77591,1.59768,"{'att': 292, 'def': 19}","{'att': 139, 'def': 28}",5,19,2,1,1.5262,w,2024-02-17 15:00:00,1,0,0,3,0.1782300000000001
h,1.21618,0.654342,1.21618,0.654342,"{'att': 177, 'def': 11}","{'att': 394, 'def': 15}",7,5,1,0,1.8486999999999998,w,2024-02-25 13:30:00,1,0,0,3,0.5618380000000001
a,0.507769,3.33495,0.507769,3.33495,"{'att': 265, 'def': 18}","{'att': 331, 'def': 31}",5,8,0,3,0.06659999999999999,l,2024-03-02 15:00:00,0,0,1,0,-2.827181
