h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.51025,1.4834,1.51025,1.4834,"{'att': 138, 'def': 27}","{'att': 292, 'def': 30}",9,8,1,1,1.3845999999999998,d,2023-08-12 14:00:00,0,1,0,1,0.02685000000000004
a,1.3867,3.25448,1.3867,2.33406,"{'att': 356, 'def': 32}","{'att': 167, 'def': 23}",8,11,1,3,0.3288,l,2023-08-19 14:00:00,0,0,1,0,-0.94736
h,0.483582,2.26115,0.483582,2.26115,"{'att': 316, 'def': 31}","{'att': 200, 'def': 26}",6,20,0,2,0.26039999999999996,l,2023-08-26 11:30:00,0,0,1,0,-1.7775680000000003
a,2.11013,3.07185,2.11013,3.07185,"{'att': 294, 'def': 21}","{'att': 137, 'def': 24}",5,15,2,2,0.7923,d,2023-09-02 14:00:00,0,1,0,1,-0.9617200000000001
h,1.32515,1.39677,1.32515,1.39677,"{'att': 343, 'def': 21}","{'att': 160, 'def': 28}",9,17,0,0,1.3224,d,2023-09-17 13:00:00,0,1,0,1,-0.07162000000000002
a,1.58984,2.14533,1.58984,2.14533,"{'att': 352, 'def': 35}","{'att': 156, 'def': 28}",4,8,1,3,0.9499,l,2023-09-24 13:00:00,0,0,1,0,-0.55549
h,0.644443,4.0742,0.644443,2.55187,"{'att': 330, 'def': 22}","{'att': 167, 'def': 28}",13,15,0,4,0.0368,l,2023-09-30 14:00:00,0,0,1,0,-1.9074270000000002
a,0.981732,3.16482,0.981732,3.16482,"{'att': 191, 'def': 22}","{'att': 243, 'def': 34}",13,8,0,3,0.1958,l,2023-10-07 14:00:00,0,0,1,0,-2.183088
h,1.01839,2.30454,1.01839,2.30454,"{'att': 298, 'def': 21}","{'att': 136, 'def': 21}",5,15,1,2,0.506,l,2023-10-21 14:00:00,0,0,1,0,-1.28615
h,1.10052,0.90255,1.10052,0.90255,"{'att': 279, 'def': 30}","{'att': 204, 'def': 18}",8,4,2,1,1.4745,w,2023-10-28 14:00:00,1,0,0,3,0.19796999999999998
a,0.643127,2.39949,0.643127,2.39949,"{'att': 378, 'def': 13}","{'att': 258, 'def': 12}",6,18,1,6,0.3185,l,2023-11-04 15:00:00,0,0,1,0,-1.7563630000000001
h,2.78424,0.306141,2.78424,0.306141,"{'att': 258, 'def': 27}","{'att': 231, 'def': 10}",7,3,2,0,2.8638999999999997,w,2023-11-11 17:30:00,1,0,0,3,2.4780990000000003
a,3.13975,0.816227,3.13975,0.816227,"{'att': 193, 'def': 11}","{'att': 275, 'def': 26}",7,7,3,1,2.6885000000000003,w,2023-11-25 15:00:00,1,0,0,3,2.323523
h,2.54937,0.89511,2.54937,0.89511,"{'att': 263, 'def': 34}","{'att': 114, 'def': 24}",10,3,2,2,2.5224,d,2023-12-03 14:00:00,0,1,0,1,1.6542600000000003
a,1.79997,1.26441,1.79997,1.26441,"{'att': 292, 'def': 31}","{'att': 174, 'def': 23}",7,9,2,0,1.8231,w,2023-12-06 19:30:00,1,0,0,3,0.53556
a,1.9742,1.11296,1.9742,1.11296,"{'att': 334, 'def': 24}","{'att': 141, 'def': 22}",6,15,3,0,2.0899,w,2023-12-09 15:00:00,1,0,0,3,0.86124
a,1.89067,0.791806,1.89067,0.791806,"{'att': 102, 'def': 26}","{'att': 244, 'def': 19}",7,4,3,2,2.1945,w,2023-12-23 15:00:00,1,0,0,3,1.098864
h,2.07911,0.324365,1.31795,0.324365,"{'att': 307, 'def': 28}","{'att': 238, 'def': 29}",9,9,3,0,2.6859,w,2023-12-26 15:00:00,1,0,0,3,0.9935849999999999
a,1.58229,2.15027,1.58229,2.15027,"{'att': 238, 'def': 40}","{'att': 213, 'def': 20}",15,13,1,3,0.9894999999999999,l,2023-12-31 14:00:00,0,0,1,0,-0.5679799999999999
h,0.834585,1.53344,0.834585,1.53344,"{'att': 281, 'def': 28}","{'att': 149, 'def': 31}",10,15,0,4,0.7769999999999999,l,2024-01-21 16:30:00,0,0,1,0,-0.6988549999999999
a,1.13487,1.3128,1.13487,0.551632,"{'att': 251, 'def': 31}","{'att': 216, 'def': 23}",5,2,1,1,1.1286,d,2024-02-01 19:30:00,0,1,0,1,0.583238
h,1.1895,0.456548,1.1895,0.456548,"{'att': 204, 'def': 33}","{'att': 141, 'def': 20}",4,6,1,1,2.182,d,2024-02-04 14:00:00,0,1,0,1,0.732952
