h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.311032,2.40074,0.311032,2.40074,"{'att': 463, 'def': 14}","{'att': 237, 'def': 15}",4,9,0,3,0.1385,l,2023-08-11 19:00:00,0,0,1,0,-2.089708
h,0.630605,2.83691,0.630605,2.83691,"{'att': 254, 'def': 31}","{'att': 365, 'def': 15}",8,9,1,3,0.1484,l,2023-08-27 13:00:00,0,0,1,0,-2.206305
h,1.66604,2.39785,1.66604,2.39785,"{'att': 318, 'def': 38}","{'att': 271, 'def': 22}",7,16,2,5,0.8858999999999999,l,2023-09-02 14:00:00,0,0,1,0,-0.7318100000000001
a,0.807651,0.705795,0.807651,0.705795,"{'att': 216, 'def': 24}","{'att': 305, 'def': 20}",1,9,1,1,1.449,d,2023-09-18 18:45:00,0,1,0,1,0.10185600000000006
h,0.935444,0.840273,0.935444,0.840273,"{'att': 233, 'def': 13}","{'att': 396, 'def': 19}",8,9,0,1,1.4161,l,2023-09-23 19:00:00,0,0,1,0,0.095171
a,0.801849,3.08516,0.801849,2.32399,"{'att': 328, 'def': 18}","{'att': 288, 'def': 27}",5,7,0,2,0.156,l,2023-09-30 14:00:00,0,0,1,0,-1.5221409999999997
a,0.920206,1.53058,0.920206,1.53058,"{'att': 152, 'def': 19}","{'att': 167, 'def': 13}",5,4,2,1,0.8708,w,2023-10-03 18:30:00,1,0,0,3,-0.6103740000000001
h,0.956642,1.97566,0.956642,1.2145,"{'att': 459, 'def': 20}","{'att': 274, 'def': 35}",3,10,1,4,0.5623,l,2023-10-07 14:00:00,0,0,1,0,-0.2578579999999999
a,0.693129,3.15685,0.693129,3.15685,"{'att': 220, 'def': 15}","{'att': 271, 'def': 28}",3,15,0,3,0.13090000000000002,l,2023-10-21 14:00:00,0,0,1,0,-2.463721
a,0.90255,1.10052,0.90255,1.10052,"{'att': 204, 'def': 18}","{'att': 279, 'def': 30}",4,8,1,2,1.1673,l,2023-10-28 14:00:00,0,0,1,0,-0.19796999999999998
h,1.4998,1.43653,1.4998,1.43653,"{'att': 160, 'def': 20}","{'att': 355, 'def': 14}",9,2,0,2,1.3784999999999998,l,2023-11-04 15:00:00,0,0,1,0,0.06326999999999994
a,0.327706,2.63194,0.327706,2.63194,"{'att': 256, 'def': 13}","{'att': 187, 'def': 19}",2,14,1,3,0.0538,l,2023-11-11 15:00:00,0,0,1,0,-2.304234
h,1.44228,1.36963,0.681108,1.36963,"{'att': 268, 'def': 25}","{'att': 320, 'def': 14}",2,2,1,2,1.4204,l,2023-11-25 15:00:00,0,0,1,0,-0.6885219999999999
h,2.60469,0.618131,2.60469,0.618131,"{'att': 194, 'def': 17}","{'att': 275, 'def': 18}",13,3,5,0,2.6651000000000002,w,2023-12-02 15:00:00,1,0,0,3,1.9865590000000002
a,0.781542,1.11886,0.781542,1.11886,"{'att': 289, 'def': 25}","{'att': 216, 'def': 19}",2,4,0,1,1.0087,l,2023-12-05 19:30:00,0,0,1,0,-0.337318
a,1.05162,2.96247,1.05162,2.96247,"{'att': 409, 'def': 14}","{'att': 160, 'def': 21}",4,22,1,1,0.2899,d,2023-12-09 15:00:00,0,1,0,1,-1.9108500000000002
h,0.811435,2.22305,0.811435,2.22305,"{'att': 172, 'def': 14}","{'att': 321, 'def': 14}",10,7,0,2,0.4071,l,2023-12-16 17:30:00,0,0,1,0,-1.4116150000000003
a,0.41714,1.38096,0.41714,1.38096,"{'att': 391, 'def': 33}","{'att': 191, 'def': 16}",2,12,2,0,0.5669,w,2023-12-23 15:00:00,1,0,0,3,-0.9638199999999999
h,0.972389,1.68451,0.972389,1.68451,"{'att': 390, 'def': 25}","{'att': 138, 'def': 15}",3,18,0,2,0.8607,l,2023-12-26 17:30:00,0,0,1,0,-0.712121
a,1.11923,2.92587,1.11923,2.1647,"{'att': 267, 'def': 14}","{'att': 125, 'def': 15}",2,16,2,3,0.3182,l,2023-12-30 15:00:00,0,0,1,0,-1.04547
h,1.52023,0.965167,1.52023,0.965167,"{'att': 305, 'def': 16}","{'att': 140, 'def': 21}",5,7,1,1,1.8155000000000001,d,2024-01-12 19:45:00,0,1,0,1,0.555063
a,1.49114,1.84756,1.49114,1.84756,"{'att': 497, 'def': 22}","{'att': 161, 'def': 12}",4,6,1,3,1.0824,l,2024-01-31 19:30:00,0,0,1,0,-0.3564200000000002
h,1.00428,1.28806,1.00428,1.28806,"{'att': 285, 'def': 19}","{'att': 222, 'def': 20}",3,7,2,2,1.1366,d,2024-02-03 15:00:00,0,1,0,1,-0.2837799999999999
a,1.11123,3.14734,1.11123,3.14734,"{'att': 412, 'def': 24}","{'att': 125, 'def': 27}",6,15,1,3,0.3349,l,2024-02-10 15:00:00,0,0,1,0,-2.03611
h,0.335143,2.20575,0.335143,1.44458,"{'att': 378, 'def': 17}","{'att': 175, 'def': 19}",2,15,0,5,0.1696,l,2024-02-17 15:00:00,0,0,1,0,-1.109437
a,0.0760216,2.41612,0.0760216,1.65495,"{'att': 227, 'def': 14}","{'att': 193, 'def': 23}",0,8,0,3,0.0489,l,2024-02-24 15:00:00,0,0,1,0,-1.5789284
h,1.60461,1.43616,1.60461,1.43616,"{'att': 74, 'def': 17}","{'att': 325, 'def': 24}",9,6,0,2,1.5241000000000002,l,2024-03-03 13:00:00,0,0,1,0,0.16845
