h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.93258,1.29994,1.93258,1.29994,"{'att': 170, 'def': 19}","{'att': 421, 'def': 21}",11,9,1,1,1.8441,d,2023-08-13 15:30:00,0,1,0,1,0.6326399999999999
a,1.60916,1.71234,0.847993,0.951168,"{'att': 116, 'def': 22}","{'att': 351, 'def': 13}",9,3,1,3,1.2349,l,2023-08-20 15:30:00,0,0,1,0,-0.10317500000000002
h,3.41419,0.465741,3.41419,0.465741,"{'att': 142, 'def': 20}","{'att': 440, 'def': 23}",17,4,3,0,2.8739,w,2023-08-25 19:00:00,1,0,0,3,2.948449
h,2.28442,1.1505,2.28442,1.1505,"{'att': 118, 'def': 19}","{'att': 347, 'def': 18}",18,2,0,1,2.1948,l,2023-09-02 14:00:00,0,0,1,0,1.1339199999999998
a,1.39677,1.32515,1.39677,1.32515,"{'att': 160, 'def': 28}","{'att': 343, 'def': 21}",17,9,0,0,1.3992,d,2023-09-17 13:00:00,0,1,0,1,0.07162000000000002
h,1.19716,1.13479,1.19716,1.13479,"{'att': 221, 'def': 25}","{'att': 283, 'def': 13}",8,6,0,1,1.4203,l,2023-09-24 13:00:00,0,0,1,0,0.062370000000000037
a,1.98461,0.889383,1.98461,0.889383,"{'att': 361, 'def': 25}","{'att': 306, 'def': 29}",8,7,2,0,2.2208,w,2023-10-02 19:00:00,1,0,0,3,1.095227
a,1.97566,0.956642,1.2145,0.956642,"{'att': 274, 'def': 35}","{'att': 459, 'def': 20}",10,3,4,1,2.2096,w,2023-10-07 14:00:00,1,0,0,3,0.2578579999999999
h,1.71838,1.05791,0.957211,1.05791,"{'att': 345, 'def': 11}","{'att': 279, 'def': 30}",8,5,2,2,1.94,d,2023-10-21 16:30:00,0,1,0,1,-0.10069899999999987
h,1.71801,2.48137,1.71801,2.48137,"{'att': 175, 'def': 29}","{'att': 270, 'def': 13}",16,6,0,2,0.8547,l,2023-10-28 11:30:00,0,0,1,0,-0.76336
a,4.05865,0.959108,3.29749,0.959108,"{'att': 165, 'def': 30}","{'att': 310, 'def': 31}",8,4,4,1,2.906,w,2023-11-06 20:00:00,1,0,0,3,2.3383819999999997
h,3.47238,3.19324,2.71121,2.43208,"{'att': 286, 'def': 16}","{'att': 293, 'def': 24}",4,17,4,4,1.5861,d,2023-11-12 16:30:00,0,1,0,1,0.2791299999999999
a,0.968061,2.15227,0.968061,2.15227,"{'att': 263, 'def': 27}","{'att': 255, 'def': 27}",6,7,1,4,0.5604,l,2023-11-25 15:00:00,0,0,1,0,-1.184209
h,1.66304,0.855058,0.901874,0.855058,"{'att': 359, 'def': 16}","{'att': 170, 'def': 24}",8,13,3,2,2.0982,w,2023-12-03 14:00:00,1,0,0,3,0.04681599999999997
a,2.3512,4.03949,2.3512,3.26308,"{'att': 202, 'def': 18}","{'att': 339, 'def': 23}",6,8,1,2,0.5054000000000001,l,2023-12-06 20:15:00,0,0,1,0,-0.91188
a,0.885512,1.11437,0.885512,1.11437,"{'att': 112, 'def': 25}","{'att': 407, 'def': 28}",9,3,0,2,1.0693000000000001,l,2023-12-10 14:00:00,0,0,1,0,-0.22885800000000012
h,3.27322,0.44014,3.27322,0.44014,"{'att': 101, 'def': 27}","{'att': 471, 'def': 22}",13,3,2,0,2.913,w,2023-12-16 15:00:00,1,0,0,3,2.83308
a,1.75447,1.74626,1.75447,1.74626,"{'att': 114, 'def': 17}","{'att': 334, 'def': 29}",19,6,1,2,1.3939,l,2023-12-24 13:00:00,0,0,1,0,0.00821000000000005
h,2.73005,0.958077,1.96888,0.958077,"{'att': 175, 'def': 24}","{'att': 399, 'def': 31}",8,6,2,1,2.5584,w,2023-12-27 19:30:00,1,0,0,3,1.0108030000000001
a,1.57463,2.64093,1.57463,2.64093,"{'att': 222, 'def': 25}","{'att': 247, 'def': 32}",4,5,3,2,0.6053,w,2023-12-30 12:30:00,1,0,0,3,-1.0663
h,2.0456,0.697847,1.28443,0.697847,"{'att': 226, 'def': 27}","{'att': 268, 'def': 25}",15,10,1,0,2.4154000000000004,w,2024-01-13 12:30:00,1,0,0,3,0.586583
a,0.477972,3.6627,0.477972,2.90153,"{'att': 294, 'def': 15}","{'att': 372, 'def': 37}",6,10,1,4,0.0496,l,2024-01-31 20:15:00,0,0,1,0,-2.4235580000000003
h,2.35967,2.48996,2.35967,1.72879,"{'att': 219, 'def': 25}","{'att': 337, 'def': 19}",13,6,2,4,1.2979,l,2024-02-04 14:00:00,0,0,1,0,0.6308799999999999
a,1.26948,0.719516,1.26948,0.719516,"{'att': 113, 'def': 19}","{'att': 493, 'def': 23}",7,4,3,1,1.8511,w,2024-02-12 20:00:00,1,0,0,3,0.5499639999999999
a,1.82903,2.77713,1.82903,2.77713,"{'att': 298, 'def': 17}","{'att': 177, 'def': 24}",9,29,1,1,0.8375,d,2024-02-17 17:30:00,0,1,0,1,-0.9481000000000002
a,2.1523,2.4732,2.1523,2.4732,"{'att': 122, 'def': 21}","{'att': 364, 'def': 27}",9,3,2,2,1.1924000000000001,d,2024-03-02 15:00:00,0,1,0,1,-0.32089999999999996
