assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
0,3,0,9,0.0,37915,58,0.00000,0.00000,0.00000,0.00000,29,0,0.0,0.0,2430,0,0,0,0,58,2012/13,60,0,0.0,96,0
0,5,177,14,0.0,37915,58,0.00000,0.00000,0.00000,0.00000,50,0,0.0,0.0,3330,0,0,1,0,103,2013/14,60,0,0.0,141,2
0,6,535,8,0.0,37915,54,0.00000,0.00000,0.00000,0.00000,48,0,0.0,0.0,3063,0,0,1,0,107,2014/15,55,0,0.0,121,0
0,4,664,13,0.0,37915,54,0.00000,0.00000,0.00000,0.00000,34,0,0.0,0.0,3330,0,0,0,0,88,2015/16,50,0,0.0,140,0
0,6,665,15,20.0,37915,55,0.00000,0.00000,0.00000,0.00000,24,0,68.7,664.6,3004,0,0,0,0,78,2016/17,55,0,2.0,143,0
0,6,694,15,0.1,37915,55,0.00000,0.00000,0.00000,0.00000,35,0,72.3,726.4,3240,0,0,0,0,87,2017/18,55,0,0.0,144,1
0,10,691,12,0.0,37915,54,0.00000,0.00000,0.00000,0.00000,33,0,86.0,858.2,2970,0,0,2,0,100,2018/19,55,0,0.0,145,0
0,13,422,6,0.0,37915,53,0.00000,0.00000,0.00000,0.00000,21,0,56.5,564.6,1808,0,0,1,0,80,2019/20,55,0,0.0,98,0
0,13,702,12,0.0,37915,56,0.00000,0.00000,0.00000,0.00000,45,0,86.7,868.0,3420,0,0,0,0,114,2020/21,55,0,0.0,149,0
0,11,703,16,23.0,37915,55,0.00000,0.00000,0.00000,0.00000,40,0,76.9,746.2,3420,0,0,0,0,97,2021/22,55,0,0.0,158,2
