assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,0,42427,40,0,0,0.0,651,0.0,0,0,0,0,0,0,1,2006/07,40,0.0,0,0
0,0,0,0,0.0,0,42427,50,0,0,0.0,682,0.0,0,0,0,0,0,0,2,2007/08,50,0.0,0,0
0,2,0,0,0.0,0,42427,49,10,0,0.0,1327,0.0,535,0,0,0,0,0,3,2008/09,50,0.0,17,1
0,0,0,0,0.0,0,42427,43,3,0,0.0,1977,0.0,270,0,0,0,0,0,4,2009/10,50,0.0,5,1
0,0,0,0,0.0,0,42427,52,8,0,0.0,2647,0.0,348,0,0,0,0,0,5,2010/11,55,0.0,7,1
0,7,0,6,0.0,209,42427,51,13,1,0.0,3387,0.0,1249,0,0,0,0,0,6,2011/12,55,0.0,61,1
5,5,0,8,0.0,324,42427,53,23,0,0.0,4063,0.0,2103,0,0,0,0,0,7,2012/13,55,0.0,93,2
1,5,130,10,0.0,313,42427,52,21,0,0.0,4766,0.0,2056,0,0,0,1,0,8,2013/14,55,0.0,89,2
5,9,408,6,0.0,262,42427,52,22,0,0.0,5453,0.0,1660,1,0,0,0,0,9,2014/15,55,0.0,76,3
0,0,100,1,0.0,69,42427,51,6,1,0.0,6170,0.0,391,0,0,0,0,0,10,2015/16,55,0.0,26,0
1,3,201,6,171.4,0,42427,47,3,0,43.1,6895,142.4,702,0,0,0,0,0,11,2016/17,50,117.0,45,3
