assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,2,0,0,1.1,3,124,0.00,0.00,0.00,0.00,4,0,0,0.1,0.0,2025-08-17T13:00:00Z,21,False,16,0,0,0,3,0,1,0,28255,0,0,1,3,0.0,1,0,0,0,50,False,0
0,0,8,1,3,2.3,9,124,0.00,0.03,0.03,0.88,13,0,0,1.7,9.8,2025-08-23T14:00:00Z,68,False,2,0,0,0,4,0,2,0,28882,1,2,0,1,5.0,3,-3018,1542,4560,50,True,0
0,0,9,1,2,6.7,5,124,0.01,0.01,0.00,0.48,28,0,0,1.1,3.8,2025-08-30T14:00:00Z,70,False,17,0,0,0,3,0,3,0,29860,1,0,1,2,0.0,3,-1058,2637,3695,50,False,0
1,1,23,0,3,20.0,9,124,0.03,0.03,0.00,1.25,33,2,0,5.2,32.4,2025-09-13T19:00:00Z,90,False,7,0,0,0,3,0,4,0,29861,1,3,2,2,0.0,6,-1291,2509,3800,50,True,0
0,0,8,0,1,2.1,3,124,0.01,0.01,0.00,1.01,45,3,0,0.5,2.8,2025-09-20T19:00:00Z,73,False,10,0,0,0,2,0,5,0,39563,1,0,1,3,0.0,2,7534,10517,2983,50,False,0
1,1,31,0,3,30.8,8,124,0.27,0.27,0.00,1.81,52,1,0,5.9,28.2,2025-09-27T11:30:00Z,80,False,14,0,0,0,4,0,6,0,41245,1,1,1,3,0.0,6,1300,5957,4657,50,True,0
0,0,8,0,1,12.4,4,124,0.02,0.02,0.00,0.83,64,1,0,1.6,4.0,2025-10-05T15:30:00Z,73,False,13,0,0,0,3,0,7,0,51070,1,0,1,0,0.0,1,8203,11713,3510,50,True,1
0,0,14,1,3,25.6,9,124,0.24,0.24,0.00,0.29,80,0,0,3.4,6.8,2025-10-20T19:00:00Z,89,False,19,0,0,0,6,0,8,0,53570,1,0,2,0,2.0,2,1689,6215,4526,50,False,1
0,0,14,0,4,14.8,11,124,0.02,0.04,0.02,2.30,84,2,0,3.1,13.4,2025-10-25T19:00:00Z,90,False,12,0,0,0,6,0,9,0,52480,1,1,2,3,3.0,2,-1258,2762,4020,50,True,0
0,0,15,0,5,12.4,9,124,0.16,0.17,0.01,0.70,93,2,0,3.7,22.4,2025-11-01T15:00:00Z,85,False,8,0,0,0,4,0,10,0,52059,1,0,0,2,2.0,1,-1041,3240,4281,50,False,1
0,0,11,0,2,33.1,3,124,0.07,0.08,0.01,0.42,102,1,0,4.3,7.0,2025-11-09T14:00:00Z,90,False,15,0,0,0,1,0,11,0,50103,1,0,1,3,3.0,2,-2203,1852,4055,50,True,0
0,0,17,0,3,15.4,8,124,0.17,0.17,0.00,1.22,113,2,0,2.6,10.6,2025-11-22T15:00:00Z,90,False,6,0,0,0,3,0,12,0,49604,1,2,1,2,0.0,2,-1062,1949,3011,50,False,0
1,1,26,0,3,17.0,13,124,0.09,0.09,0.00,0.95,122,1,0,4.7,28.2,2025-11-29T15:00:00Z,90,False,3,0,0,0,9,0,13,0,48602,1,1,1,3,2.0,8,-1313,1381,2694,50,True,0
0,0,6,0,0,7.7,2,124,0.02,0.02,0.00,1.19,131,1,0,1.3,4.8,2025-12-03T19:30:00Z,29,False,1,0,0,0,1,0,14,0,49074,0,1,0,2,0.0,1,221,1741,1520,50,False,0
0,0,14,0,4,15.8,14,124,0.10,0.10,0.00,2.18,149,2,0,4.3,27.2,2025-12-06T15:00:00Z,90,False,18,0,0,0,5,0,15,0,49203,1,5,0,2,0.0,4,-116,2137,2253,50,False,0
0,2,29,0,1,27.1,6,124,0.04,0.30,0.26,1.52,152,1,1,9.4,47.2,2025-12-14T16:30:00Z,90,False,11,0,0,0,4,0,16,0,51527,1,1,1,1,20.0,9,1720,6036,4316,50,True,0
