name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ibrahima Diallo,MID,Southampton,0.0,0,0,0,0,0.0,565,225,0,0,0.0,0.0,2021-02-06T15:00:00Z,0,14,0,0,0,0,23,0,2059,2,3,0.0,0,-341,20,361,45,False,0
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,221,0,0,0.0,0.0,2021-02-06T17:30:00Z,0,8,0,0,0,0,23,0,9229,0,0,0.0,0,-47,0,47,61,False,0
Raheem Sterling,MID,Man City,5.3,0,1,36,0,25.3,276,223,1,1,12.2,49.4,2021-02-07T16:30:00Z,90,11,0,0,0,0,23,0,913499,4,1,47.0,8,-34244,58476,92720,116,False,0
Juan Mata,MID,Man Utd,0.5,0,0,0,0,0.0,290,224,0,0,0.0,0.0,2021-02-06T20:00:00Z,0,7,0,0,0,0,23,0,10473,3,3,0.0,0,-143,48,191,58,True,0
Aaron Connolly,FWD,Brighton,1.2,0,0,3,0,1.6,78,220,1,0,1.5,0.0,2021-02-06T15:00:00Z,61,4,0,0,0,0,23,0,24055,1,1,15.0,2,41,821,780,52,False,0
Oliver Norwood,MID,Sheffield Utd,1.2,0,0,14,0,11.4,349,226,2,0,2.5,13.2,2021-02-07T19:15:00Z,85,5,0,0,0,0,23,0,10520,2,1,0.0,2,-242,101,343,45,True,0
Lee Peltier,DEF,West Brom,-0.8,0,0,10,0,8.8,600,227,2,0,3.1,22.2,2021-02-07T12:00:00Z,90,17,0,0,0,0,23,0,5153,0,2,0.0,1,-133,180,313,40,False,0
Daniel Langley,GK,Newcastle,0.0,0,0,0,0,0.0,606,225,0,0,0.0,0.0,2021-02-06T15:00:00Z,0,16,0,0,0,0,23,0,5546,2,3,0.0,0,-148,234,382,40,True,0
Wilfried Zaha,MID,Crystal Palace,0.0,0,0,0,0,0.0,141,222,0,0,0.0,0.0,2021-02-08T20:00:00Z,0,10,0,0,0,0,23,0,967976,0,2,0.0,0,-252091,7045,259136,72,False,0
Bailey Peacock-Farrell,GK,Burnley,-0.5,0,0,0,0,0.0,99,220,0,0,0.0,0.0,2021-02-06T15:00:00Z,0,3,0,0,0,0,23,0,106411,1,1,0.0,0,-2029,764,2793,40,True,0
Ryan Fraser,MID,Newcastle,0.9,0,0,0,0,0.0,507,225,0,0,0.0,0.0,2021-02-06T15:00:00Z,0,16,0,0,0,0,23,0,12977,2,3,0.0,0,255,491,236,56,True,0
Anthony Driscoll-Glennon,DEF,Burnley,-0.5,0,0,0,0,0.0,536,220,0,0,0.0,0.0,2021-02-06T15:00:00Z,0,3,0,0,0,0,23,0,7601,1,1,0.0,0,-147,209,356,40,True,0
Cengiz Ünder,MID,Leicester,0.8,0,0,0,0,0.0,541,228,0,0,0.0,0.0,2021-02-07T14:00:00Z,0,20,0,0,0,0,23,0,3969,0,0,0.0,0,-77,33,110,57,False,0
