id,xP
1,0.0
2,0.0
3,0.0
4,2.3
5,1.0
6,9.7
7,0.0
8,4.0
9,2.7
10,3.0
11,1.0
13,5.0
14,0.0
16,4.0
17,0.0
18,5.0
19,0.0
21,1.0
22,1.3
23,1.3
24,2.7
25,0.0
26,4.3
27,0.0
70,1.0
478,1.3
494,1.0
501,3.7
526,1.7
527,0.0
547,1.0
567,4.3
645,0.6
689,2.3
12,2.5
28,-0.5
29,-0.5
30,0.0
31,-0.5
32,-0.5
33,0.0
34,0.0
35,0.0
36,-0.5
37,0.0
38,2.2
39,-0.5
40,5.5
41,1.8
42,0.2
43,0.0
44,0.2
45,0.8
46,0.5
47,0.0
48,-0.1
49,0.0
50,1.2
51,0.0
52,0.8
106,0.2
496,0.5
514,5.2
540,2.2
554,0.2
647,0.8
671,-0.5
672,-0.5
683,-0.5
53,0.0
54,2.7
57,3.3
58,0.0
59,0.3
60,0.0
61,0.3
62,5.0
63,0.0
64,0.0
65,0.0
66,0.0
67,5.7
68,4.0
69,6.3
71,0.7
72,0.0
73,0.0
74,5.0
75,0.0
76,2.7
77,0.0
78,0.0
79,0.0
80,0.7
503,0.0
528,0.0
550,0.0
574,0.7
588,5.7
597,4.7
627,0.0
628,2.7
630,0.0
631,0.0
632,0.0
633,0.0
662,0.0
663,0.0
664,0.0
55,0.0
81,1.0
82,0.0
83,1.9
84,0.0
85,0.0
86,0.5
87,0.0
88,1.0
89,2.0
90,2.0
91,7.5
92,1.0
93,6.5
94,0.0
95,0.0
96,1.0
97,0.0
98,1.5
99,0.5
100,2.0
519,0.0
520,0.0
535,0.0
536,0.0
551,0.0
583,0.0
591,0.0
592,0.5
612,0.0
613,0.5
658,0.0
101,0.5
102,1.5
103,0.5
104,2.0
105,3.0
107,2.0
109,1.5
110,4.5
111,0.5
112,0.5
113,1.0
114,1.5
116,0.0
117,3.0
118,0.5
119,11.0
120,6.5
121,0.0
122,3.0
123,2.5
124,0.5
232,1.5
490,0.0
500,6.0
548,1.5
593,0.5
605,0.5
108,0.0
125,0.5
126,-0.5
127,0.0
128,2.0
129,0.0
130,0.0
131,0.0
132,4.5
133,1.0
134,0.5
135,-0.5
136,-0.1
137,0.0
138,1.5
139,0.5
140,1.5
141,1.5
142,3.5
143,0.0
144,1.0
145,-0.1
146,-0.5
147,0.0
486,-0.5
489,1.0
522,0.0
534,0.0
577,0.0
578,-0.5
586,-0.5
641,0.0
675,-0.5
688,0.8
149,0.0
150,2.0
151,0.0
152,8.5
153,0.0
154,0.0
155,3.5
156,3.5
157,0.0
158,0.0
159,0.5
160,0.0
161,0.5
162,1.0
163,2.5
164,1.0
165,3.5
166,2.0
167,0.0
168,0.0
169,0.0
170,0.0
502,0.0
508,7.0
512,0.0
559,0.0
566,3.5
573,6.5
596,0.0
644,0.0
651,0.0
679,0.0
680,0.5
681,0.0
682,0.0
690,1.2
691,1.3
115,1.7
171,0.0
172,0.0
173,0.0
174,0.0
