id,xP
1,0.5
2,0.4
3,1.5
4,4.5
5,0.5
6,5.7
7,0.0
8,4.0
9,2.3
10,0.0
11,5.0
13,0.0
14,1.0
15,2.5
16,2.7
17,2.7
18,2.7
19,0.5
20,0.5
21,0.5
22,3.3
23,0.0
24,3.0
25,0.5
26,0.0
27,0.5
478,5.5
494,5.3
501,3.5
526,2.3
527,0.5
547,0.5
12,5.8
28,0.0
29,-1.2
30,-1.5
31,-1.5
32,-1.5
33,4.2
34,-1.5
35,-1.5
36,0.0
37,10.2
38,5.8
39,-1.1
40,2.2
41,6.2
42,2.2
43,0.0
44,-1.2
45,-1.5
46,5.8
47,-1.5
48,0.0
49,0.0
50,-1.2
51,0.0
52,0.8
106,0.7
496,2.5
514,6.2
540,-0.5
554,-1.0
53,0.0
54,0.7
57,0.3
58,0.0
59,-0.1
60,0.0
61,-0.3
62,1.0
63,0.0
64,0.0
65,4.0
66,1.5
67,-0.5
68,7.5
69,4.5
70,1.5
71,0.2
72,0.0
73,0.0
74,1.3
75,-0.5
76,2.3
77,2.3
78,2.7
79,1.5
80,-0.5
503,0.0
528,-0.5
550,-0.5
55,1.0
81,0.0
82,0.3
83,-0.7
84,0.0
85,1.0
86,0.1
87,0.3
88,0.0
89,4.0
90,0.1
91,3.3
92,0.0
93,1.3
94,0.0
95,0.1
96,1.3
97,2.0
98,2.0
99,0.0
100,2.7
519,2.7
520,0.0
535,0.0
536,0.0
551,0.0
101,0.7
102,3.0
103,0.7
104,1.0
105,7.3
107,1.5
109,0.5
110,6.0
111,0.5
112,1.5
113,2.5
114,0.0
115,1.0
116,0.3
117,3.3
118,3.5
119,0.7
120,4.5
121,0.5
122,3.0
123,4.5
124,0.0
232,5.0
490,2.3
500,4.0
548,3.5
108,0.0
125,-0.1
126,-0.5
127,0.3
128,3.3
129,-0.1
130,1.5
131,1.5
132,-0.3
133,3.5
134,1.3
135,-0.5
136,-0.1
137,5.5
138,0.3
139,-0.1
140,2.3
141,6.0
142,0.0
143,-0.5
144,0.0
145,0.0
146,2.5
147,-0.5
486,1.0
489,1.0
522,-0.5
534,-0.5
148,0.7
149,0.7
150,2.5
151,0.5
152,4.0
153,0.0
154,0.5
155,5.5
156,4.5
157,3.5
158,0.0
159,2.3
160,0.0
161,0.0
162,4.7
163,1.5
164,9.7
165,0.0
166,4.7
167,0.5
168,0.5
169,0.0
170,0.0
502,0.0
508,9.3
512,3.3
559,1.5
566,2.7
171,-0.5
172,-0.5
173,-0.3
174,-0.5
175,0.5
176,0.5
177,-0.5
178,-0.5
179,0.0
180,0.7
181,1.7
182,1.0
183,0.0
