name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Max Thompson,FWD,Burnley,-0.5,0,0,0,0,0.0,591,350,0,0,0.0,0.0,2021-05-15T11:30:00Z,0,10,0,0,0,0,36,0,9819,4,0,0.0,0,-4,193,197,45,True,0
Willy Boly,DEF,Wolves,0.5,0,0,0,0,0.0,458,358,0,0,0.0,0.0,2021-05-16T13:05:00Z,0,17,0,0,0,0,36,0,93611,0,2,0.0,0,-1255,30,1285,54,False,0
Ciaran Clark,DEF,Newcastle,-0.7,0,0,0,0,0.0,324,356,0,0,0.0,0.0,2021-05-14T19:00:00Z,0,12,0,0,0,0,36,0,13504,4,3,0.0,0,318,1160,842,45,True,0
Luke Cundle,MID,Wolves,-0.5,0,0,0,0,0.0,614,358,0,0,0.0,0.0,2021-05-16T13:05:00Z,0,17,0,0,0,0,36,0,1292,0,2,0.0,0,36,69,33,45,False,0
Matt Ritchie,MID,Newcastle,3.1,0,0,6,0,14.1,322,356,4,0,2.2,7.8,2021-05-14T19:00:00Z,83,12,0,0,0,0,36,0,9077,4,3,0.0,1,4013,4666,653,49,True,1
Adrián San Miguel del Castillo,GK,Liverpool,1.0,0,0,0,0,0.0,245,353,0,0,0.0,0.0,2021-05-16T15:30:00Z,0,18,0,0,0,0,36,0,28400,2,1,0.0,0,-176,114,290,42,False,0
Rhys Williams,DEF,Liverpool,3.0,0,0,12,0,0.3,594,353,1,0,2.6,7.6,2021-05-16T15:30:00Z,83,18,0,0,0,0,36,0,17349,2,1,18.0,2,3518,3939,421,40,False,0
André-Frank Zambo Anguissa,MID,Fulham,1.8,0,0,9,0,1.1,191,357,2,0,0.5,3.6,2021-05-15T14:00:00Z,62,16,0,0,0,0,36,0,104950,1,3,0.0,2,-213,1462,1675,44,False,0
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,357,0,0,0.0,0.0,2021-05-15T14:00:00Z,0,16,0,0,0,0,36,0,2181,1,3,0.0,0,-4,0,4,46,False,0
Dara O'Shea,DEF,West Brom,-0.4,0,0,0,0,0.0,425,353,0,0,0.0,0.0,2021-05-16T15:30:00Z,0,11,0,0,0,0,36,0,14350,2,1,0.0,0,-234,84,318,42,True,0
Rúben Diogo da Silva Neves,MID,Wolves,0.9,0,0,4,0,10.4,466,358,0,0,2.0,2.0,2021-05-16T13:05:00Z,17,17,0,0,0,0,36,0,119461,0,2,8.0,1,-310,1435,1745,51,False,0
Oliver Casey,DEF,Leeds,0.5,0,0,0,0,0.0,215,350,0,0,0.0,0.0,2021-05-15T11:30:00Z,0,4,0,0,0,0,36,0,85505,4,0,0.0,0,-673,1912,2585,38,False,0
Nathan Broadhead,MID,Everton,0.5,0,0,0,0,0.0,680,351,0,0,0.0,0.0,2021-05-16T18:00:00Z,0,15,0,0,0,0,36,0,159,1,0,0.0,0,0,10,10,45,True,0
Bailey Peacock-Farrell,GK,Burnley,-0.1,0,0,11,0,0.0,99,350,4,0,1.5,14.8,2021-05-15T11:30:00Z,90,10,0,0,0,0,36,2,91771,4,0,0.0,0,129,1074,945,40,True,0
Nathan Aké,DEF,Man City,3.5,0,0,8,0,6.6,279,356,3,0,2.1,13.2,2021-05-14T19:00:00Z,90,14,0,0,0,0,36,0,198659,4,3,1.0,1,2686,3339,653,54,False,0
Branislav Ivanovic,DEF,West Brom,0.0,0,0,0,0,0.0,530,353,0,0,0.0,0.0,2021-05-16T15:30:00Z,0,11,0,0,0,0,36,0,6566,2,1,0.0,0,-40,44,84,44,True,0
Sam Johnstone,GK,West Brom,2.8,0,0,20,0,0.0,417,353,2,0,3.3,32.8,2021-05-16T15:30:00Z,90,11,0,0,0,0,36,4,244490,2,1,0.0,2,-2719,4062,6781,46,True,0
Christian Walton,GK,Brighton,-0.5,0,0,0,0,0.0,503,349,0,0,0.0,0.0,2021-05-15T19:00:00Z,0,19,0,0,0,0,36,0,88153,1,1,0.0,0,-319,159,478,40,True,0
Charlie Cresswell,DEF,Leeds,0.5,0,0,0,0,0.0,620,350,0,0,0.0,0.0,2021-05-15T11:30:00Z,0,4,0,0,0,0,36,0,7910,4,0,0.0,0,43,240,197,40,False,0
Jack Grealish,MID,Aston Villa,0.3,0,0,4,0,1.8,37,355,2,0,1.2,7.8,2021-05-16T11:00:00Z,26,6,0,0,0,0,36,0,1185616,2,3,2.0,1,18968,27210,8242,75,False,0
Kyle Walker,DEF,Man City,2.3,0,0,12,0,9.3,270,356,3,0,2.3,14.0,2021-05-14T19:00:00Z,90,14,0,0,0,0,36,0,406174,4,3,0.0,1,4082,6632,2550,61,False,0
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,349,0,0,0.0,0.0,2021-05-15T19:00:00Z,0,3,0,0,0,0,36,0,8989,1,1,0.0,0,-9,0,9,61,False,0
Tanguy Ndombele,MID,Spurs,1.3,0,0,3,0,1.3,405,358,0,0,0.2,0.6,2021-05-16T13:05:00Z,8,20,0,0,0,0,36,0,49316,0,2,0.0,1,-1219,468,1687,59,True,0
