name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ibrahima Diallo,MID,Southampton,0.1,0,0,0,0,0.0,565,213,0,0,0.0,0.0,2021-02-02T20:15:00Z,0,13,0,0,0,0,22,0,2398,0,9,0.0,0,-386,40,426,45,False,0
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,209,0,0,0.0,0.0,2021-02-03T20:15:00Z,0,2,0,0,0,0,22,0,9276,3,1,0.0,0,-38,0,38,61,False,0
Raheem Sterling,MID,Man City,6.3,0,0,25,1,27.9,276,210,0,1,15.4,50.6,2021-02-03T18:00:00Z,90,4,0,0,0,0,22,0,945944,2,0,75.0,8,-50535,64223,114758,116,False,0
Juan Mata,MID,Man Utd,0.5,0,0,0,0,0.0,290,213,0,0,0.0,0.0,2021-02-02T20:15:00Z,0,16,0,0,0,0,22,0,10530,0,9,0.0,0,-109,57,166,58,True,0
Aaron Connolly,FWD,Brighton,-0.6,0,0,3,0,0.6,78,216,0,0,0.2,1.0,2021-02-03T20:15:00Z,7,11,0,0,0,0,22,0,23925,1,0,0.0,1,150,778,628,52,False,0
Oliver Norwood,MID,Sheffield Utd,2.1,0,0,7,0,2.1,349,214,1,0,0.6,2.6,2021-02-02T18:00:00Z,45,18,0,0,0,0,22,0,10731,1,2,1.0,1,-190,152,342,45,True,0
Lee Peltier,DEF,West Brom,-0.5,0,0,0,0,0.0,600,214,0,0,0.0,0.0,2021-02-02T18:00:00Z,0,15,0,0,0,0,22,0,5181,1,2,0.0,0,-157,186,343,40,False,0
Daniel Langley,GK,Newcastle,0.0,0,0,0,0,0.0,606,217,0,0,0.0,0.0,2021-02-02T20:15:00Z,0,6,0,0,0,0,22,0,5637,2,1,0.0,0,-33,216,249,40,True,0
Wilfried Zaha,MID,Crystal Palace,2.6,0,0,6,0,2.3,141,217,1,0,0.7,4.4,2021-02-02T20:15:00Z,57,14,0,0,0,0,22,0,1222621,2,1,0.0,1,45028,92289,47261,72,False,0
Bailey Peacock-Farrell,GK,Burnley,-1.5,0,0,0,0,0.0,99,210,0,0,0.0,0.0,2021-02-03T18:00:00Z,0,12,0,0,0,0,22,0,108363,2,0,0.0,0,-805,806,1611,40,True,0
Ryan Fraser,MID,Newcastle,0.8,0,0,23,0,111.7,507,217,2,0,18.1,33.6,2021-02-02T20:15:00Z,90,6,0,0,0,0,22,0,12657,2,1,36.0,2,-134,101,235,56,True,0
Anthony Driscoll-Glennon,DEF,Burnley,-1.5,0,0,0,0,0.0,536,210,0,0,0.0,0.0,2021-02-03T18:00:00Z,0,12,0,0,0,0,22,0,7602,2,0,0.0,0,49,275,226,40,True,0
Cengiz Ünder,MID,Leicester,1.4,0,0,0,0,0.0,541,211,0,0,0.0,0.0,2021-02-03T18:00:00Z,0,8,0,0,0,0,22,0,3977,2,0,0.0,0,-40,46,86,57,False,0
Hélder Wander Sousa de Azevedo e Costa,MID,Leeds,0.5,0,0,3,0,0.6,205,212,0,0,0.1,0.2,2021-02-03T19:30:00Z,3,7,0,0,0,0,22,0,193554,2,1,0.0,1,-4546,218,4764,51,True,0
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,211,0,0,0.0,0.0,2021-02-03T18:00:00Z,0,9,0,0,0,0,22,0,2307,2,0,0.0,0,-31,0,31,46,True,0
Raúl Jiménez,FWD,Wolves,0.0,0,0,0,0,0.0,460,215,0,0,0.0,0.0,2021-02-02T18:00:00Z,0,1,0,0,0,0,22,0,383801,1,2,0.0,0,-2692,105,2797,82,True,0
Oskar Buur,DEF,Wolves,0.0,0,0,0,0,0.0,467,215,0,0,0.0,0.0,2021-02-02T18:00:00Z,0,1,0,0,0,0,22,0,168886,1,2,0.0,0,-6447,1069,7516,39,True,0
Kieran Tierney,DEF,Arsenal,0.0,0,0,0,0,0.0,17,215,0,0,0.0,0.0,2021-02-02T18:00:00Z,0,20,0,0,0,0,22,0,477165,1,2,0.0,0,-85317,2786,88103,53,False,0
Tyler Onyango,MID,Everton,0.0,0,0,0,0,0.0,644,212,0,0,0.0,0.0,2021-02-03T19:30:00Z,0,10,0,0,0,0,22,0,32,2,1,0.0,0,9,18,9,45,False,0
Jean-Philippe Mateta,FWD,Crystal Palace,0.0,0,0,0,0,0.0,641,217,0,0,0.0,0.0,2021-02-02T20:15:00Z,0,14,0,0,0,0,22,0,3110,2,1,0.0,0,615,1163,548,60,False,0
José Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,314,213,0,0,0.0,0.0,2021-02-02T20:15:00Z,0,16,0,0,0,0,22,0,2211,0,9,0.0,0,-7,0,7,48,True,0
James Bree,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,209,0,0,0.0,0.0,2021-02-03T20:15:00Z,0,19,0,0,0,0,22,0,492,3,1,0.0,0,-3,0,3,45,True,0
Andy Lonergan,GK,West Brom,-0.5,0,0,0,0,0.0,639,214,0,0,0.0,0.0,2021-02-02T18:00:00Z,0,15,0,0,0,0,22,0,1922,1,2,0.0,0,376,539,163,40,False,0
Branislav Ivanovic,DEF,West Brom,-0.5,0,0,0,0,0.0,530,214,0,0,0.0,0.0,2021-02-02T18:00:00Z,0,15,0,0,0,0,22,0,7524,1,2,0.0,0,-189,123,312,44,False,0
Dennis Praet,MID,Leicester,0.0,0,0,0,0,0.0,225,211,0,0,0.0,0.0,2021-02-03T18:00:00Z,0,8,0,0,0,0,22,0,13436,2,0,0.0,0,-351,24,375,52,False,0
Max Lowe,DEF,Sheffield Utd,0.7,0,0,9,0,26.7,511,214,0,0,4.7,14.2,2021-02-02T18:00:00Z,46,18,0,0,0,0,22,0,4038,1,2,6.0,1,-53,19,72,43,True,0
Brandon Williams,DEF,Man Utd,0.5,0,0,0,0,0.0,318,213,0,0,0.0,0.0,2021-02-02T20:15:00Z,0,16,0,0,0,0,22,0,43041,0,9,0.0,0,-811,60,871,42,True,0
Neal Maupay,FWD,Brighton,2.0,0,0,4,1,12.9,68,216,0,0,3.6,0.0,2021-02-03T20:15:00Z,82,11,0,0,0,0,22,0,239618,1,0,24.0,2,-8588,14179,22767,61,False,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,169,212,0,0,0.0,0.0,2021-02-03T19:30:00Z,0,10,0,0,0,0,22,0,15151,2,1,0.0,0,-47,0,47,57,False,0
Aymeric Laporte,DEF,Man City,3.8,0,1,29,1,5.0,280,210,0,0,2.0,14.8,2021-02-03T18:00:00Z,90,4,0,0,0,0,22,0,172323,2,0,0.0,7,2426,3735,1309,60,False,0
Zack Steffen,GK,Man City,1.5,0,0,0,0,0.0,538,210,0,0,0.0,0.0,2021-02-03T18:00:00Z,0,4,0,0,0,0,22,0,6865,2,0,0.0,0,-523,136,659,44,False,0
Fabricio Agosto Ramírez,GK,Fulham,-1.0,0,0,0,0,0.0,171,211,0,0,0.0,0.0,2021-02-03T18:00:00Z,0,9,0,0,0,0,22,0,112552,2,0,0.0,0,-975,452,1427,40,True,0
Mark Noble,MID,West Ham,0.6,0,0,0,0,0.0,427,209,0,0,0.0,0.0,2021-02-03T20:15:00Z,0,2,0,0,0,0,22,0,28282,3,1,0.0,0,-482,170,652,46,False,0
