name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Max Thompson,FWD,Burnley,-1.0,0,0,0,0,0.0,591,315,0,0,0.0,0.0,2021-04-18T15:00:00Z,0,13,0,0,0,0,32,0,10068,1,3,0.0,0,123,457,334,45,False,0
Willy Boly,DEF,Wolves,1.9,0,0,24,1,0.3,458,318,0,0,4.5,24.8,2021-04-17T19:15:00Z,90,15,0,0,0,0,32,0,92893,0,1,20.0,6,-1046,127,1173,54,True,0
Ciaran Clark,DEF,Newcastle,0.0,0,0,12,0,0.0,324,316,2,0,2.7,26.8,2021-04-17T11:30:00Z,90,19,0,0,0,0,32,0,14101,2,3,0.0,1,189,1067,878,45,True,0
Luke Cundle,MID,Wolves,0.5,0,0,0,0,0.0,614,318,0,0,0.0,0.0,2021-04-17T19:15:00Z,0,15,0,0,0,0,32,0,1161,0,1,0.0,0,-17,39,56,45,True,0
Matt Ritchie,MID,Newcastle,3.7,2,2,32,0,25.8,322,316,2,0,6.0,34.6,2021-04-17T11:30:00Z,90,19,0,0,0,0,32,0,3351,2,3,0.0,10,-4,43,47,49,True,0
Adrián San Miguel del Castillo,GK,Liverpool,0.5,0,0,0,0,0.0,245,313,0,0,0.0,0.0,2021-04-19T19:00:00Z,0,10,0,0,0,0,32,0,28867,1,1,0.0,0,-194,224,418,42,False,0
Rhys Williams,DEF,Liverpool,0.8,0,0,0,0,0.0,594,313,0,0,0.0,0.0,2021-04-19T19:00:00Z,0,10,0,0,0,0,32,0,13693,1,1,0.0,0,-50,385,435,40,False,0
André-Frank Zambo Anguissa,MID,Fulham,0.5,0,0,4,0,1.3,191,309,1,0,1.6,14.6,2021-04-18T12:30:00Z,90,1,0,0,0,0,32,0,110684,1,1,0.0,2,-1889,2610,4499,45,False,0
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,309,0,0,0.0,0.0,2021-04-18T12:30:00Z,0,1,0,0,0,0,32,0,2189,1,1,0.0,0,-3,0,3,46,False,0
Dara O'Shea,DEF,West Brom,1.7,0,0,12,0,0.5,425,314,3,0,2.1,20.2,2021-04-22T19:00:00Z,90,9,0,0,0,0,32,0,14071,0,3,0.0,1,1124,1485,361,42,False,0
Mason Greenwood,MID,Man Utd,11.7,0,3,44,0,24.8,315,315,1,2,19.9,72.8,2021-04-18T15:00:00Z,90,4,0,0,0,0,32,0,184763,1,3,101.0,15,27747,30497,2750,70,True,0
José Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,314,315,0,0,0.0,0.0,2021-04-18T15:00:00Z,0,4,0,0,0,0,32,0,2138,1,3,0.0,0,0,0,0,48,True,0
Rúben Diogo da Silva Neves,MID,Wolves,0.0,0,0,0,0,0.0,466,318,0,0,0.0,0.0,2021-04-17T19:15:00Z,0,15,0,0,0,0,32,0,137506,0,1,0.0,0,-21247,4605,25852,51,True,0
Jamie Vardy,FWD,Leicester,5.7,1,1,43,1,22.5,224,314,0,1,13.3,52.8,2021-04-22T19:00:00Z,84,18,0,0,0,0,32,0,1555162,0,3,58.0,10,-12428,75680,88108,101,True,0
Oliver Casey,DEF,Leeds,-0.5,0,0,0,0,0.0,215,313,0,0,0.0,0.0,2021-04-19T19:00:00Z,0,11,0,0,0,0,32,0,82184,1,1,0.0,0,586,2589,2003,38,True,0
Reece James,DEF,Chelsea,4.2,0,1,26,1,19.1,123,311,0,0,3.9,13.8,2021-04-20T19:15:00Z,90,3,0,0,0,0,32,0,541098,0,0,6.0,7,4842,14922,10080,50,True,0
Nathan Broadhead,MID,Everton,-0.2,0,0,0,0,0.0,680,312,0,0,0.0,0.0,2021-04-16T19:00:00Z,0,17,0,0,0,0,32,0,128,2,2,0.0,0,8,20,12,45,True,0
Chris Smalling,DEF,Man Utd,0.0,0,0,0,0,0.0,292,315,0,0,0.0,0.0,2021-04-18T15:00:00Z,0,4,0,0,0,0,32,0,6453,1,3,0.0,0,-6,0,6,49,True,0
Bailey Peacock-Farrell,GK,Burnley,0.0,0,0,17,0,0.0,99,315,3,0,4.2,42.2,2021-04-18T15:00:00Z,90,13,0,0,0,0,32,5,90700,1,3,0.0,2,605,1660,1055,40,False,0
Nathan Aké,DEF,Man City,1.0,0,0,0,0,0.0,279,310,0,0,0.0,0.0,2021-04-21T19:15:00Z,0,2,0,0,0,0,32,0,195260,2,1,0.0,0,-224,270,494,54,False,0
Branislav Ivanovic,DEF,West Brom,0.0,0,0,0,0,0.0,530,314,0,0,0.0,0.0,2021-04-22T19:00:00Z,0,9,0,0,0,0,32,0,6777,0,3,0.0,0,-133,42,175,44,False,0
Sam Johnstone,GK,West Brom,6.3,0,0,17,0,0.0,417,314,3,0,2.8,27.6,2021-04-22T19:00:00Z,90,9,0,0,0,0,32,4,221472,0,3,0.0,2,18102,24770,6668,45,False,0
Sead Kolasinac,DEF,Arsenal,0.0,0,0,0,0,0.0,14,309,0,0,0.0,0.0,2021-04-18T12:30:00Z,0,8,0,0,0,0,32,0,8900,1,1,0.0,0,-22,0,22,48,True,0
Christian Walton,GK,Brighton,-0.5,0,0,0,0,0.0,503,311,0,0,0.0,0.0,2021-04-20T19:15:00Z,0,5,0,0,0,0,32,0,90261,0,0,0.0,0,-566,191,757,40,False,0
