name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Max Thompson,FWD,Burnley,-1.0,0,0,0,0,0.0,591,360,0,0,0.0,0.0,2021-05-19T19:15:00Z,0,11,0,0,0,0,37,0,9802,3,0,0.0,0,-41,171,212,45,True,0
Willy Boly,DEF,Wolves,0.4,0,0,11,0,0.6,458,363,1,0,3.0,7.8,2021-05-19T17:00:00Z,79,7,0,0,0,0,37,0,93421,0,1,22.0,2,-255,156,411,54,False,0
Ciaran Clark,DEF,Newcastle,0.6,0,0,0,0,0.0,324,365,0,0,0.0,0.0,2021-05-19T17:00:00Z,0,15,0,0,0,0,37,0,14517,0,1,0.0,0,950,2115,1165,45,True,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,614,363,0,0,0.0,0.0,2021-05-19T17:00:00Z,0,7,0,0,0,0,37,0,1313,0,1,0.0,0,22,69,47,45,False,0
Matt Ritchie,MID,Newcastle,3.2,0,0,18,1,43.6,322,365,0,0,6.1,16.2,2021-05-19T17:00:00Z,90,15,0,0,0,0,37,0,8451,0,1,1.0,3,-138,929,1067,49,True,0
Adrián San Miguel del Castillo,GK,Liverpool,1.0,0,0,0,0,0.0,245,360,0,0,0.0,0.0,2021-05-19T19:15:00Z,0,4,0,0,0,0,37,0,28301,3,0,0.0,0,-142,113,255,42,False,0
Rhys Williams,DEF,Liverpool,4.2,0,0,25,1,10.7,594,360,0,0,4.3,30.0,2021-05-19T19:15:00Z,90,4,0,0,0,0,37,0,20185,3,0,2.0,6,2962,3508,546,40,False,0
André-Frank Zambo Anguissa,MID,Fulham,1.3,0,0,17,0,3.5,191,364,1,0,5.0,25.2,2021-05-18T17:00:00Z,90,13,0,0,0,0,37,0,103377,1,1,21.0,2,-1349,747,2096,44,False,0
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,364,0,0,0.0,0.0,2021-05-18T17:00:00Z,0,13,0,0,0,0,37,0,2179,1,1,0.0,0,-2,0,2,46,False,0
Dara O'Shea,DEF,West Brom,-0.5,0,0,0,0,0.0,425,368,0,0,0.0,0.0,2021-05-19T19:15:00Z,0,19,0,0,0,0,37,0,14175,3,1,0.0,0,-213,69,282,42,True,0
Mason Greenwood,MID,Man Utd,5.3,0,0,1,0,3.8,315,364,1,0,4.7,3.8,2021-05-18T17:00:00Z,82,8,0,0,0,0,37,0,923019,1,1,39.0,2,201838,216010,14172,73,True,0
José Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,314,364,0,0,0.0,0.0,2021-05-18T17:00:00Z,0,8,0,0,0,0,37,0,2132,1,1,0.0,0,0,0,0,48,True,0
Rúben Diogo da Silva Neves,MID,Wolves,1.6,0,0,10,0,16.1,466,363,1,0,3.2,15.4,2021-05-19T17:00:00Z,90,7,0,0,0,0,37,0,117897,0,1,0.0,1,-1575,542,2117,51,False,1
Jamie Vardy,FWD,Leicester,3.8,0,0,7,0,3.1,224,361,2,0,3.1,4.2,2021-05-18T19:15:00Z,90,5,0,0,0,0,37,0,1455502,1,2,24.0,2,-41428,12918,54346,102,False,0
Oliver Casey,DEF,Leeds,0.0,0,0,0,0,0.0,215,366,0,0,0.0,0.0,2021-05-18T17:00:00Z,0,16,0,0,0,0,37,0,85101,2,0,0.0,0,92,1813,1721,38,False,0
Reece James,DEF,Chelsea,3.3,0,0,17,0,20.9,123,361,1,0,5.2,22.4,2021-05-18T19:15:00Z,90,9,0,0,0,0,37,0,557754,1,2,9.0,2,3260,9397,6137,51,True,0
Nathan Broadhead,MID,Everton,0.0,0,0,0,0,0.0,680,363,0,0,0.0,0.0,2021-05-19T17:00:00Z,0,20,0,0,0,0,37,0,168,0,1,0.0,0,6,10,4,45,True,0
Chris Smalling,DEF,Man Utd,0.0,0,0,0,0,0.0,292,364,0,0,0.0,0.0,2021-05-18T17:00:00Z,0,8,0,0,0,0,37,0,6429,1,1,0.0,0,-3,0,3,49,True,0
Bailey Peacock-Farrell,GK,Burnley,-1.0,0,0,0,0,0.0,99,360,0,0,0.0,0.0,2021-05-19T19:15:00Z,0,11,0,0,0,0,37,0,91655,3,0,0.0,0,69,1390,1321,40,True,0
Nathan Aké,DEF,Man City,2.6,0,0,0,0,0.0,279,359,0,0,0.0,0.0,2021-05-18T18:00:00Z,0,3,0,0,0,0,37,0,200075,2,3,0.0,0,1532,2562,1030,54,False,0
Branislav Ivanovic,DEF,West Brom,0.0,0,0,0,0,0.0,530,368,0,0,0.0,0.0,2021-05-19T19:15:00Z,0,19,0,0,0,0,37,0,6535,3,1,0.0,0,-33,37,70,44,True,0
Sam Johnstone,GK,West Brom,2.5,0,0,13,0,0.0,417,368,3,0,4.0,39.6,2021-05-19T19:15:00Z,90,19,0,0,0,0,37,6,245059,3,1,0.0,2,-229,4778,5007,46,True,1
Sead Kolasinac,DEF,Arsenal,0.0,0,0,0,0,0.0,14,362,0,0,0.0,0.0,2021-05-19T18:00:00Z,0,6,0,0,0,0,37,0,8848,3,1,0.0,0,-2,0,2,48,False,0
Christian Walton,GK,Brighton,-1.0,0,0,0,0,0.0,503,359,0,0,0.0,0.0,2021-05-18T18:00:00Z,0,12,0,0,0,0,37,0,87590,2,3,0.0,0,-598,145,743,40,True,0
Charlie Cresswell,DEF,Leeds,0.0,0,0,0,0,0.0,620,366,0,0,0.0,0.0,2021-05-18T17:00:00Z,0,16,0,0,0,0,37,0,7900,2,0,0.0,0,-25,152,177,40,False,0
David Luiz Moreira Marinho,DEF,Arsenal,0.0,0,0,0,0,0.0,3,362,0,0,0.0,0.0,2021-05-19T18:00:00Z,0,6,0,0,0,0,37,0,62423,3,1,0.0,0,-280,47,327,54,False,0
Jack Grealish,MID,Aston Villa,0.1,0,0,19,0,46.7,37,367,1,0,9.8,18.8,2021-05-19T17:00:00Z,72,17,0,0,0,0,37,0,1185692,2,1,32.0,2,1400,10628,9228,75,False,0
Kyle Walker,DEF,Man City,1.6,0,0,0,0,0.0,270,359,0,0,0.0,0.0,2021-05-18T18:00:00Z,0,3,0,0,0,0,37,0,405250,2,3,0.0,0,-898,2386,3284,61,False,0
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,368,0,0,0.0,0.0,2021-05-19T19:15:00Z,0,18,0,0,0,0,37,0,8986,3,1,0.0,0,-1,0,1,61,False,0
Tanguy Ndombele,MID,Spurs,1.3,0,0,4,0,1.3,405,367,0,0,0.3,2.0,2021-05-19T17:00:00Z,16,2,0,0,0,0,37,0,47486,2,1,0.0,1,-1936,128,2064,59,True,0
Mesut Özil,MID,Arsenal,0.0,0,0,0,0,0.0,1,362,0,0,0.0,0.0,2021-05-19T18:00:00Z,0,6,0,0,0,0,37,0,41416,3,1,0.0,0,-14,0,14,67,False,0
Thomas McGill,GK,Brighton,-1.0,0,0,0,0,0.0,662,359,0,0,0.0,0.0,2021-05-18T18:00:00Z,0,12,0,0,0,0,37,0,27085,2,3,0.0,0,-346,528,874,39,True,0
Gylfi Sigurdsson,MID,Everton,2.8,1,0,22,1,58.3,150,363,0,0,10.2,26.4,2021-05-19T17:00:00Z,85,20,0,0,0,0,37,0,277165,0,1,17.0,6,-57490,3694,61184,69,True,0
Tammy Abraham,FWD,Chelsea,0.3,0,0,0,0,0.0,118,361,0,0,0.0,0.0,2021-05-18T19:15:00Z,0,9,0,0,0,0,37,0,163148,1,2,0.0,0,-337,335,672,71,True,0
Glenn Murray,FWD,Brighton,0.0,0,0,0,0,0.0,53,359,0,0,0.0,0.0,2021-05-18T18:00:00Z,0,12,0,0,0,0,37,0,6355,2,3,0.0,0,-7,0,7,48,True,0
