name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ibrahima Diallo,MID,Southampton,0.2,0,0,3,0,0.0,565,96,1,0,0.1,1.0,2020-11-29T14:00:00Z,1,13,0,0,0,0,10,0,1298,3,2,0.0,1,26,143,117,45,True,0
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,98,0,0,0.0,0.0,2020-11-30T20:00:00Z,0,2,0,0,0,0,10,0,10188,1,2,0.0,0,-190,4,194,61,True,0
Raheem Sterling,MID,Man City,2.2,0,0,0,0,0.0,276,95,0,0,0.0,0.0,2020-11-28T15:00:00Z,0,4,0,0,0,0,10,0,365304,0,5,0.0,0,5480,40427,34947,115,True,0
Juan Mata,MID,Man Utd,3.2,0,0,0,0,0.0,290,96,0,0,0.0,0.0,2020-11-29T14:00:00Z,0,16,0,0,0,0,10,0,11995,3,2,0.0,0,480,1149,669,59,False,0
Aaron Connolly,FWD,Brighton,0.0,0,0,0,0,12.0,78,90,1,0,4.0,0.0,2020-11-28T12:30:00Z,62,11,0,0,0,0,10,0,31760,1,1,29.0,2,-2355,591,2946,53,True,0
Oliver Norwood,MID,Sheffield Utd,1.8,0,0,4,0,19.3,349,97,1,0,2.5,6.0,2020-11-28T20:00:00Z,53,18,0,0,0,0,10,0,14572,0,1,0.0,0,-3,940,943,47,False,1
Lee Peltier,DEF,West Brom,-0.5,0,0,0,0,0.0,600,97,0,0,0.0,0.0,2020-11-28T20:00:00Z,0,15,0,0,0,0,10,0,2300,0,1,0.0,0,107,828,721,40,True,0
Wilfried Zaha,MID,Crystal Palace,0.0,0,0,0,0,0.0,141,92,0,0,0.0,0.0,2020-11-27T20:00:00Z,0,14,0,0,0,0,10,0,1429165,2,0,0.0,0,-796361,29524,825885,73,True,0
Bailey Peacock-Farrell,GK,Burnley,-1.5,0,0,9,0,0.0,99,95,5,0,0.6,6.4,2020-11-28T15:00:00Z,90,12,0,0,0,0,10,1,111215,0,5,0.0,0,3060,4436,1376,40,False,0
Ryan Fraser,MID,Newcastle,0.0,0,0,0,0,0.0,507,92,0,0,0.0,0.0,2020-11-27T20:00:00Z,0,6,0,0,0,0,10,0,16496,2,0,0.0,0,-2403,52,2455,57,False,0
Anthony Driscoll-Glennon,DEF,Burnley,-1.5,0,0,0,0,0.0,536,95,0,0,0.0,0.0,2020-11-28T15:00:00Z,0,12,0,0,0,0,10,0,5729,0,5,0.0,0,-72,176,248,40,False,0
