name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ibrahima Diallo,MID,Southampton,0.0,0,0,9,1,2.5,565,166,0,0,1.3,10.2,2021-01-04T20:00:00Z,90,11,0,0,0,0,17,0,1779,0,1,0.0,3,-128,86,214,45,True,0
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,163,0,0,0.0,0.0,2021-01-01T17:30:00Z,0,7,0,0,0,0,17,0,9519,1,0,0.0,0,-51,6,57,61,False,0
Raheem Sterling,MID,Man City,6.3,1,0,22,0,25.9,276,161,1,0,4.2,6.4,2021-01-03T16:30:00Z,90,5,0,0,0,0,17,0,320067,3,1,10.0,5,-13889,23908,37797,114,False,0
Juan Mata,MID,Man Utd,0.7,0,0,0,0,0.0,290,164,0,0,0.0,0.0,2021-01-01T20:00:00Z,0,2,0,0,0,0,17,0,10885,1,2,0.0,0,-241,137,378,58,True,0
Aaron Connolly,FWD,Brighton,1.4,0,0,27,0,0.0,78,159,3,1,8.7,37.0,2021-01-02T17:30:00Z,45,20,0,0,0,0,17,0,28722,3,3,50.0,5,-1081,717,1798,52,True,0
Oliver Norwood,MID,Sheffield Utd,0.5,0,0,10,0,10.6,349,162,2,0,3.1,14.6,2021-01-02T15:00:00Z,90,6,0,0,0,0,17,0,11653,0,2,6.0,1,-284,210,494,46,False,1
Lee Peltier,DEF,West Brom,-1.0,0,0,0,0,0.0,600,168,0,0,0.0,0.0,2021-01-02T20:00:00Z,0,1,0,0,0,0,17,0,5029,4,0,0.0,0,52,512,460,40,True,0
Daniel Langley,GK,Newcastle,-0.5,0,0,0,0,0.0,606,165,0,0,0.0,0.0,2021-01-03T14:15:00Z,0,9,0,0,0,0,17,0,3663,2,1,0.0,0,465,920,455,40,True,0
Wilfried Zaha,MID,Crystal Palace,2.8,0,0,14,1,25.3,141,162,0,0,8.3,13.0,2021-01-02T15:00:00Z,90,15,0,0,0,0,17,0,1718216,0,2,45.0,3,200889,259167,58278,74,True,0
Ryan Fraser,MID,Newcastle,0.1,0,0,0,0,0.0,507,165,0,0,0.0,0.0,2021-01-03T14:15:00Z,0,9,0,0,0,0,17,0,13637,2,1,0.0,0,-590,20,610,56,True,0
Cengiz Ünder,MID,Leicester,0.6,0,0,0,0,0.0,541,165,0,0,0.0,0.0,2021-01-03T14:15:00Z,0,14,0,0,0,0,17,0,4288,2,1,0.0,0,-406,16,422,58,False,0
Hélder Wander Sousa de Azevedo e Costa,MID,Leeds,-0.2,0,0,0,0,0.0,205,167,0,0,0.0,0.0,2021-01-02T12:30:00Z,0,17,0,0,0,0,17,0,237450,0,3,0.0,0,-15107,631,15738,52,False,0
Raúl Jiménez,FWD,Wolves,0.0,0,0,0,0,0.0,460,159,0,0,0.0,0.0,2021-01-02T17:30:00Z,0,3,0,0,0,0,17,0,409353,3,3,0.0,0,-7676,104,7780,82,False,0
Oskar Buur,DEF,Wolves,0.0,0,0,0,0,0.0,467,159,0,0,0.0,0.0,2021-01-02T17:30:00Z,0,3,0,0,0,0,17,0,190678,3,3,0.0,0,-6022,5040,11062,39,False,0
Kieran Tierney,DEF,Arsenal,6.3,1,3,62,1,53.0,17,168,0,1,15.0,68.8,2021-01-02T20:00:00Z,90,18,0,0,0,0,17,0,374600,4,0,28.0,18,42695,50315,7620,53,False,0
José Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,314,164,0,0,0.0,0.0,2021-01-01T20:00:00Z,0,2,0,0,0,0,17,0,2271,1,2,0.0,0,-11,9,20,48,True,0
James Bree,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,164,0,0,0.0,0.0,2021-01-01T20:00:00Z,0,13,0,0,0,0,17,0,508,1,2,0.0,0,-5,7,12,45,False,0
Branislav Ivanovic,DEF,West Brom,-0.7,0,0,4,0,0.6,530,168,4,0,0.8,7.6,2021-01-02T20:00:00Z,65,1,0,0,0,0,17,0,8927,4,0,0.0,0,-456,236,692,45,True,0
