name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Aaron Connolly,FWD,Brighton,0.5,0,0,-3,0,0.3,78,7,2,0,3.4,1.2,2020-09-14T19:15:00Z,45,5,0,0,0,0,1,0,32205,3,1,32.0,1,0,0,0,55,True,0
Aaron Cresswell,DEF,West Ham,2.1,0,0,11,0,11.2,435,6,2,0,2.2,10.4,2020-09-12T19:00:00Z,90,14,0,0,0,0,1,0,70232,2,0,0.0,1,0,0,0,50,True,0
Aaron Mooy,MID,Brighton,0.0,0,0,0,0,0.0,60,7,0,0,0.0,0.0,2020-09-14T19:15:00Z,0,5,0,0,0,0,1,0,2010,3,1,0.0,0,0,0,0,50,True,0
Aaron Ramsdale,GK,Sheffield Utd,2.5,0,0,12,0,0.0,483,8,2,0,1.8,18.2,2020-09-14T17:00:00Z,90,20,0,0,0,0,1,2,462939,2,0,0.0,1,0,0,0,50,True,0
Abdoulaye Doucouré,MID,Everton,1.3,0,0,20,1,44.6,512,4,0,0,6.9,20.4,2020-09-13T15:30:00Z,90,17,0,0,0,0,1,0,143040,1,0,4.0,3,0,0,0,55,False,0
Aboubakar Kamara,MID,Fulham,0.4,0,0,-2,0,1.8,190,2,3,0,0.2,0.0,2020-09-12T11:30:00Z,62,1,0,0,0,0,1,0,6711,3,0,5.0,2,0,0,0,50,True,0
Adama Traoré,MID,Wolves,2.2,0,0,6,1,1.8,465,8,0,0,3.2,12.8,2020-09-14T17:00:00Z,90,15,0,0,0,0,1,0,1189095,2,0,17.0,3,0,0,0,65,False,0
Adam Forshaw,MID,Leeds,0.0,0,0,0,0,0.0,199,3,0,0,0.0,0.0,2020-09-12T16:30:00Z,0,11,0,0,0,0,1,0,2009,3,4,0.0,0,0,0,0,50,False,0
Adam Lallana,MID,Brighton,1.2,0,0,6,0,27.2,54,7,1,0,3.6,6.8,2020-09-14T19:15:00Z,44,5,0,0,0,0,1,0,78657,3,1,2.0,1,0,0,0,65,True,0
Adam Webster,DEF,Brighton,0.6,0,0,14,0,11.8,66,7,3,0,2.8,14.8,2020-09-14T19:15:00Z,90,5,0,0,0,0,1,0,187445,3,1,1.0,1,0,0,0,45,True,0
Adrien Silva,MID,Leicester,2.0,0,0,0,0,0.0,220,5,0,0,0.0,0.0,2020-09-13T13:00:00Z,0,18,0,0,0,0,1,0,39204,3,0,0.0,0,0,0,0,45,False,0
Adrián San Miguel del Castillo,GK,Liverpool,3.3,0,0,0,0,0.0,245,3,0,0,0.0,0.0,2020-09-12T16:30:00Z,0,10,0,0,0,0,1,0,18419,3,4,0.0,0,0,0,0,45,True,0
Ahmed El-Sayed Hegazy,DEF,West Brom,0.6,0,0,0,0,0.0,414,5,0,0,0.0,0.0,2020-09-13T13:00:00Z,0,9,0,0,0,0,1,0,74895,3,0,0.0,0,0,0,0,45,True,0
Ainsley Maitland-Niles,DEF,Arsenal,3.1,0,0,21,1,2.8,15,2,0,0,1.7,10.2,2020-09-12T11:30:00Z,90,8,0,0,0,0,1,0,112927,3,0,4.0,6,0,0,0,50,False,0
Albian Ajeti,FWD,West Ham,0.0,0,0,0,0,0.0,447,6,0,0,0.0,0.0,2020-09-12T19:00:00Z,0,14,0,0,0,0,1,0,409,2,0,0.0,0,0,0,0,55,True,0
Aleksandar Mitrović,FWD,Fulham,0.8,0,0,3,0,0.3,184,2,0,0,1.0,3.0,2020-09-12T11:30:00Z,27,1,0,0,0,0,1,0,1435176,3,0,7.0,1,0,0,0,60,True,0
Alexandre Lacazette,FWD,Arsenal,4.0,0,1,29,1,12.7,6,2,0,1,9.9,38.6,2020-09-12T11:30:00Z,86,8,0,0,0,0,1,0,196064,3,0,48.0,7,0,0,0,85,False,0
Alexis Mac Allister,MID,Brighton,0.8,0,0,0,0,0.0,80,7,0,0,0.0,0.0,2020-09-14T19:15:00Z,0,5,0,0,0,0,1,0,3939,3,1,0.0,0,0,0,0,55,True,0
