name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ciaran Clark,DEF,Newcastle,2.2,0,0,15,0,0.3,324,279,3,0,1.9,18.6,2021-03-20T20:00:00Z,90,3,0,0,0,0,29,0,19815,0,3,0.0,1,2573,3864,1291,45,False,0
Matt Ritchie,MID,Newcastle,0.2,0,0,0,0,0.0,322,279,0,0,0.0,0.0,2021-03-20T20:00:00Z,0,3,0,0,0,0,29,0,3394,0,3,0.0,0,36,84,48,49,False,0
André-Frank Zambo Anguissa,MID,Fulham,1.7,0,0,1,0,13.2,191,282,2,0,5.0,17.2,2021-03-19T20:00:00Z,90,10,0,0,0,0,29,0,117355,2,1,20.0,2,9,3262,3253,45,True,0
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,282,0,0,0.0,0.0,2021-03-19T20:00:00Z,0,10,0,0,0,0,29,0,2201,2,1,0.0,0,-5,0,5,46,True,0
Oliver Casey,DEF,Leeds,0.0,0,0,0,0,0.0,215,282,0,0,0.0,0.0,2021-03-19T20:00:00Z,0,8,0,0,0,0,29,0,75802,2,1,0.0,0,-1200,357,1557,39,False,0
Sead Kolasinac,DEF,Arsenal,0.0,0,0,0,0,0.0,14,288,0,0,0.0,0.0,2021-03-21T15:00:00Z,0,19,0,0,0,0,29,0,8955,3,3,0.0,0,-27,0,27,48,False,0
Christian Walton,GK,Brighton,0.0,0,0,0,0,0.0,503,279,0,0,0.0,0.0,2021-03-20T20:00:00Z,0,14,0,0,0,0,29,0,91880,0,3,0.0,0,-1146,271,1417,40,True,0
Charlie Cresswell,DEF,Leeds,0.0,0,0,0,0,0.0,620,282,0,0,0.0,0.0,2021-03-19T20:00:00Z,0,8,0,0,0,0,29,0,7016,2,1,0.0,0,7,378,371,40,False,0
David Luiz Moreira Marinho,DEF,Arsenal,2.8,0,0,17,0,1.0,3,288,3,0,3.1,20.0,2021-03-21T15:00:00Z,90,19,0,0,0,0,29,0,92390,3,3,10.0,1,10883,12847,1964,54,False,0
Jack Grealish,MID,Aston Villa,-0.2,0,0,0,0,0.0,37,170,0,0,0.0,0.0,2021-03-21T19:30:00Z,0,17,0,0,0,0,29,0,1446685,2,0,0.0,0,-62123,16920,79043,75,True,0
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,288,0,0,0.0,0.0,2021-03-21T15:00:00Z,0,1,0,0,0,0,29,0,9048,3,3,0.0,0,-24,0,24,61,True,0
Tanguy Ndombele,MID,Spurs,2.7,0,0,19,1,2.5,405,170,0,0,1.8,12.4,2021-03-21T19:30:00Z,80,2,0,0,0,0,29,0,53226,2,0,3.0,3,5480,7048,1568,59,False,0
Mesut Özil,MID,Arsenal,0.0,0,0,0,0,0.0,1,288,0,0,0.0,0.0,2021-03-21T15:00:00Z,0,19,0,0,0,0,29,0,41707,3,3,0.0,0,-48,0,48,67,False,0
Thomas McGill,GK,Brighton,0.0,0,0,0,0,0.0,662,279,0,0,0.0,0.0,2021-03-20T20:00:00Z,0,14,0,0,0,0,29,0,28399,0,3,0.0,0,-1666,713,2379,39,True,0
Glenn Murray,FWD,Brighton,0.0,0,0,0,0,0.0,53,279,0,0,0.0,0.0,2021-03-20T20:00:00Z,0,14,0,0,0,0,29,0,6430,0,3,0.0,0,-27,0,27,48,True,0
Serge Aurier,DEF,Spurs,1.5,0,0,0,0,0.0,389,170,0,0,0.0,0.0,2021-03-21T19:30:00Z,0,2,0,0,0,0,29,0,112613,2,0,0.0,0,1002,2499,1497,52,False,0
