name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ibrahima Diallo,MID,Southampton,0.5,0,0,3,0,1.5,565,56,0,0,0.7,1.0,2020-10-25T14:00:00Z,4,7,0,0,0,0,6,0,886,0,2,4.0,1,318,457,139,45,True,0
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,57,0,0,0.0,0.0,2020-10-24T11:30:00Z,0,12,0,0,0,0,6,0,12783,1,1,0.0,0,-2845,35,2880,62,True,0
Raheem Sterling,MID,Man City,7.0,0,0,1,0,2.1,276,57,1,0,3.5,5.6,2020-10-24T11:30:00Z,90,19,0,0,0,0,6,0,557608,1,1,27.0,2,100619,138478,37859,116,False,0
Juan Mata,MID,Man Utd,2.0,0,0,10,0,38.9,290,55,0,0,5.9,9.0,2020-10-24T16:30:00Z,57,5,0,0,0,0,6,0,10093,0,0,11.0,1,937,1741,804,59,True,0
Aaron Connolly,FWD,Brighton,2.5,0,0,0,0,0.0,78,51,0,0,0.0,0.0,2020-10-26T17:30:00Z,0,18,0,0,0,0,6,0,50818,1,1,0.0,0,2053,9519,7466,55,True,0
Oliver Norwood,MID,Sheffield Utd,-0.3,0,0,0,0,0.0,349,54,0,0,0.0,0.0,2020-10-24T19:00:00Z,0,11,0,0,0,0,6,0,17441,1,2,0.0,0,-2164,460,2624,48,False,0
Wilfried Zaha,MID,Crystal Palace,8.5,1,3,43,0,47.3,141,53,1,1,22.3,66.4,2020-10-24T14:00:00Z,90,8,0,0,0,0,6,0,1541444,2,1,109.0,13,133920,240498,106578,72,False,0
Bailey Peacock-Farrell,GK,Burnley,0.0,0,0,0,0,0.0,99,52,0,0,0.0,0.0,2020-10-26T20:00:00Z,0,17,0,0,0,0,6,0,104014,1,0,0.0,0,-4337,1221,5558,40,True,0
Ryan Fraser,MID,Newcastle,1.5,0,0,6,1,1.2,507,58,0,0,0.6,4.4,2020-10-25T16:30:00Z,77,20,0,0,0,0,6,0,24667,1,1,0.0,3,-3509,450,3959,58,False,0
Anthony Driscoll-Glennon,DEF,Burnley,-0.5,0,0,0,0,0.0,536,52,0,0,0.0,0.0,2020-10-26T20:00:00Z,0,17,0,0,0,0,6,0,4625,1,0,0.0,0,106,434,328,40,True,0
Cengiz Ünder,MID,Leicester,1.2,1,0,16,0,11.3,541,49,0,0,3.5,20.0,2020-10-25T19:15:00Z,15,1,0,0,0,0,6,0,3301,1,0,4.0,4,-593,300,893,60,False,0
Hélder Wander Sousa de Azevedo e Costa,MID,Leeds,3.3,1,0,19,1,42.7,205,50,0,0,11.4,29.6,2020-10-23T19:00:00Z,82,2,0,0,0,0,6,0,670292,3,0,42.0,6,-65296,33197,98493,57,False,0
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,6,0,0,0,0,6,0,4596,2,1,0.0,0,-519,411,930,47,True,0
Raúl Jiménez,FWD,Wolves,5.3,0,3,33,0,25.8,460,58,1,1,9.3,39.2,2020-10-25T16:30:00Z,90,14,0,0,0,0,6,0,1439521,1,1,28.0,9,-115095,64980,180075,85,True,0
Oskar Buur,DEF,Wolves,0.5,0,0,0,0,0.0,467,58,0,0,0.0,0.0,2020-10-25T16:30:00Z,0,14,0,0,0,0,6,0,188685,1,1,0.0,0,-7783,7562,15345,40,True,0
Kieran Tierney,DEF,Arsenal,1.8,0,0,13,0,31.3,17,49,1,0,4.8,10.8,2020-10-25T19:15:00Z,80,9,0,0,0,0,6,0,400394,1,0,6.0,2,-17548,7930,25478,54,True,0
José Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,314,55,0,0,0.0,0.0,2020-10-24T16:30:00Z,0,5,0,0,0,0,6,0,2792,0,0,0.0,0,-277,14,291,49,True,0
James Bree,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,50,0,0,0.0,0.0,2020-10-23T19:00:00Z,0,10,0,0,0,0,6,0,550,3,0,0.0,0,-23,17,40,45,True,0
Branislav Ivanovic,DEF,West Brom,2.2,0,0,12,0,0.4,530,51,1,0,1.4,13.6,2020-10-26T17:30:00Z,90,3,0,0,0,0,6,0,8585,1,1,0.0,2,2243,2870,627,45,False,0
Dennis Praet,MID,Leicester,1.5,0,0,5,0,4.3,225,49,0,0,0.9,4.4,2020-10-25T19:15:00Z,59,1,0,0,0,0,6,0,33675,1,0,0.0,1,-4759,1330,6089,55,False,0
Max Lowe,DEF,Sheffield Utd,-0.5,0,0,0,0,0.0,511,54,0,0,0.0,0.0,2020-10-24T19:00:00Z,0,11,0,0,0,0,6,0,4376,1,2,0.0,0,-424,33,457,44,False,0
Brandon Williams,DEF,Man Utd,0.0,0,0,0,0,0.0,318,55,0,0,0.0,0.0,2020-10-24T16:30:00Z,0,5,0,0,0,0,6,0,68037,0,0,0.0,0,-6392,791,7183,44,True,0
Neal Maupay,FWD,Brighton,3.8,0,0,-1,0,2.8,68,51,1,0,3.3,6.8,2020-10-26T17:30:00Z,90,18,0,0,0,0,6,0,525930,1,1,23.0,2,71716,127443,55727,66,True,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,169,56,0,0,0.0,0.0,2020-10-25T14:00:00Z,0,16,0,0,0,0,6,0,18936,0,2,0.0,0,-2342,75,2417,58,False,0
Aymeric Laporte,DEF,Man City,0.8,0,0,0,0,0.0,280,57,0,0,0.0,0.0,2020-10-24T11:30:00Z,0,19,0,0,0,0,6,0,187709,1,1,0.0,0,-28209,3381,31590,60,False,0
Zack Steffen,GK,Man City,1.0,0,0,0,0,0.0,538,57,0,0,0.0,0.0,2020-10-24T11:30:00Z,0,19,0,0,0,0,6,0,1519,1,1,0.0,0,-27,105,132,45,False,0
Fabricio Agosto Ramírez,GK,Fulham,-0.5,0,0,0,0,0.0,171,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,6,0,0,0,0,6,0,131773,2,1,0.0,0,-101,4087,4188,40,True,0
Mark Noble,MID,West Ham,-0.5,0,0,0,0,0.0,427,57,0,0,0.0,0.0,2020-10-24T11:30:00Z,0,12,0,0,0,0,6,0,53146,1,1,0.0,0,-7471,876,8347,48,True,0
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,2.5,0,0,6,0,4.8,281,57,1,0,1.1,3.8,2020-10-24T11:30:00Z,67,19,0,0,0,0,6,0,44862,1,1,2.0,2,5715,10187,4472,74,False,0
Jordan Henderson,MID,Liverpool,2.0,0,0,24,0,26.3,244,54,1,0,6.4,27.2,2020-10-24T19:00:00Z,90,15,0,0,0,0,6,0,88873,1,2,10.0,2,1611,6510,4899,54,True,0
Curtis Jones,MID,Liverpool,1.2,0,0,0,0,0.0,263,54,0,0,0.0,0.0,2020-10-24T19:00:00Z,0,15,0,0,0,0,6,0,37040,1,2,0.0,0,3968,8196,4228,44,True,0
William Saliba,DEF,Arsenal,0.0,0,0,0,0,0.0,27,49,0,0,0.0,0.0,2020-10-25T19:15:00Z,0,9,0,0,0,0,6,0,70830,1,0,0.0,0,-8628,1758,10386,42,True,0
Pascal Struijk,DEF,Leeds,0.7,0,0,0,0,1.5,211,50,0,0,0.3,1.2,2020-10-23T19:00:00Z,20,2,0,0,0,0,6,0,172872,3,0,0.0,0,33635,45391,11756,40,False,1
Matt Ritchie,MID,Newcastle,0.0,0,0,0,0,0.0,322,58,0,0,0.0,0.0,2020-10-25T16:30:00Z,0,20,0,0,0,0,6,0,3546,1,1,0.0,0,-879,34,913,49,False,0
Gary Cahill,DEF,Crystal Palace,0.0,0,0,0,0,0.0,125,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,8,0,0,0,0,6,0,6523,2,1,0.0,0,925,2162,1237,45,False,0
Joel Ward,DEF,Crystal Palace,1.2,0,0,0,0,0.0,134,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,8,0,0,0,0,6,0,120457,2,1,0.0,0,-191,8465,8656,45,False,0
Karl Darlow,GK,Newcastle,2.4,0,0,14,0,0.0,325,58,1,0,1.8,18.2,2020-10-25T16:30:00Z,90,20,0,0,0,0,6,3,117415,1,1,0.0,3,-1032,14217,15249,50,False,0
Toby Alderweireld,DEF,Spurs,2.7,0,2,28,1,13.6,386,52,0,0,4.5,31.2,2020-10-26T20:00:00Z,90,4,0,0,0,0,6,0,124622,1,0,0.0,8,-4411,3722,8133,54,False,0
Joe Bryan,DEF,Fulham,0.0,0,0,0,0,0.0,182,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,6,0,0,0,0,6,0,41088,2,1,0.0,0,-4565,828,5393,49,True,0
Shane Long,FWD,Southampton,0.2,0,0,0,0,0.0,361,56,0,0,0.0,0.0,2020-10-25T14:00:00Z,0,7,0,0,0,0,6,0,54179,0,2,0.0,0,-3926,2635,6561,53,True,0
Bernd Leno,GK,Arsenal,2.5,0,0,11,0,0.0,8,49,1,0,1.2,12.0,2020-10-25T19:15:00Z,90,9,0,0,0,0,6,1,693944,1,0,0.0,2,-6968,29541,36509,50,True,0
Ivan Ricardo Neves Abreu Cavaleiro,MID,Fulham,0.7,0,0,0,0,0.0,187,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,6,0,0,0,0,6,0,7575,2,1,0.0,0,-506,171,677,54,True,0
Luke Ayling,DEF,Leeds,3.0,0,0,27,1,10.7,197,50,0,0,3.3,22.6,2020-10-23T19:00:00Z,90,2,0,0,0,0,6,0,301258,3,0,0.0,6,2262,23420,21158,45,False,0
Jesse Lingard,MID,Man Utd,0.0,0,0,0,0,0.0,301,55,0,0,0.0,0.0,2020-10-24T16:30:00Z,0,5,0,0,0,0,6,0,12175,0,0,0.0,0,-1089,221,1310,59,True,0
Robbie Brady,MID,Burnley,-0.2,0,0,0,0,0.0,95,52,0,0,0.0,0.0,2020-10-26T20:00:00Z,0,17,0,0,0,0,6,0,3296,1,0,0.0,0,-61,129,190,50,True,0
Neil Taylor,DEF,Aston Villa,0.0,0,0,0,0,0.0,31,50,0,0,0.0,0.0,2020-10-23T19:00:00Z,0,10,0,0,0,0,6,0,17751,3,0,0.0,0,-1186,712,1898,44,True,0
Jamie Vardy,FWD,Leicester,4.9,0,2,26,0,0.8,224,49,0,1,7.0,35.2,2020-10-25T19:15:00Z,30,1,0,0,0,0,6,0,1240334,1,0,34.0,7,-489382,10116,499498,100,False,0
Tyrick Mitchell,DEF,Crystal Palace,1.5,0,0,13,0,1.8,146,53,1,0,4.0,21.6,2020-10-24T14:00:00Z,90,8,0,0,0,0,6,0,1943442,2,1,17.0,2,16161,87186,71025,42,False,0
Neco Williams,DEF,Liverpool,1.0,0,0,0,0,0.0,264,54,0,0,0.0,0.0,2020-10-24T19:00:00Z,0,15,0,0,0,0,6,0,238022,1,2,0.0,0,-5766,9901,15667,40,True,0
Jeff Hendrick,MID,Newcastle,1.5,0,0,12,0,0.8,485,58,1,0,2.1,12.2,2020-10-25T16:30:00Z,90,20,0,0,0,0,6,0,264943,1,1,8.0,2,-30080,11759,41839,50,False,0
Léo Bonatini,FWD,Wolves,0.0,0,0,0,0,0.0,463,58,0,0,0.0,0.0,2020-10-25T16:30:00Z,0,14,0,0,0,0,6,0,12749,1,1,0.0,0,-1251,74,1325,49,True,0
Ethan Ampadu,DEF,Sheffield Utd,-0.7,0,0,15,0,14.2,509,54,2,0,3.4,18.4,2020-10-24T19:00:00Z,90,11,0,0,0,0,6,0,43424,1,2,1.0,1,-4113,651,4764,45,False,0
Çaglar Söyüncü,DEF,Leicester,0.0,0,0,0,0,0.0,238,49,0,0,0.0,0.0,2020-10-25T19:15:00Z,0,1,0,0,0,0,6,0,408583,1,0,0.0,0,-190759,254,191013,54,False,0
Mace Goodridge,MID,Burnley,-0.5,0,0,0,0,0.0,551,52,0,0,0.0,0.0,2020-10-26T20:00:00Z,0,17,0,0,0,0,6,0,432,1,0,0.0,0,43,95,52,45,True,0
