name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ibrahima Diallo,MID,Southampton,0.0,0,0,0,0,0.0,565,251,0,0,0.0,0.0,2021-03-01T20:00:00Z,0,7,0,0,0,0,26,0,1603,0,1,0.0,0,-84,54,138,45,False,0
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,254,0,0,0.0,0.0,2021-02-27T12:30:00Z,0,12,0,0,0,0,26,0,9122,1,2,0.0,0,-27,0,27,61,False,0
Raheem Sterling,MID,Man City,10.9,0,0,0,0,0.0,276,254,0,0,0.0,0.0,2021-02-27T12:30:00Z,0,19,0,0,0,0,26,0,962115,1,2,0.0,0,-58272,80053,138325,116,True,0
Raheem Sterling,MID,Man City,10.9,0,0,4,0,17.4,276,284,1,0,8.6,5.2,2021-03-02T20:00:00Z,90,20,0,0,0,0,26,0,962115,1,4,63.0,2,-58272,80053,138325,116,True,0
Juan Mata,MID,Man Utd,0.0,0,0,0,0,0.0,290,249,0,0,0.0,0.0,2021-02-28T16:30:00Z,0,5,0,0,0,0,26,0,10497,0,0,0.0,0,-104,93,197,58,False,0
Juan Mata,MID,Man Utd,0.0,0,0,0,0,0.0,290,281,0,0,0.0,0.0,2021-03-03T20:15:00Z,0,6,0,0,0,0,26,0,10497,0,0,0.0,0,-104,93,197,58,False,0
Aaron Connolly,FWD,Brighton,1.5,0,0,3,0,0.4,78,258,1,0,4.0,1.0,2021-02-27T15:00:00Z,60,18,0,0,0,0,26,0,24448,0,1,39.0,2,-82,1075,1157,52,False,0
Oliver Norwood,MID,Sheffield Utd,2.5,0,0,20,0,33.8,349,256,2,0,5.5,20.0,2021-02-28T19:15:00Z,90,11,0,0,0,0,26,0,10213,2,0,1.0,2,-186,142,328,45,True,0
Oliver Norwood,MID,Sheffield Utd,2.5,0,0,15,1,11.9,349,285,0,0,4.7,32.2,2021-03-03T18:00:00Z,90,2,0,0,0,0,26,0,10213,0,1,3.0,3,-186,142,328,45,True,0
Lee Peltier,DEF,West Brom,-0.7,0,0,0,0,0.0,600,258,0,0,0.0,0.0,2021-02-27T15:00:00Z,0,3,0,0,0,0,26,0,5133,0,1,0.0,0,-38,329,367,40,True,0
Lee Peltier,DEF,West Brom,-0.7,0,0,0,0,0.0,600,287,0,0,0.0,0.0,2021-03-04T18:00:00Z,0,7,0,0,0,0,26,0,5133,1,0,0.0,0,-38,329,367,40,True,0
Daniel Langley,GK,Newcastle,0.0,0,0,0,0,0.0,606,255,0,0,0.0,0.0,2021-02-27T20:00:00Z,0,20,0,0,0,0,26,0,5377,1,1,0.0,0,-226,402,628,40,True,0
Wilfried Zaha,MID,Crystal Palace,-0.1,0,0,0,0,0.0,141,250,0,0,0.0,0.0,2021-02-28T12:00:00Z,0,8,0,0,0,0,26,0,671010,0,0,0.0,0,-35146,447,35593,71,True,0
Wilfried Zaha,MID,Crystal Palace,-0.1,0,0,0,0,0.0,141,281,0,0,0.0,0.0,2021-03-03T20:15:00Z,0,13,0,0,0,0,26,0,671010,0,0,0.0,0,-35146,447,35593,71,True,0
Bailey Peacock-Farrell,GK,Burnley,-1.0,0,0,0,0,0.0,99,257,0,0,0.0,0.0,2021-02-28T14:00:00Z,0,17,0,0,0,0,26,0,95974,0,4,0.0,0,-5012,745,5757,40,False,0
Bailey Peacock-Farrell,GK,Burnley,-1.0,0,0,0,0,0.0,99,280,0,0,0.0,0.0,2021-03-03T18:00:00Z,0,9,0,0,0,0,26,0,95974,1,1,0.0,0,-5012,745,5757,40,True,0
Ryan Fraser,MID,Newcastle,1.5,1,0,15,0,35.4,507,255,1,0,6.9,23.2,2021-02-27T20:00:00Z,45,20,0,0,0,0,26,0,12601,1,1,10.0,4,-75,80,155,56,True,0
Anthony Driscoll-Glennon,DEF,Burnley,-1.0,0,0,0,0,0.0,536,257,0,0,0.0,0.0,2021-02-28T14:00:00Z,0,17,0,0,0,0,26,0,7815,0,4,0.0,0,-87,238,325,40,False,0
Anthony Driscoll-Glennon,DEF,Burnley,-1.0,0,0,0,0,0.0,536,280,0,0,0.0,0.0,2021-03-03T18:00:00Z,0,9,0,0,0,0,26,0,7815,1,1,0.0,0,-87,238,325,40,True,0
Cengiz Ünder,MID,Leicester,0.9,0,0,3,0,5.6,541,253,1,0,0.8,2.6,2021-02-28T12:00:00Z,39,1,0,0,0,0,26,0,4050,3,1,0.0,1,-15,93,108,57,True,0
Cengiz Ünder,MID,Leicester,0.9,0,0,0,0,0.0,541,280,0,0,0.0,0.0,2021-03-03T18:00:00Z,0,4,0,0,0,0,26,0,4050,1,1,0.0,0,-15,93,108,57,False,0
Ryan Astley,DEF,Everton,4.0,0,0,0,0,0.0,681,251,0,0,0.0,0.0,2021-03-01T20:00:00Z,0,16,0,0,0,0,26,0,0,0,1,0.0,0,0,0,0,40,True,0
