id,xP
1,0.5
2,0.0
3,1.0
4,6.5
5,0.5
6,7.5
7,0.0
8,5.0
9,3.0
10,0.0
11,4.0
13,0.0
14,1.5
15,3.5
16,4.5
17,3.5
18,1.5
19,0.5
20,0.5
21,0.5
22,5.0
23,0.0
24,1.5
25,0.5
26,0.0
27,0.5
478,8.5
494,9.0
501,5.0
526,2.0
527,0.5
12,12.5
28,0.0
29,-0.5
30,-0.5
31,-0.5
32,-0.5
33,2.5
34,-0.5
35,-0.5
36,0.0
37,2.5
38,1.5
39,-0.5
40,2.5
41,9.5
42,4.5
43,0.0
44,-0.5
45,-0.5
46,14.5
47,-0.5
48,0.0
49,-0.5
50,0.5
51,0.0
52,2.5
496,4.5
514,1.5
53,0.0
54,0.4
55,-0.4
57,0.0
58,0.0
59,-0.5
60,0.0
61,0.0
62,3.5
63,0.0
64,0.0
65,2.0
66,3.0
67,-0.5
68,8.5
69,6.5
70,3.0
71,0.5
72,0.0
73,0.0
74,2.2
75,-0.5
76,0.5
77,3.0
78,4.0
79,2.0
80,-0.5
503,0.0
528,-0.5
81,-0.4
82,-1.5
83,-2.5
84,0.0
85,-0.5
86,0.5
87,0.0
88,0.0
89,1.5
90,0.0
91,5.5
92,-0.5
93,0.5
94,0.0
95,0.5
96,0.5
97,2.5
98,1.5
99,-0.5
100,4.5
519,5.5
520,-0.5
535,0.5
536,0.5
101,-0.5
102,0.0
103,-0.5
104,1.0
105,5.5
106,0.5
107,0.5
109,-0.5
110,4.0
111,-0.5
112,1.5
113,1.5
114,0.0
115,0.5
116,-1.0
117,3.0
118,0.0
119,0.0
120,1.5
121,-0.5
122,0.0
123,7.0
124,0.0
232,0.0
490,0.0
500,1.0
108,0.0
125,0.0
126,-0.5
127,0.5
128,6.0
129,0.0
130,2.0
131,1.5
132,0.0
133,2.0
134,3.0
135,-0.5
136,0.0
137,8.0
138,0.5
139,0.0
140,3.0
141,11.0
142,4.0
143,-0.5
144,-0.4
145,0.0
146,5.0
147,-0.5
486,3.0
489,0.5
522,-0.4
534,0.5
148,0.5
149,0.4
150,1.5
151,0.5
152,4.0
153,0.0
154,0.5
155,7.0
156,7.0
157,5.0
158,3.0
159,1.0
160,0.5
161,0.0
162,4.0
163,1.0
164,13.0
165,0.0
166,7.5
167,0.5
168,0.5
169,1.5
170,0.0
502,3.0
508,8.0
512,2.5
171,0.0
172,0.0
173,0.0
174,0.0
175,0.5
176,0.5
177,0.0
178,0.0
179,0.0
180,1.5
181,3.0
182,2.0
183,0.0
184,6.5
185,0.0
186,0.5
187,2.0
188,1.5
189,0.0
190,1.5
191,3.0
192,0.0
373,2.0
484,0.0
493,0.5
516,0.5
517,1.0
525,0.5
216,0.8
217,4.5
218,0.5
219,0.0
220,0.5
221,1.5
222,0.5
223,0.5
224,8.0
225,7.5
226,0.0
227,0.5
228,3.0
229,3.0
230,0.5
231,1.5
233,0.5
234,0.5
235,8.5
236,3.0
237,0.0
238,4.0
239,8.5
240,0.5
498,12.0
518,2.5
193,1.0
194,0.0
195,0.4
196,0.0
197,0.5
198,9.0
199,0.0
200,2.0
201,0.5
202,10.5
203,4.5
204,3.5
205,9.5
206,1.0
207,0.0
208,0.0
209,0.0
210,0.5
211,0.0
212,0.0
213,1.5
214,0.0
215,0.0
491,0.5
492,1.0
532,1.0
533,1.0
241,1.0
242,0.4
243,3.0
244,2.0
245,0.5
246,1.0
247,0.4
248,0.0
249,3.5
250,7.5
251,9.5
252,8.0
253,4.0
254,12.0
255,5.5
256,0.5
257,0.5
258,1.0
259,4.5
260,1.0
261,2.5
262,0.5
263,1.0
264,0.5
265,0.5
531,2.6
266,3.0
267,0.0
268,0.0
269,1.0
270,3.0
271,1.0
272,14.0
273,3.0
274,2.0
275,1.0
276,6.0
277,1.0
278,3.0
279,3.0
280,0.0
281,0.8
282,7.0
283,1.0
284,10.0
285,1.0
286,2.0
287,2.0
288,1.0
537,2.0
538,2.8
539,2.0
289,0.0
290,0.5
291,1.5
292,0.5
293,1.5
294,0.5
295,0.5
296,2.5
297,0.0
298,0.5
299,0.5
300,1.5
301,0.5
302,2.5
303,2.5
304,0.5
305,0.5
306,2.5
307,0.0
308,1.5
309,2.5
310,0.5
311,1.5
312,0.5
313,0.5
314,0.5
315,1.5
316,0.0
317,0.5
318,0.5
319,0.5
495,6.5
320,2.0
321,2.5
322,0.5
323,4.0
324,0.5
325,5.0
326,0.0
327,0.0
328,3.5
329,0.0
330,0.5
331,0.0
332,3.5
333,0.5
334,0.0
335,0.5
336,2.5
337,0.5
338,2.5
339,3.0
340,1.5
341,0.0
342,0.0
480,1.0
485,8.5
487,0.0
488,0.5
497,0.5
506,5.5
507,1.0
513,4.0
343,1.5
344,1.5
345,2.0
346,2.5
347,2.0
348,0.5
349,1.5
350,0.5
351,2.0
352,0.5
353,-0.5
354,2.0
355,1.0
356,1.0
357,1.5
359,0.0
360,2.0
424,1.5
477,0.0
483,2.0
509,1.0
510,0.5
511,0.5
529,0.5
361,0.5
362,0.0
363,0.5
364,0.5
365,0.0
366,6.0
367,0.0
368,0.4
369,0.0
370,1.5
371,-0.5
372,-0.5
374,-0.5
375,1.5
376,0.0
377,1.0
378,-0.5
379,1.0
380,-0.5
381,-0.5
382,2.5
479,-0.2
523,-0.5
524,0.0
383,3.0
384,0.5
385,1.0
386,1.5
387,2.5
388,12.0
389,0.4
390,13.5
391,2.0
392,2.5
393,0.5
394,1.0
395,2.0
396,2.0
397,2.0
398,1.0
399,0.5
400,1.5
401,0.5
402,0.0
403,0.5
404,0.0
405,1.0
406,0.5
457,1.5
482,0.5
521,0.5
56,-0.5
358,1.0
407,-2.0
408,0.0
409,1.5
410,-0.5
411,0.0
412,0.0
413,1.5
414,-0.4
415,-0.5
416,0.0
417,0.5
418,-0.5
419,-0.5
420,0.0
421,0.5
422,0.5
423,0.0
425,0.0
426,0.0
446,4.0
481,5.5
499,-0.5
530,0.3
427,0.4
428,-0.5
429,-0.5
430,-0.5
431,0.5
432,0.5
433,0.0
434,-0.4
435,0.5
436,0.0
437,3.5
438,1.0
439,-0.5
440,0.5
441,0.5
442,0.0
443,-0.5
444,0.0
445,1.5
447,0.0
448,1.5
449,1.5
450,1.5
451,0.5
452,-0.5
453,-1.0
454,1.5
455,3.5
456,-1.0
458,2.5
459,3.5
460,6.0
461,7.0
462,0.0
463,-1.0
464,1.0
465,1.5
466,0.5
467,-0.5
468,-1.0
469,4.5
470,-1.0
471,-0.5
472,-1.0
473,0.0
474,3.0
475,0.0
476,-1.0
504,-0.5
505,2.0
515,-0.5
