name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ibrahima Diallo,MID,Southampton,0.4,0,0,0,0,0.0,565,76,0,0,0.0,0.0,2020-11-06T20:00:00Z,0,14,0,0,0,0,8,0,1037,0,2,0.0,0,-125,156,281,45,True,0
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,78,0,0,0.0,0.0,2020-11-07T20:00:00Z,0,8,0,0,0,0,8,0,10889,0,1,0.0,0,-695,13,708,61,True,0
Raheem Sterling,MID,Man City,4.2,0,0,4,0,4.8,276,75,1,0,3.8,4.0,2020-11-08T16:30:00Z,90,11,0,0,0,0,8,0,463779,1,1,29.0,1,-75608,13479,89087,116,True,1
Juan Mata,MID,Man Utd,2.0,0,0,4,0,3.0,290,73,1,0,1.7,2.2,2020-11-07T12:30:00Z,81,7,0,0,0,0,8,0,10212,3,1,12.0,2,-696,433,1129,59,False,0
Aaron Connolly,FWD,Brighton,1.2,0,0,3,0,0.0,78,70,0,0,0.0,0.2,2020-11-06T17:30:00Z,4,4,0,0,0,0,8,0,39808,0,0,0.0,1,-4140,2117,6257,54,True,0
Oliver Norwood,MID,Sheffield Utd,0.7,0,0,7,0,12.1,349,71,2,0,1.8,6.0,2020-11-07T17:30:00Z,61,5,0,0,0,0,8,0,14959,1,4,0.0,2,-990,421,1411,47,False,0
Lee Peltier,DEF,West Brom,0.1,0,0,0,0,0.0,600,77,0,0,0.0,0.0,2020-11-08T12:00:00Z,0,17,0,0,0,0,8,0,0,1,0,0.0,0,0,0,0,40,True,0
Wilfried Zaha,MID,Crystal Palace,7.0,1,0,15,0,35.7,141,72,1,0,9.8,28.6,2020-11-07T15:00:00Z,90,10,0,0,0,0,8,0,2153649,1,4,34.0,5,134174,252864,118690,74,True,0
Bailey Peacock-Farrell,GK,Burnley,0.0,0,0,0,0,0.0,99,70,0,0,0.0,0.0,2020-11-06T17:30:00Z,0,3,0,0,0,0,8,0,104934,0,0,0.0,0,-94,2077,2171,40,False,0
Ryan Fraser,MID,Newcastle,2.0,0,0,0,0,0.0,507,76,0,0,0.0,0.0,2020-11-06T20:00:00Z,0,16,0,0,0,0,8,0,23192,0,2,0.0,0,-423,1242,1665,57,False,0
Anthony Driscoll-Glennon,DEF,Burnley,0.0,0,0,0,0,0.0,536,70,0,0,0.0,0.0,2020-11-06T17:30:00Z,0,3,0,0,0,0,8,0,5192,0,0,0.0,0,-242,204,446,40,False,0
Cengiz Ünder,MID,Leicester,2.0,0,0,0,0,0.0,541,74,0,0,0.0,0.0,2020-11-08T14:00:00Z,0,20,0,0,0,0,8,0,7376,0,1,0.0,0,2117,2916,799,59,True,0
Hélder Wander Sousa de Azevedo e Costa,MID,Leeds,2.2,0,0,-5,0,1.1,205,72,3,0,0.0,0.0,2020-11-07T15:00:00Z,45,6,1,0,0,0,8,0,666244,1,4,2.0,-1,-47880,30242,78122,57,False,0
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,78,0,0,0.0,0.0,2020-11-07T20:00:00Z,0,19,0,0,0,0,8,0,3404,0,1,0.0,0,-414,6,420,47,False,0
Raúl Jiménez,FWD,Wolves,5.2,0,0,6,0,5.6,460,74,1,0,1.4,4.0,2020-11-08T14:00:00Z,90,9,0,0,0,0,8,0,1275832,0,1,4.0,2,-135077,50066,185143,85,False,0
Oskar Buur,DEF,Wolves,0.0,0,0,0,0,0.0,467,74,0,0,0.0,0.0,2020-11-08T14:00:00Z,0,9,0,0,0,0,8,0,170749,0,1,0.0,0,-11358,2132,13490,40,False,0
Kieran Tierney,DEF,Arsenal,3.3,0,0,16,0,27.6,17,69,3,0,5.6,18.0,2020-11-08T19:15:00Z,90,2,0,0,0,0,8,0,399389,3,0,10.0,1,5325,16322,10997,54,True,0
José Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,314,73,0,0,0.0,0.0,2020-11-07T12:30:00Z,0,7,0,0,0,0,8,0,2547,3,1,0.0,0,-96,4,100,48,False,0
James Bree,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,69,0,0,0.0,0.0,2020-11-08T19:15:00Z,0,1,0,0,0,0,8,0,531,3,0,0.0,0,-5,5,10,45,False,0
Branislav Ivanovic,DEF,West Brom,1.2,0,0,0,0,0.0,530,77,0,0,0.0,0.0,2020-11-08T12:00:00Z,0,17,0,0,0,0,8,0,11165,1,0,0.0,0,-695,819,1514,45,True,0
Dennis Praet,MID,Leicester,3.0,1,0,18,1,11.5,225,74,0,0,2.1,7.8,2020-11-08T14:00:00Z,79,20,0,0,0,0,8,0,28488,0,1,2.0,6,-2977,993,3970,55,True,0
Max Lowe,DEF,Sheffield Utd,0.3,0,0,2,0,1.4,511,71,4,0,2.3,14.2,2020-11-07T17:30:00Z,90,5,0,0,0,0,8,0,4268,1,4,7.0,0,-9,129,138,44,False,0
Brandon Williams,DEF,Man Utd,0.0,0,0,0,0,0.0,318,73,0,0,0.0,0.0,2020-11-07T12:30:00Z,0,7,0,0,0,0,8,0,61212,3,1,0.0,0,-3436,605,4041,43,False,0
Neal Maupay,FWD,Brighton,1.5,0,0,8,1,6.5,68,70,0,0,6.2,6.2,2020-11-06T17:30:00Z,90,4,0,0,0,0,8,0,366776,0,0,49.0,2,-47818,28616,76434,65,True,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,169,73,0,0,0.0,0.0,2020-11-07T12:30:00Z,0,13,0,0,0,0,8,0,17067,3,1,0.0,0,-809,31,840,58,True,0
Aymeric Laporte,DEF,Man City,2.2,0,0,9,0,1.2,280,75,1,0,1.1,10.2,2020-11-08T16:30:00Z,90,11,0,0,0,0,8,0,197644,1,1,0.0,1,4893,9047,4154,60,True,1
Zack Steffen,GK,Man City,0.0,0,0,0,0,0.0,538,75,0,0,0.0,0.0,2020-11-08T16:30:00Z,0,11,0,0,0,0,8,0,1776,1,1,0.0,0,-44,53,97,45,True,0
Fabricio Agosto Ramírez,GK,Fulham,-0.5,0,0,0,0,0.0,171,78,0,0,0.0,0.0,2020-11-07T20:00:00Z,0,19,0,0,0,0,8,0,129323,0,1,0.0,0,-1369,1331,2700,40,False,0
Mark Noble,MID,West Ham,0.1,0,0,0,0,0.0,427,78,0,0,0.0,0.0,2020-11-07T20:00:00Z,0,8,0,0,0,0,8,0,43720,0,1,0.0,0,-4633,638,5271,47,True,0
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,2.2,0,0,2,0,2.4,281,75,0,0,1.0,5.8,2020-11-08T16:30:00Z,29,11,0,0,0,0,8,0,42783,1,1,2.0,1,-2463,2876,5339,74,True,0
