name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Max Thompson,FWD,Burnley,-0.5,0,0,0,0,0.0,591,328,0,0,0.0,0.0,2021-04-25T11:00:00Z,0,20,0,0,0,0,33,0,9905,4,0,0.0,0,-253,169,422,45,False,0
Willy Boly,DEF,Wolves,2.0,0,0,13,0,10.3,458,328,4,0,2.5,14.8,2021-04-25T11:00:00Z,90,4,0,0,0,0,33,0,98582,4,0,0.0,0,4992,5484,492,54,True,0
Ciaran Clark,DEF,Newcastle,0.2,0,0,7,0,0.0,324,324,1,0,0.3,3.4,2021-04-24T11:30:00Z,63,11,0,0,0,0,33,0,13903,1,1,0.0,2,-249,894,1143,45,False,0
Luke Cundle,MID,Wolves,0.5,0,0,0,0,0.0,614,328,0,0,0.0,0.0,2021-04-25T11:00:00Z,0,4,0,0,0,0,33,0,1192,4,0,0.0,0,-1,37,38,45,True,0
Matt Ritchie,MID,Newcastle,3.0,0,0,11,0,18.9,322,324,1,0,4.0,9.4,2021-04-24T11:30:00Z,90,11,0,0,0,0,33,0,4361,1,1,12.0,2,923,1104,181,49,False,0
Adrián San Miguel del Castillo,GK,Liverpool,1.0,0,0,0,0,0.0,245,324,0,0,0.0,0.0,2021-04-24T11:30:00Z,0,14,0,0,0,0,33,0,28706,1,1,0.0,0,-231,127,358,42,True,0
Rhys Williams,DEF,Liverpool,1.2,0,0,0,0,0.0,594,324,0,0,0.0,0.0,2021-04-24T11:30:00Z,0,14,0,0,0,0,33,0,13579,1,1,0.0,0,-193,256,449,40,True,0
Dara O'Shea,DEF,West Brom,1.7,0,0,3,0,0.0,425,320,1,0,0.0,0.0,2021-04-25T18:00:00Z,4,2,0,0,0,0,33,0,14590,2,2,0.0,1,467,809,342,42,False,0
Mason Greenwood,MID,Man Utd,9.3,0,0,5,1,21.3,315,322,0,0,9.0,12.0,2021-04-25T13:00:00Z,90,10,0,0,0,0,33,0,499667,0,0,57.0,3,297134,302575,5441,71,False,0
José Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,314,322,0,0,0.0,0.0,2021-04-25T13:00:00Z,0,10,0,0,0,0,33,0,2136,0,0,0.0,0,-2,0,2,48,False,0
Rúben Diogo da Silva Neves,MID,Wolves,0.0,0,0,16,0,22.8,466,328,3,0,6.0,20.4,2021-04-25T11:00:00Z,68,4,0,0,0,0,33,0,122911,4,0,17.0,2,-14499,113,14612,51,True,0
Jamie Vardy,FWD,Leicester,4.5,0,0,5,0,3.1,224,323,1,0,4.6,2.6,2021-04-26T19:00:00Z,90,6,0,0,0,0,33,0,1988095,1,2,40.0,2,405142,425199,20057,102,True,0
Oliver Casey,DEF,Leeds,-0.5,0,0,0,0,0.0,215,322,0,0,0.0,0.0,2021-04-25T13:00:00Z,0,13,0,0,0,0,33,0,82955,0,0,0.0,0,161,1846,1685,38,True,0
Reece James,DEF,Chelsea,3.0,0,0,4,0,10.3,123,327,0,0,1.7,6.2,2021-04-24T16:30:00Z,4,19,0,0,0,0,33,0,562099,1,0,0.0,1,19659,25697,6038,50,False,0
Nathan Broadhead,MID,Everton,-0.3,0,0,0,0,0.0,680,319,0,0,0.0,0.0,2021-04-23T19:00:00Z,0,1,0,0,0,0,33,0,133,1,0,0.0,0,1,13,12,45,False,0
Chris Smalling,DEF,Man Utd,0.0,0,0,0,0,0.0,292,322,0,0,0.0,0.0,2021-04-25T13:00:00Z,0,10,0,0,0,0,33,0,6449,0,0,0.0,0,-5,0,5,49,False,0
Bailey Peacock-Farrell,GK,Burnley,0.3,0,0,0,0,0.0,99,328,0,0,0.0,0.0,2021-04-25T11:00:00Z,0,20,0,0,0,0,33,0,94310,4,0,0.0,0,2430,3855,1425,40,False,0
Branislav Ivanovic,DEF,West Brom,0.0,0,0,0,0,0.0,530,320,0,0,0.0,0.0,2021-04-25T18:00:00Z,0,2,0,0,0,0,33,0,6748,2,2,0.0,0,-31,62,93,44,False,0
Sam Johnstone,GK,West Brom,6.5,0,2,29,0,0.0,417,320,2,0,5.7,57.4,2021-04-25T18:00:00Z,90,2,0,0,0,0,33,9,237186,2,2,0.0,6,13706,19480,5774,45,False,0
Sead Kolasinac,DEF,Arsenal,0.0,0,0,0,0,0.0,14,319,0,0,0.0,0.0,2021-04-23T19:00:00Z,0,7,0,0,0,0,33,0,8886,1,0,0.0,0,-11,0,11,48,True,0
Christian Walton,GK,Brighton,0.5,0,0,0,0,0.0,503,326,0,0,0.0,0.0,2021-04-24T19:00:00Z,0,15,0,0,0,0,33,0,89780,0,1,0.0,0,-532,199,731,40,False,0
Charlie Cresswell,DEF,Leeds,-0.5,0,0,0,0,0.0,620,322,0,0,0.0,0.0,2021-04-25T13:00:00Z,0,13,0,0,0,0,33,0,7491,0,0,0.0,0,44,244,200,40,True,0
David Luiz Moreira Marinho,DEF,Arsenal,0.0,0,0,0,0,0.0,3,319,0,0,0.0,0.0,2021-04-23T19:00:00Z,0,7,0,0,0,0,33,0,63896,1,0,0.0,0,-1323,56,1379,54,True,0
Jack Grealish,MID,Aston Villa,0.0,0,0,0,0,0.0,37,320,0,0,0.0,0.0,2021-04-25T18:00:00Z,0,18,0,0,0,0,33,0,1210095,2,2,0.0,0,-30002,1036,31038,75,True,0
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,327,0,0,0.0,0.0,2021-04-24T16:30:00Z,0,5,0,0,0,0,33,0,9007,1,0,0.0,0,-7,0,7,61,True,0
Mesut Özil,MID,Arsenal,0.0,0,0,0,0,0.0,1,319,0,0,0.0,0.0,2021-04-23T19:00:00Z,0,7,0,0,0,0,33,0,41526,1,0,0.0,0,-34,0,34,67,True,0
