name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Max Thompson,FWD,Burnley,-0.5,0,0,0,0,0.0,591,271,0,0,0.0,0.0,2021-03-13T17:30:00Z,0,7,0,0,0,0,28,0,10153,2,1,0.0,0,-50,538,588,45,False,0
Willy Boly,DEF,Wolves,-0.2,0,0,12,0,1.3,458,278,1,0,4.0,16.6,2021-03-15T20:00:00Z,90,11,0,0,0,0,28,0,94225,1,0,22.0,2,-633,324,957,54,True,0
Ciaran Clark,DEF,Newcastle,2.2,0,0,9,0,0.9,324,276,1,0,1.5,12.0,2021-03-12T20:00:00Z,90,2,1,0,0,0,28,0,14329,1,1,2.0,0,2032,2609,577,45,True,0
Luke Cundle,MID,Wolves,-0.5,0,0,0,0,0.0,614,278,0,0,0.0,0.0,2021-03-15T20:00:00Z,0,11,0,0,0,0,28,0,1079,1,0,0.0,0,26,110,84,45,True,0
Matt Ritchie,MID,Newcastle,0.2,0,0,0,0,0.0,322,276,0,0,0.0,0.0,2021-03-12T20:00:00Z,0,2,0,0,0,0,28,0,3287,1,1,0.0,0,-21,37,58,49,True,0
Adrián San Miguel del Castillo,GK,Liverpool,2.3,0,0,0,0,0.0,245,278,0,0,0.0,0.0,2021-03-15T20:00:00Z,0,20,0,0,0,0,28,0,29341,1,0,0.0,0,158,920,762,42,False,0
Rhys Williams,DEF,Liverpool,0.9,0,0,0,0,0.0,594,278,0,0,0.0,0.0,2021-03-15T20:00:00Z,0,20,0,0,0,0,28,0,14452,1,0,0.0,0,-157,424,581,40,False,0
André-Frank Zambo Anguissa,MID,Fulham,0.4,0,0,8,0,12.1,191,272,3,0,2.6,14.2,2021-03-13T20:00:00Z,90,12,0,0,0,0,28,0,118881,3,0,0.0,2,-1241,4196,5437,45,True,0
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,272,0,0,0.0,0.0,2021-03-13T20:00:00Z,0,12,0,0,0,0,28,0,2206,3,0,0.0,0,-7,0,7,46,True,0
Dara O'Shea,DEF,West Brom,2.3,0,0,12,0,1.0,425,270,1,0,2.0,15.4,2021-03-13T15:00:00Z,90,6,0,0,0,0,28,0,13371,0,1,4.0,2,357,698,341,42,False,0
Mason Greenwood,MID,Man Utd,2.0,0,0,15,1,30.8,315,275,0,0,11.2,8.4,2021-03-14T19:15:00Z,90,19,0,0,0,0,28,0,153759,0,1,73.0,3,1611,4417,2806,70,True,0
José Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,314,275,0,0,0.0,0.0,2021-03-14T19:15:00Z,0,19,0,0,0,0,28,0,2152,0,1,0.0,0,-6,0,6,48,True,0
Rúben Diogo da Silva Neves,MID,Wolves,4.8,0,0,8,0,1.4,466,278,1,0,3.7,22.6,2021-03-15T20:00:00Z,75,11,0,0,0,0,28,0,165716,1,0,13.0,1,16301,28093,11792,51,True,1
Jamie Vardy,FWD,Leicester,5.8,3,2,44,1,43.6,224,274,0,0,15.4,47.8,2021-03-14T14:00:00Z,90,15,0,0,0,0,28,0,1632887,0,5,63.0,13,-8979,116196,125175,102,True,0
Oliver Casey,DEF,Leeds,-0.5,0,0,0,0,0.0,215,273,0,0,0.0,0.0,2021-03-13T12:30:00Z,0,5,0,0,0,0,28,0,77197,0,0,0.0,0,-644,526,1170,39,True,0
Reece James,DEF,Chelsea,3.8,0,0,5,0,15.3,123,273,0,0,2.6,8.2,2021-03-13T12:30:00Z,22,10,0,0,0,0,28,0,519796,0,0,2.0,1,17830,25242,7412,50,False,0
Nathan Broadhead,MID,Everton,0.5,0,0,0,0,0.0,680,271,0,0,0.0,0.0,2021-03-13T17:30:00Z,0,4,0,0,0,0,28,0,53,2,1,0.0,0,17,24,7,45,True,0
Chris Smalling,DEF,Man Utd,0.0,0,0,0,0,0.0,292,275,0,0,0.0,0.0,2021-03-14T19:15:00Z,0,19,0,0,0,0,28,0,6479,0,1,0.0,0,-9,0,9,49,True,0
Bailey Peacock-Farrell,GK,Burnley,-0.5,0,0,0,0,0.0,99,271,0,0,0.0,0.0,2021-03-13T17:30:00Z,0,7,0,0,0,0,28,0,94444,2,1,0.0,0,-917,266,1183,40,False,0
Nathan Aké,DEF,Man City,1.0,0,0,0,0,0.0,279,272,0,0,0.0,0.0,2021-03-13T20:00:00Z,0,8,0,0,0,0,28,0,196064,3,0,0.0,0,-720,106,826,54,False,0
Branislav Ivanovic,DEF,West Brom,-0.3,0,0,0,0,0.0,530,270,0,0,0.0,0.0,2021-03-13T15:00:00Z,0,6,0,0,0,0,28,0,7069,0,1,0.0,0,-88,74,162,44,False,0
Sam Johnstone,GK,West Brom,5.2,0,0,16,0,0.0,417,270,1,0,1.8,18.4,2021-03-13T15:00:00Z,90,6,0,0,0,0,28,3,209316,0,1,0.0,3,4824,11626,6802,45,False,0
Sead Kolasinac,DEF,Arsenal,0.0,0,0,0,0,0.0,14,269,0,0,0.0,0.0,2021-03-14T16:30:00Z,0,17,0,0,0,0,28,0,8983,1,2,0.0,0,-46,0,46,48,True,0
Christian Walton,GK,Brighton,0.0,0,0,0,0,0.0,503,277,0,0,0.0,0.0,2021-03-14T12:00:00Z,0,16,0,0,0,0,28,0,93410,2,1,0.0,0,-668,329,997,40,False,0
Charlie Cresswell,DEF,Leeds,-0.5,0,0,0,0,0.0,620,273,0,0,0.0,0.0,2021-03-13T12:30:00Z,0,5,0,0,0,0,28,0,6777,0,0,0.0,0,115,549,434,40,True,0
David Luiz Moreira Marinho,DEF,Arsenal,2.8,0,0,14,0,1.0,3,269,1,0,2.1,17.8,2021-03-14T16:30:00Z,90,17,0,0,0,0,28,0,67480,1,2,2.0,2,-1654,1697,3351,54,True,0
Jack Grealish,MID,Aston Villa,0.0,0,0,0,0,0.0,37,276,0,0,0.0,0.0,2021-03-12T20:00:00Z,0,14,0,0,0,0,28,0,1502134,1,1,0.0,0,-211153,5807,216960,75,False,0
Kyle Walker,DEF,Man City,2.1,0,0,0,0,0.0,270,272,0,0,0.0,0.0,2021-03-13T20:00:00Z,0,8,0,0,0,0,28,0,401889,3,0,0.0,0,-4053,1907,5960,61,False,0
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,275,0,0,0.0,0.0,2021-03-14T19:15:00Z,0,13,0,0,0,0,28,0,9072,0,1,0.0,0,-18,0,18,61,False,0
Tanguy Ndombele,MID,Spurs,2.0,0,0,5,0,0.8,405,269,1,0,0.9,8.4,2021-03-14T16:30:00Z,61,1,0,0,0,0,28,0,43280,1,2,0.0,2,-2443,1234,3677,59,False,0
Mesut Özil,MID,Arsenal,0.0,0,0,0,0,0.0,1,269,0,0,0.0,0.0,2021-03-14T16:30:00Z,0,17,0,0,0,0,28,0,41758,1,2,0.0,0,-68,0,68,67,True,0
Thomas McGill,GK,Brighton,0.0,0,0,0,0,0.0,662,277,0,0,0.0,0.0,2021-03-14T12:00:00Z,0,16,0,0,0,0,28,0,31312,2,1,0.0,0,462,1533,1071,39,False,0
