name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ibrahima Diallo,MID,Southampton,0.7,0,0,0,0,0.0,565,156,0,0,0.0,0.0,2020-12-29T18:00:00Z,0,19,0,0,0,0,16,0,1898,0,0,0.0,0,165,273,108,45,True,0
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,156,0,0,0.0,0.0,2020-12-29T18:00:00Z,0,16,0,0,0,0,16,0,9564,0,0,0.0,0,-58,2,60,61,False,0
Juan Mata,MID,Man Utd,1.3,0,0,0,0,0.0,290,154,0,0,0.0,0.0,2020-12-29T20:00:00Z,0,20,0,0,0,0,16,0,11013,0,1,0.0,0,-254,104,358,59,True,0
Aaron Connolly,FWD,Brighton,0.2,0,0,0,0,0.0,78,149,0,0,0.0,0.0,2020-12-29T18:00:00Z,0,1,0,0,0,0,16,0,29667,1,0,0.0,0,-1854,255,2109,53,True,0
Oliver Norwood,MID,Sheffield Utd,1.0,0,0,10,0,15.8,349,150,0,0,2.0,4.4,2020-12-29T18:00:00Z,23,4,0,0,0,0,16,0,11900,0,1,0.0,1,-210,222,432,46,False,0
Lee Peltier,DEF,West Brom,-0.5,0,0,12,0,10.8,600,158,5,0,2.8,17.0,2020-12-29T18:00:00Z,90,10,0,0,0,0,16,0,4824,5,0,0.0,0,201,452,251,40,True,0
Daniel Langley,GK,Newcastle,-1.0,0,0,0,0,0.0,606,155,0,0,0.0,0.0,2020-12-30T20:00:00Z,0,11,0,0,0,0,16,0,3087,0,0,0.0,0,125,631,506,40,True,0
Wilfried Zaha,MID,Crystal Palace,4.8,0,0,16,0,4.0,141,152,1,1,6.3,36.4,2020-12-28T15:00:00Z,90,9,0,0,0,0,16,0,1499144,1,1,23.0,7,-113813,39863,153676,75,True,0
Bailey Peacock-Farrell,GK,Burnley,-0.5,0,0,0,0,0.0,99,150,0,0,0.0,0.0,2020-12-29T18:00:00Z,0,15,0,0,0,0,16,0,122805,0,1,0.0,0,363,2970,2607,40,True,0
Ryan Fraser,MID,Newcastle,0.1,0,0,0,0,0.0,507,155,0,0,0.0,0.0,2020-12-30T20:00:00Z,0,11,0,0,0,0,16,0,14206,0,0,0.0,0,-610,21,631,56,True,0
Anthony Driscoll-Glennon,DEF,Burnley,-0.5,0,0,0,0,0.0,536,150,0,0,0.0,0.0,2020-12-29T18:00:00Z,0,15,0,0,0,0,16,0,6717,0,1,0.0,0,-26,178,204,40,True,0
Cengiz Ünder,MID,Leicester,0.6,0,0,0,0,0.0,541,152,0,0,0.0,0.0,2020-12-28T15:00:00Z,0,6,0,0,0,0,16,0,4681,1,1,0.0,0,-467,20,487,58,False,0
Hélder Wander Sousa de Azevedo e Costa,MID,Leeds,0.8,0,0,2,0,0.5,205,158,0,0,0.5,2.0,2020-12-29T18:00:00Z,9,18,0,0,0,0,16,0,252210,5,0,2.0,1,-13405,718,14123,52,False,0
Raúl Jiménez,FWD,Wolves,0.0,0,0,0,0,0.0,460,154,0,0,0.0,0.0,2020-12-29T20:00:00Z,0,13,0,0,0,0,16,0,416928,0,1,0.0,0,-6970,65,7035,82,False,0
Oskar Buur,DEF,Wolves,-0.5,0,0,0,0,0.0,467,154,0,0,0.0,0.0,2020-12-29T20:00:00Z,0,13,0,0,0,0,16,0,196404,0,1,0.0,0,-654,5526,6180,39,False,0
Kieran Tierney,DEF,Arsenal,3.0,0,0,23,1,27.2,17,149,0,0,4.4,15.0,2020-12-29T18:00:00Z,90,3,0,0,0,0,16,0,329181,1,0,2.0,6,22400,27275,4875,53,False,0
José Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,314,154,0,0,0.0,0.0,2020-12-29T20:00:00Z,0,20,0,0,0,0,16,0,2283,0,1,0.0,0,-9,4,13,48,True,0
James Bree,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,151,0,0,0.0,0.0,2020-12-28T17:30:00Z,0,5,0,0,0,0,16,0,512,1,1,0.0,0,-2,6,8,45,False,0
Branislav Ivanovic,DEF,West Brom,-0.2,0,0,4,0,0.3,530,158,1,0,1.5,14.6,2020-12-29T18:00:00Z,45,10,0,0,0,0,16,0,9283,5,0,0.0,1,-390,225,615,45,True,0
Dennis Praet,MID,Leicester,1.3,0,0,12,0,16.8,225,152,1,0,3.9,5.8,2020-12-28T15:00:00Z,65,6,0,0,0,0,16,0,18792,1,1,16.0,2,-987,168,1155,53,False,0
Max Lowe,DEF,Sheffield Utd,0.5,0,0,0,0,0.0,511,150,0,0,0.0,0.0,2020-12-29T18:00:00Z,0,4,0,0,0,0,16,0,4238,0,1,0.0,0,-73,39,112,43,False,0
Brandon Williams,DEF,Man Utd,0.5,0,0,0,0,0.0,318,154,0,0,0.0,0.0,2020-12-29T20:00:00Z,0,20,0,0,0,0,16,0,52032,0,1,0.0,0,-1034,399,1433,42,True,0
Neal Maupay,FWD,Brighton,1.7,0,0,3,0,0.6,68,149,0,0,0.1,0.2,2020-12-29T18:00:00Z,23,1,0,0,0,0,16,0,153088,1,0,0.0,1,1321,6966,5645,61,True,0
Mark Noble,MID,West Ham,0.5,0,0,0,0,0.0,427,156,0,0,0.0,0.0,2020-12-29T18:00:00Z,0,16,0,0,0,0,16,0,31942,0,0,0.0,0,-420,579,999,46,False,0
Jordan Henderson,MID,Liverpool,5.7,0,0,13,1,18.2,244,155,0,0,3.1,12.2,2020-12-30T20:00:00Z,90,14,0,0,0,0,16,0,130990,0,0,1.0,3,3796,10424,6628,54,False,0
Curtis Jones,MID,Liverpool,3.0,0,0,9,1,4.0,263,155,0,0,0.9,3.4,2020-12-30T20:00:00Z,67,14,0,0,0,0,16,0,132195,0,0,2.0,3,4117,13165,9048,44,False,0
William Saliba,DEF,Arsenal,0.5,0,0,0,0,0.0,27,149,0,0,0.0,0.0,2020-12-29T18:00:00Z,0,3,0,0,0,0,16,0,52017,1,0,0.0,0,-944,699,1643,40,False,0
Pascal Struijk,DEF,Leeds,2.7,0,0,26,1,1.0,211,158,0,0,2.3,22.0,2020-12-29T18:00:00Z,90,18,0,0,0,0,16,0,203829,5,0,0.0,6,29457,34658,5201,39,False,0
Matt Ritchie,MID,Newcastle,0.2,0,0,17,1,33.7,322,155,0,0,5.4,18.4,2020-12-30T20:00:00Z,85,11,0,0,0,0,16,0,3286,0,0,2.0,3,-49,52,101,49,True,0
Gary Cahill,DEF,Crystal Palace,0.0,0,0,0,0,0.0,125,152,0,0,0.0,0.0,2020-12-28T15:00:00Z,0,9,0,0,0,0,16,0,9074,1,1,0.0,0,-1382,26,1408,45,True,0
Joel Ward,DEF,Crystal Palace,0.5,0,0,0,0,0.0,134,152,0,0,0.0,0.0,2020-12-28T15:00:00Z,0,9,0,0,0,0,16,0,57396,1,1,0.0,0,-559,1631,2190,43,True,0
Karl Darlow,GK,Newcastle,2.2,0,1,28,1,0.0,325,155,0,0,3.1,30.6,2020-12-30T20:00:00Z,90,11,0,0,0,0,16,4,121815,0,0,0.0,8,-6093,1065,7158,50,True,0
Shane Long,FWD,Southampton,0.5,0,0,2,0,1.8,361,156,0,0,0.3,0.0,2020-12-29T18:00:00Z,32,19,0,0,0,0,16,0,45844,0,0,2.0,1,798,2168,1370,51,True,0
Bernd Leno,GK,Arsenal,3.8,0,0,26,1,0.0,8,149,0,0,2.0,20.2,2020-12-29T18:00:00Z,90,3,0,0,0,0,16,2,554251,1,0,0.0,6,16320,27036,10716,49,False,0
Luke Ayling,DEF,Leeds,2.8,0,0,28,1,1.8,197,158,0,0,3.4,23.6,2020-12-29T18:00:00Z,90,18,0,0,0,0,16,0,279121,5,0,9.0,6,-2433,10506,12939,45,False,0
Jesse Lingard,MID,Man Utd,0.5,0,0,0,0,0.0,301,154,0,0,0.0,0.0,2020-12-29T20:00:00Z,0,20,0,0,0,0,16,0,10806,0,1,0.0,0,-46,120,166,59,True,0
Robbie Brady,MID,Burnley,2.5,1,0,18,1,29.6,95,150,0,0,5.0,19.0,2020-12-29T18:00:00Z,90,15,0,0,0,0,16,0,4449,0,1,1.0,6,-352,66,418,50,True,0
Neil Taylor,DEF,Aston Villa,-0.5,0,0,0,0,0.0,31,151,0,0,0.0,0.0,2020-12-28T17:30:00Z,0,5,0,0,0,0,16,0,14988,1,1,0.0,0,-50,854,904,43,False,0
Jamie Vardy,FWD,Leicester,7.3,0,0,3,0,0.2,224,152,0,0,0.1,1.2,2020-12-28T15:00:00Z,24,6,0,0,0,0,16,0,2155237,1,1,0.0,1,154629,197083,42454,101,False,0
Tyrick Mitchell,DEF,Crystal Palace,-0.2,0,0,11,0,0.4,146,152,1,0,2.1,20.2,2020-12-28T15:00:00Z,90,9,0,0,0,0,16,0,1131427,1,1,0.0,2,-38233,26543,64776,39,True,0
Neco Williams,DEF,Liverpool,2.0,0,0,0,0,0.0,264,155,0,0,0.0,0.0,2020-12-30T20:00:00Z,0,14,0,0,0,0,16,0,396330,0,0,0.0,0,-11801,8253,20054,40,False,0
Jeff Hendrick,MID,Newcastle,0.3,0,0,0,0,0.0,485,155,0,0,0.0,0.0,2020-12-30T20:00:00Z,0,11,0,0,0,0,16,0,164873,0,0,0.0,0,-10577,1861,12438,47,True,0
Léo Bonatini,FWD,Wolves,0.0,0,0,0,0,0.0,463,154,0,0,0.0,0.0,2020-12-29T20:00:00Z,0,13,0,0,0,0,16,0,9975,0,1,0.0,0,-55,28,83,48,False,0
Ethan Ampadu,DEF,Sheffield Utd,1.8,0,0,14,0,22.9,509,150,1,0,3.3,10.2,2020-12-29T18:00:00Z,66,4,0,0,0,0,16,0,34919,0,1,0.0,2,1768,2822,1054,43,False,0
Çaglar Söyüncü,DEF,Leicester,0.4,0,0,0,0,0.0,238,152,0,0,0.0,0.0,2020-12-28T15:00:00Z,0,6,0,0,0,0,16,0,210715,1,1,0.0,0,-1732,150,1882,53,False,0
Mace Goodridge,MID,Burnley,-0.5,0,0,0,0,0.0,551,150,0,0,0.0,0.0,2020-12-29T18:00:00Z,0,15,0,0,0,0,16,0,802,0,1,0.0,0,-1,40,41,45,True,0
