name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Max Thompson,FWD,Burnley,0.0,0,0,0,0,0.0,591,297,0,0,0.0,0.0,2021-04-04T11:00:00Z,0,16,0,0,0,0,30,0,9846,2,3,0.0,0,-172,214,386,45,False,0
Willy Boly,DEF,Wolves,0.5,0,0,0,0,0.0,458,298,0,0,0.0,0.0,2021-04-05T19:15:00Z,0,19,0,0,0,0,30,0,94318,3,2,0.0,0,149,588,439,54,True,0
Ciaran Clark,DEF,Newcastle,-0.2,0,0,0,0,0.0,324,296,0,0,0.0,0.0,2021-04-04T13:05:00Z,0,17,0,0,0,0,30,0,14415,2,2,0.0,0,-2655,134,2789,45,True,0
Luke Cundle,MID,Wolves,-0.5,0,0,0,0,0.0,614,298,0,0,0.0,0.0,2021-04-05T19:15:00Z,0,19,0,0,0,0,30,0,1139,3,2,0.0,0,16,69,53,45,True,0
Matt Ritchie,MID,Newcastle,0.2,0,0,11,0,20.3,322,296,2,0,5.1,14.4,2021-04-04T13:05:00Z,90,17,0,0,0,0,30,0,3302,2,2,16.0,2,-55,16,71,49,True,0
Adrián San Miguel del Castillo,GK,Liverpool,0.0,0,0,0,0,0.0,245,289,0,0,0.0,0.0,2021-04-03T19:00:00Z,0,1,0,0,0,0,30,0,29179,3,0,0.0,0,-80,405,485,42,False,0
Rhys Williams,DEF,Liverpool,0.5,0,0,3,0,0.1,594,289,0,0,0.2,2.2,2021-04-03T19:00:00Z,6,1,0,0,0,0,30,0,13735,3,0,0.0,1,-314,148,462,40,False,0
André-Frank Zambo Anguissa,MID,Fulham,1.3,0,0,0,0,0.0,191,290,0,0,0.0,0.0,2021-04-04T15:30:00Z,0,2,0,0,0,0,30,0,116168,1,3,0.0,0,-2961,2663,5624,45,False,0
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,290,0,0,0.0,0.0,2021-04-04T15:30:00Z,0,2,0,0,0,0,30,0,2196,1,3,0.0,0,-4,0,4,46,False,0
Dara O'Shea,DEF,West Brom,0.5,0,0,3,0,0.0,425,291,0,0,0.1,0.6,2021-04-03T11:30:00Z,23,5,0,0,0,0,30,0,13310,5,2,0.0,1,199,501,302,42,False,0
