name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Max Thompson,FWD,Burnley,0,0,0,0,0,0.0,591,341,0,0,0.0,0.0,2021-05-10T19:00:00Z,0,8,0,0,0,0,35,0,9787,2,0,0.0,0,-53,191,244,45,False,0
Willy Boly,DEF,Wolves,0,0,0,0,0,0.0,458,348,0,0,0.0,0.0,2021-05-09T11:00:00Z,0,3,0,0,0,0,35,0,94828,1,2,0.0,0,-2803,148,2951,54,True,0
Ciaran Clark,DEF,Newcastle,0,0,0,0,0,0.0,324,343,0,0,0.0,0.0,2021-05-07T19:00:00Z,0,9,0,0,0,0,35,0,13094,4,2,0.0,0,-279,841,1120,45,False,0
Luke Cundle,MID,Wolves,0,0,0,0,0,0.0,614,348,0,0,0.0,0.0,2021-05-09T11:00:00Z,0,3,0,0,0,0,35,0,1229,1,2,0.0,0,6,41,35,45,True,0
Matt Ritchie,MID,Newcastle,0,2,0,32,0,19.5,322,343,2,0,7.8,32.8,2021-05-07T19:00:00Z,90,9,0,0,0,0,35,0,4241,4,2,26.0,8,39,298,259,49,False,0
Adrián San Miguel del Castillo,GK,Liverpool,0,0,0,0,0,0.0,245,344,0,0,0.0,0.0,2021-05-08T19:15:00Z,0,16,0,0,0,0,35,0,28520,0,2,0.0,0,-162,232,394,42,True,0
Adrián San Miguel del Castillo,GK,Liverpool,0,0,0,0,0,0.0,245,334,0,0,0.0,0.0,2021-05-13T19:15:00Z,0,13,0,0,0,0,35,0,28520,4,2,0.0,0,-162,232,394,42,False,0
Rhys Williams,DEF,Liverpool,0,0,1,31,1,0.7,594,344,0,0,1.5,14.0,2021-05-08T19:15:00Z,90,16,0,0,0,0,35,0,13403,0,2,0.0,7,-178,211,389,40,True,0
Rhys Williams,DEF,Liverpool,0,0,0,16,0,0.5,594,334,2,0,2.4,15.6,2021-05-13T19:15:00Z,90,13,0,0,0,0,35,0,13403,4,2,8.0,1,-178,211,389,40,False,0
André-Frank Zambo Anguissa,MID,Fulham,0,0,0,5,0,16.3,191,341,2,0,7.2,11.2,2021-05-10T19:00:00Z,90,4,0,0,0,0,35,0,104771,2,0,44.0,1,-1142,1775,2917,44,True,1
Jean Michaël Seri,MID,Fulham,0,0,0,0,0,0.0,189,341,0,0,0.0,0.0,2021-05-10T19:00:00Z,0,4,0,0,0,0,35,0,2185,2,0,0.0,0,0,0,0,46,True,0
Dara O'Shea,DEF,West Brom,0,0,0,0,0,0.0,425,339,0,0,0.0,0.0,2021-05-09T18:00:00Z,0,1,0,0,0,0,35,0,14561,1,3,0.0,0,-230,363,593,42,False,0
Mason Greenwood,MID,Man Utd,0,0,3,29,0,3.9,315,340,1,1,8.8,36.4,2021-05-09T13:05:00Z,64,2,0,0,0,0,35,0,839447,3,1,48.0,10,338832,358683,19851,72,False,0
Mason Greenwood,MID,Man Utd,0,0,1,22,0,2.6,315,352,1,1,5.7,31.4,2021-05-11T17:00:00Z,65,9,0,0,0,0,35,0,839447,2,1,23.0,8,338832,358683,19851,72,True,0
Mason Greenwood,MID,Man Utd,0,0,0,-1,0,1.5,315,334,1,0,7.9,1.0,2021-05-13T19:15:00Z,27,11,0,0,0,0,35,0,839447,4,2,76.0,1,338832,358683,19851,72,True,0
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0,0,0.0,314,340,0,0,0.0,0.0,2021-05-09T13:05:00Z,0,2,0,0,0,0,35,0,2134,3,1,0.0,0,-1,0,1,48,False,0
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0,0,0.0,314,352,0,0,0.0,0.0,2021-05-11T17:00:00Z,0,9,0,0,0,0,35,0,2134,2,1,0.0,0,-1,0,1,48,True,0
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0,0,0.0,314,334,0,0,0.0,0.0,2021-05-13T19:15:00Z,0,11,0,0,0,0,35,0,2134,4,2,0.0,0,-1,0,1,48,True,0
Rúben Diogo da Silva Neves,MID,Wolves,0,0,0,8,0,3.3,466,348,1,0,1.9,2.6,2021-05-09T11:00:00Z,60,3,0,0,0,0,35,0,119478,1,2,13.0,2,-2485,1310,3795,51,True,0
Jamie Vardy,FWD,Leicester,0,1,0,13,0,35.3,224,343,4,0,12.9,27.4,2021-05-07T19:00:00Z,90,14,0,0,0,0,35,0,1829317,4,2,66.0,5,-43864,63126,106990,103,True,0
Jamie Vardy,FWD,Leicester,0,0,0,6,0,5.3,224,352,1,0,1.2,0.2,2021-05-11T17:00:00Z,79,13,0,0,0,0,35,0,1829317,2,1,6.0,2,-43864,63126,106990,103,False,0
