assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
2,1,0,0,0.0,0,28448,53,23,1,0.0,282,0.0,1959,0,0,0,0,0,1,2006/07,55,0.0,57,10
0,3,0,0,0.0,0,28448,50,19,1,0.0,1054,0.0,1002,0,0,0,0,0,2,2007/08,55,0.0,37,5
2,16,0,0,0.0,0,28448,50,34,1,0.0,1963,0.0,2810,0,0,0,2,0,3,2008/09,50,0.0,86,10
3,10,0,0,0.0,0,28448,48,20,0,0.0,2486,0.0,1490,0,0,0,1,0,4,2009/10,50,0.0,47,7
0,5,0,9,0.0,0,28448,54,35,0,0.0,3114,0.0,1921,0,0,0,2,0,5,2010/11,55,0.0,44,8
0,3,0,5,0.0,193,28448,47,30,0,0.0,3719,0.0,1935,0,0,0,1,0,6,2011/12,50,0.0,42,9
0,0,0,2,0.0,62,28448,43,6,0,0.0,4434,0.0,661,0,0,0,0,0,7,2012/13,45,0.0,16,2
0,0,71,6,0.0,226,28448,45,28,1,0.0,5124,0.0,1754,0,0,0,1,0,8,2013/14,45,0.0,45,5
0,1,312,11,0.0,236,28448,43,35,1,0.0,5866,0.0,2357,0,0,0,0,0,9,2014/15,45,0.0,58,14
0,0,293,7,0.0,246,28448,43,35,0,0.0,6552,0.0,2210,0,0,0,0,0,10,2015/16,45,0.0,53,8
0,0,63,0,47.3,0,28448,42,13,0,12.6,7255,65.0,633,0,0,0,0,0,11,2016/17,45,12.0,12,4
