name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.00,0.00,0.00,0.00,347,0,0,0.0,0.0,2023-05-08T19:00:00Z,0,16,0,0,0,0,35,0,2812,0,3,4,0.0,0,-4,0,4,53,False,0
Junior Stanislas,MID,Bournemouth,0.0,0,0,0,0,0.0,58,0.00,0.00,0.00,0.00,341,0,0,0.0,0.0,2023-05-06T14:00:00Z,0,6,0,0,0,0,35,0,2194,0,3,1,0.0,0,9,27,18,48,True,0
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,150,0.00,0.00,0.00,0.00,341,0,0,0.0,0.0,2023-05-06T14:00:00Z,0,3,0,0,0,0,35,0,37691,0,3,1,0.0,0,-104,50,154,52,False,0
Fabian Schär,DEF,Newcastle,2.0,0,0,1,0,1.0,366,0.00,0.37,0.37,1.20,346,2,0,2.7,7.6,2023-05-07T15:30:00Z,90,1,1,0,0,0,35,0,1642619,1,2,0,18.0,-2,3965,53158,49193,51,True,1
Jeremiah Chilokoa-Mullen,DEF,Leeds,-1.0,0,0,0,0,0.0,742,0.00,0.00,0.00,0.00,345,0,0,0.0,0.0,2023-05-06T14:00:00Z,0,13,0,0,0,0,35,0,1483,0,1,2,0.0,0,384,480,96,40,False,0
Jonny Evans,DEF,Leicester,0.0,0,0,0,0,0.0,249,0.00,0.00,0.00,0.00,343,0,0,0.0,0.0,2023-05-08T14:00:00Z,0,9,0,0,0,0,35,0,16880,0,3,5,0.0,0,-59,16,75,44,False,0
Enzo Fernández,MID,Chelsea,2.3,0,0,16,0,6.1,724,0.05,0.11,0.06,1.26,341,1,0,1.9,9.8,2023-05-06T14:00:00Z,90,3,0,0,0,0,35,0,94807,1,3,1,3.0,2,-5809,3315,9124,50,False,0
Brennan Johnson,FWD,Nott'm Forest,1.6,2,0,24,0,11.4,394,0.16,0.22,0.06,1.64,347,2,0,4.9,21.4,2023-05-08T19:00:00Z,80,17,0,0,0,0,35,0,184739,1,3,4,16.0,8,-24617,1865,26482,56,True,0
Cheick Doucouré,MID,Crystal Palace,2.5,0,0,12,0,11.7,514,0.02,0.05,0.03,0.88,348,1,0,4.5,16.2,2023-05-06T14:00:00Z,90,18,0,0,0,0,35,0,12235,1,0,1,17.0,2,5,250,245,50,False,0
Oliver Hammond,MID,Nott'm Forest,0.5,0,0,0,0,0.0,553,0.00,0.00,0.00,0.00,347,0,0,0.0,0.0,2023-05-08T19:00:00Z,0,17,0,0,0,0,35,0,3906,0,3,4,0.0,0,1,40,39,43,True,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.00,0.00,0.00,0.00,350,0,0,0.0,0.0,2023-05-06T14:00:00Z,0,2,0,0,0,0,35,0,18525,0,0,1,0.0,0,-53,0,53,44,True,0
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,344,0,0,0.0,0.0,2023-05-06T16:30:00Z,0,12,0,0,0,0,35,0,13766,0,0,1,0.0,0,-35,0,35,40,False,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,451,0.00,0.00,0.00,0.00,348,0,0,0.0,0.0,2023-05-06T14:00:00Z,0,7,0,0,0,0,35,0,31813,0,0,1,0.0,0,-40,184,224,39,True,0
Luka Milivojevic,MID,Crystal Palace,0.8,0,0,0,0,0.0,158,0.00,0.00,0.00,0.00,348,0,0,0.0,0.0,2023-05-06T14:00:00Z,0,18,0,0,0,0,35,0,36424,0,0,1,0.0,0,665,1064,399,42,False,0
George Wickens,GK,Fulham,0.0,0,0,0,0,0.0,747,0.00,0.00,0.00,0.00,343,0,0,0.0,0.0,2023-05-08T14:00:00Z,0,10,0,0,0,0,35,0,548,0,3,5,0.0,0,-31,31,62,40,True,0
Wesley Fofana,DEF,Chelsea,1.0,0,0,0,0,0.0,272,0.00,0.00,0.00,0.00,341,0,0,0.0,0.0,2023-05-06T14:00:00Z,0,3,0,0,0,0,35,0,115365,0,3,1,0.0,0,3338,6309,2971,43,False,0
Gianluca Scamacca,FWD,West Ham,0.0,0,0,0,0,0.0,529,0.00,0.00,0.00,0.00,349,0,0,0.0,0.0,2023-05-07T18:00:00Z,0,14,0,0,0,0,35,0,68778,0,0,1,0.0,0,-291,123,414,66,True,0
Alisson Ramses Becker,GK,Liverpool,4.1,0,0,23,1,0.0,281,0.00,0.00,0.00,0.19,344,0,0,1.8,18.2,2023-05-06T16:30:00Z,90,4,0,0,0,0,35,2,1753357,1,0,1,0.0,5,5925,28160,22235,54,True,1
Che Adams,FWD,Southampton,0.3,0,0,-6,0,4.3,411,0.01,0.69,0.68,1.69,347,4,0,2.8,0.0,2023-05-08T19:00:00Z,75,16,0,0,0,0,35,0,96009,1,3,4,30.0,2,688,2228,1540,60,False,0
