name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.00000,0.00000,0.00000,0.00000,89,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,8,0,0,0,0,9,0,3806,0,2,1,0.0,0,-563,0,563,53,True,0
Junior Stanislas,MID,Bournemouth,-0.5,0,0,0,0,0.0,58,0.00000,0.00000,0.00000,0.00000,82,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,4,0,0,0,0,9,0,2885,0,0,0,0.0,0,-52,107,159,48,True,0
Armando Broja,FWD,Chelsea,1.5,0,0,3,0,0.0,150,0.00000,0.00000,0.00000,0.00000,83,0,0,0.0,0.0,2022-10-01T14:00:00Z,15,7,0,0,0,0,9,0,53060,0,2,1,0.0,1,-502,4453,4955,53,False,0
Fabian Schär,DEF,Newcastle,4.0,0,0,25,1,14.3,366,0.00000,0.00000,0.00000,0.00000,84,0,0,3.1,12.8,2022-10-01T14:00:00Z,82,9,0,0,0,0,9,0,948358,0,4,1,4.0,6,-1198,66324,67522,47,False,0
Jonny Evans,DEF,Leicester,2.2,0,0,22,1,10.7,249,0.00000,0.00000,0.00000,0.00000,86,0,0,2.9,18.2,2022-10-03T19:00:00Z,90,16,0,0,0,0,9,0,27618,0,0,4,0.0,6,-484,1482,1966,44,True,0
Brennan Johnson,FWD,Nott'm Forest,1.5,0,0,5,0,13.4,394,0.00000,0.00000,0.00000,0.00000,86,4,0,4.9,11.0,2022-10-03T19:00:00Z,90,10,0,0,0,0,9,0,147873,0,0,4,25.0,2,-8956,13503,22459,59,False,0
Cheick Doucouré,MID,Crystal Palace,1.5,0,0,8,0,10.7,514,0.00000,0.00000,0.00000,0.00000,83,1,0,2.1,9.8,2022-10-01T14:00:00Z,83,6,0,0,0,0,9,0,17194,0,2,1,0.0,2,248,1520,1272,50,True,0
Oliver Hammond,MID,Nott'm Forest,-0.5,0,0,0,0,0.0,553,0.00000,0.00000,0.00000,0.00000,86,0,0,0.0,0.0,2022-10-03T19:00:00Z,0,10,0,0,0,0,9,0,4151,0,0,4,0.0,0,-75,205,280,44,False,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.00000,0.00000,0.00000,0.00000,90,0,0,0.0,0.0,2022-10-01T16:30:00Z,0,19,0,0,0,0,9,0,29744,0,0,2,0.0,0,-1893,0,1893,44,False,0
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.00000,0.00000,0.00000,0.00000,82,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,3,0,0,0,0,9,0,21068,0,0,0,0.0,0,-1626,0,1626,40,False,0
