name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.00,0.00,0.00,0.00,362,0,0,0.0,0.0,2023-05-21T13:00:00Z,0,5,0,0,0,0,37,0,2805,0,1,3,0.0,0,0,0,0,53,False,0
Junior Stanislas,MID,Bournemouth,0.0,0,0,0,0,0.0,58,0.00,0.00,0.00,0.00,361,0,0,0.0,0.0,2023-05-20T14:00:00Z,0,14,0,0,0,0,37,0,2199,0,1,0,0.0,0,0,24,24,48,True,0
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,150,0.00,0.00,0.00,0.00,365,0,0,0.0,0.0,2023-05-21T15:00:00Z,0,13,0,0,0,0,37,0,37584,0,0,1,0.0,0,-61,47,108,52,False,0
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,150,0.00,0.00,0.00,0.00,319,0,0,0.0,0.0,2023-05-25T19:00:00Z,0,14,0,0,0,0,37,0,37584,0,1,4,0.0,0,-61,47,108,52,False,0
Fabian Schär,DEF,Newcastle,2.1,0,0,25,1,29.5,366,0.10,0.19,0.09,0.07,366,0,0,6.2,21.0,2023-05-22T19:00:00Z,90,10,0,0,0,0,37,0,1631371,1,0,0,11.0,6,-60853,24123,84976,51,True,0
Jeremiah Chilokoa-Mullen,DEF,Leeds,0.0,0,0,0,0,0.0,742,0.00,0.00,0.00,0.00,369,0,0,0.0,0.0,2023-05-21T12:30:00Z,0,19,0,0,0,0,37,0,1286,0,1,3,0.0,0,-169,51,220,40,False,0
Jonny Evans,DEF,Leicester,1.3,0,0,25,1,0.0,249,0.00,0.00,0.00,1.21,366,0,0,3.0,29.8,2023-05-22T19:00:00Z,62,15,0,0,0,0,37,0,17087,1,0,0,0.0,6,101,146,45,44,False,0
Enzo Fernández,MID,Chelsea,2.2,0,0,8,0,15.5,724,0.24,0.24,0.00,1.09,365,1,0,2.4,8.6,2023-05-21T15:00:00Z,90,13,0,0,0,0,37,0,97878,1,0,1,0.0,1,3792,8851,5059,50,False,1
Enzo Fernández,MID,Chelsea,2.2,0,0,20,0,30.2,724,0.39,0.39,0.00,5.13,319,4,0,5.3,22.4,2023-05-25T19:00:00Z,90,14,0,0,0,0,37,0,97878,1,1,4,0.0,1,3792,8851,5059,50,False,1
Brennan Johnson,FWD,Nott'm Forest,2.5,0,0,1,0,0.0,394,0.00,0.00,0.00,0.11,367,0,0,0.0,0.0,2023-05-20T16:30:00Z,11,1,0,0,0,0,37,0,181074,0,0,1,0.0,1,-142,8417,8559,55,True,0
Cheick Doucouré,MID,Crystal Palace,2.2,0,0,11,0,1.2,514,0.01,0.03,0.02,1.83,363,2,0,1.2,9.4,2023-05-20T14:00:00Z,90,9,0,0,0,0,37,0,12444,1,2,2,1.0,2,83,316,233,50,False,0
Oliver Hammond,MID,Nott'm Forest,-0.5,0,0,0,0,0.0,553,0.00,0.00,0.00,0.00,367,0,0,0.0,0.0,2023-05-20T16:30:00Z,0,1,0,0,0,0,37,0,4014,0,0,1,0.0,0,51,101,50,42,True,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.00,0.00,0.00,0.00,370,0,0,0.0,0.0,2023-05-20T14:00:00Z,0,8,0,0,0,0,37,0,18450,0,1,1,0.0,0,-32,0,32,44,True,0
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,368,0,0,0.0,0.0,2023-05-20T11:30:00Z,0,18,0,0,0,0,37,0,13701,0,3,1,0.0,0,-36,0,36,40,False,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,451,0.00,0.00,0.00,0.00,368,0,0,0.0,0.0,2023-05-20T11:30:00Z,0,4,0,0,0,0,37,0,31914,0,3,1,0.0,0,138,339,201,39,True,0
Luka Milivojevic,MID,Crystal Palace,0.0,0,0,0,0,0.0,158,0.00,0.00,0.00,0.00,363,0,0,0.0,0.0,2023-05-20T14:00:00Z,0,9,0,0,0,0,37,0,35046,0,2,2,0.0,0,-547,226,773,42,False,0
George Wickens,GK,Fulham,0.0,0,0,0,0,0.0,747,0.00,0.00,0.00,0.00,363,0,0,0.0,0.0,2023-05-20T14:00:00Z,0,7,0,0,0,0,37,0,851,0,2,2,0.0,0,246,300,54,40,True,0
Wesley Fofana,DEF,Chelsea,0.2,0,0,12,0,0.8,272,0.01,0.01,0.00,1.09,365,1,0,1.0,9.4,2023-05-21T15:00:00Z,90,13,0,0,0,0,37,0,112562,1,0,1,0.0,2,286,3620,3334,43,False,0
Wesley Fofana,DEF,Chelsea,0.2,0,0,7,0,11.3,272,0.01,0.01,0.00,5.13,319,4,0,2.2,10.8,2023-05-25T19:00:00Z,90,14,0,0,0,0,37,0,112562,1,1,4,0.0,0,286,3620,3334,43,False,0
Gianluca Scamacca,FWD,West Ham,0.0,0,0,0,0,0.0,529,0.00,0.00,0.00,0.00,369,0,0,0.0,0.0,2023-05-21T12:30:00Z,0,11,0,0,0,0,37,0,68324,0,1,3,0.0,0,-197,48,245,66,True,0
Alisson Ramses Becker,GK,Liverpool,6.1,0,0,14,0,0.0,281,0.00,0.00,0.00,1.39,364,1,0,1.8,18.2,2023-05-20T14:00:00Z,90,2,0,0,0,0,37,2,1768726,1,1,1,0.0,2,3111,35312,32201,54,True,0
Che Adams,FWD,Southampton,0.1,0,0,0,0,0.0,411,0.00,0.00,0.00,0.00,362,0,0,0.0,0.0,2023-05-21T13:00:00Z,0,5,0,0,0,0,37,0,92892,0,1,3,0.0,0,-1958,95,2053,60,False,0
Sam Greenwood,FWD,Leeds,0.8,0,0,2,0,4.1,237,0.02,0.02,0.00,0.63,369,1,0,0.6,2.2,2023-05-21T12:30:00Z,6,19,0,0,0,0,37,0,1269992,0,1,3,0.0,1,48847,75358,26511,41,False,0
